PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Carmelo Anthony,176,64,14.253,14.015,0.24,2019-20,1610612757
Gary Trent Jr.,153,87,13.982,14.583,-0.60,2019-20,1610612757
CJ McCollum,196,44,14.315,13.630,0.68,2019-20,1610612757
Hassan Whiteside,106,134,15.055,13.523,1.53,2019-20,1610612757
Damian Lillard,143,97,14.801,13.289,1.51,2019-20,1610612757
Wenyen Gabriel,53,187,14.121,14.209,-0.09,2019-20,1610612757
Jusuf Nurkic,161,79,14.349,13.868,0.48,2019-20,1610612757
Mario Hezonja,68,172,13.611,14.421,-0.81,2019-20,1610612757
Anfernee Simons,82,158,13.234,14.697,-1.46,2019-20,1610612757
Jaylen Hoard,41,199,13.310,14.366,-1.06,2019-20,1610612757
Jaylen Adams,21,219,11.762,14.410,-2.65,2019-20,1610612757
