PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Brandon Ingram,236,52,15.837,16.122,-0.29,2021-22,1610612740
Jaxson Hayes,83,205,16.410,15.674,0.74,2021-22,1610612740
Jonas Valanciunas,175,113,16.359,15.179,1.18,2021-22,1610612740
Larry Nance Jr.,130,158,15.506,16.199,-0.69,2021-22,1610612740
Trey Murphy III,120,168,15.569,16.114,-0.55,2021-22,1610612740
Devonte' Graham,60,228,16.482,15.740,0.74,2021-22,1610612740
Naji Marshall,56,232,14.964,16.114,-1.15,2021-22,1610612740
Jose Alvarado,117,171,16.050,15.780,0.27,2021-22,1610612740
Willy Hernangomez,2,286,11.333,15.936,-4.60,2021-22,1610612740
Garrett Temple,2,286,11.333,15.936,-4.60,2021-22,1610612740
CJ McCollum,234,54,15.842,16.089,-0.25,2021-22,1610612740
Herbert Jones,226,62,15.945,15.669,0.28,2021-22,1610612740
