PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Tyler Hansbrough,29,307,14.732,16.278,-1.55,2013-14,1610612761
Chuck Hayes,38,298,16.257,16.126,0.13,2013-14,1610612761
Landry Fields,26,310,15.160,16.225,-1.06,2013-14,1610612761
Greivis Vasquez,190,146,15.288,17.275,-1.99,2013-14,1610612761
Patrick Patterson,199,137,15.225,17.530,-2.31,2013-14,1610612761
Nando De Colo,4,332,14.857,16.155,-1.30,2013-14,1610612761
Steve Novak,15,321,13.531,16.281,-2.75,2013-14,1610612761
Amir Johnson,191,145,16.941,15.103,1.84,2013-14,1610612761
Kyle Lowry,271,65,16.362,15.193,1.17,2013-14,1610612761
John Salmons,77,259,16.599,16.006,0.59,2013-14,1610612761
DeMar DeRozan,282,54,16.387,14.954,1.43,2013-14,1610612761
Terrence Ross,158,178,16.148,16.133,0.02,2013-14,1610612761
Jonas Valanciunas,200,136,16.887,15.106,1.78,2013-14,1610612761
