PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Wesley Matthews,246,239,13.769,13.967,-0.20,2019-20,1610612749
Kyle Korver,119,366,13.093,14.152,-1.06,2019-20,1610612749
Brook Lopez,328,157,13.896,13.813,0.08,2019-20,1610612749
Robin Lopez,21,464,15.450,13.804,1.65,2019-20,1610612749
Donte DiVincenzo,165,320,14.181,13.708,0.47,2019-20,1610612749
Giannis Antetokounmpo,277,208,13.259,14.730,-1.47,2019-20,1610612749
Khris Middleton,355,130,13.912,13.754,0.16,2019-20,1610612749
Ersan Ilyasova,23,462,14.510,13.835,0.68,2019-20,1610612749
Sterling Brown,4,481,16.125,13.851,2.27,2019-20,1610612749
Eric Bledsoe,267,218,13.791,13.961,-0.17,2019-20,1610612749
George Hill,268,217,14.187,13.479,0.71,2019-20,1610612749
Marvin Williams,179,306,14.223,13.666,0.56,2019-20,1610612749
Pat Connaughton,171,314,14.105,13.742,0.36,2019-20,1610612749
Frank Mason,2,483,14.000,13.869,0.13,2019-20,1610612749
