PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Otto Porter Jr.,158,130,14.397,15.223,-0.83,2017-18,1610612764
Markieff Morris,181,107,14.611,15.014,-0.40,2017-18,1610612764
Marcin Gortat,160,128,15.241,14.192,1.05,2017-18,1610612764
John Wall,234,54,14.743,14.836,-0.09,2017-18,1610612764
Bradley Beal,216,72,14.771,14.731,0.04,2017-18,1610612764
Mike Scott,126,162,14.427,15.031,-0.60,2017-18,1610612764
Kelly Oubre Jr.,148,140,14.737,14.786,-0.05,2017-18,1610612764
Tomas Satoransky,60,228,15.267,14.629,0.64,2017-18,1610612764
Tim Frazier,6,282,15.615,14.741,0.87,2017-18,1610612764
Ian Mahinmi,52,236,14.906,14.728,0.18,2017-18,1610612764
Ty Lawson,96,192,14.963,14.663,0.30,2017-18,1610612764
Jason Smith,2,286,13.600,14.771,-1.17,2017-18,1610612764
