PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joe Harris,149,91,14.386,13.480,0.91,2018-19,1610612751
Jared Dudley,82,158,14.199,13.959,0.24,2018-19,1610612751
Caris LeVert,144,96,14.204,13.800,0.40,2018-19,1610612751
Shabazz Napier,28,212,11.092,14.463,-3.37,2018-19,1610612751
Rondae Hollis-Jefferson,62,178,12.218,14.727,-2.51,2018-19,1610612751
Dzanan Musa,15,225,10.028,14.340,-4.31,2018-19,1610612751
D'Angelo Russell,148,92,14.447,13.398,1.05,2018-19,1610612751
Rodions Kurucs,68,172,13.869,14.112,-0.24,2018-19,1610612751
Jarrett Allen,110,130,14.310,13.811,0.50,2018-19,1610612751
Spencer Dinwiddie,131,109,14.664,13.326,1.34,2018-19,1610612751
DeMarre Carroll,119,121,14.762,13.338,1.42,2018-19,1610612751
Ed Davis,41,199,15.590,13.745,1.85,2018-19,1610612751
Theo Pinson,22,218,10.038,14.496,-4.46,2018-19,1610612751
Treveon Graham,79,161,13.826,14.142,-0.32,2018-19,1610612751
