PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Terrence Ross,107,90,14.600,15.158,-0.56,2014-15,1610612761
Amir Johnson,112,85,14.907,14.772,0.14,2014-15,1610612761
Greivis Vasquez,101,96,14.424,15.293,-0.87,2014-15,1610612761
Patrick Patterson,106,91,14.177,15.638,-1.46,2014-15,1610612761
Jonas Valanciunas,106,91,15.646,13.933,1.71,2014-15,1610612761
DeMar DeRozan,159,38,14.961,14.373,0.59,2014-15,1610612761
Kyle Lowry,131,66,15.161,14.242,0.92,2014-15,1610612761
Lou Williams,102,95,14.373,15.362,-0.99,2014-15,1610612761
Tyler Hansbrough,48,149,16.090,14.475,1.62,2014-15,1610612761
James Johnson,12,185,14.444,14.877,-0.43,2014-15,1610612761
Greg Stiemsma,2,195,10.800,14.900,-4.10,2014-15,1610612761
