PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
TJ Leaf,4,332,15.857,15.614,0.24,2017-18,1610612754
Joe Young,3,333,14.800,15.623,-0.82,2017-18,1610612754
Trevor Booker,64,272,17.927,15.129,2.80,2017-18,1610612754
Lance Stephenson,149,187,16.345,15.053,1.29,2017-18,1610612754
Victor Oladipo,261,75,15.313,16.691,-1.38,2017-18,1610612754
Myles Turner,196,140,15.066,16.433,-1.37,2017-18,1610612754
Darren Collison,214,122,15.002,16.805,-1.80,2017-18,1610612754
Domantas Sabonis,166,170,16.199,15.082,1.12,2017-18,1610612754
Cory Joseph,143,193,16.809,14.803,2.01,2017-18,1610612754
Thaddeus Young,237,99,15.173,16.728,-1.55,2017-18,1610612754
Bojan Bogdanovic,238,98,15.365,16.251,-0.89,2017-18,1610612754
Glenn Robinson III,6,330,15.000,15.628,-0.63,2017-18,1610612754
