SEASON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HANDLE%
2017-18,Clint Capela,203991.0,1610612745,14.909,94.3,HOU,4058.0,9.4
2018-19,Clint Capela,203991.0,1610612745,15.104,103.2,HOU,4501.0,9.1
2019-20,Clint Capela,203991.0,1610612745,13.435,,HOU,2736.0,
2020-21,Clint Capela,203991.0,1610612737,14.815,70.0,ATL,3831.0,7.4
2021-22,Clint Capela,203991.0,1610612737,14.666,64.7,ATL,4165.0,6.4
2022-23,Clint Capela,203991.0,1610612737,14.139,52.2,ATL,3622.0,6.1
2019-20,Coby White,1629632.0,1610612741,14.397,203.0,CHI,3495.0,24.2
2020-21,Coby White,1629632.0,1610612741,14.713,376.0,CHI,4471.0,34.3
2021-22,Coby White,1629632.0,1610612741,15.007,173.3,CHI,3390.0,20.4
2022-23,Coby White,1629632.0,1610612741,14.19,157.6,CHI,3553.0,18.8
2019-20,Cody Martin,1628998.0,1610612766,15.316,55.2,CHA,1796.0,12.0
2020-21,Cody Martin,1628998.0,1610612766,14.641,47.7,CHA,1705.0,11.5
2021-22,Cody Martin,1628998.0,1610612766,14.471,99.6,CHA,3809.0,10.8
2022-23,Cody Martin,1628998.0,1610612766,14.33,6.4,CHA,279.0,9.6
2013-14,Cody Zeller,203469.0,1610612766,15.415,79.5,CHA,2774.0,11.2
2014-15,Cody Zeller,203469.0,1610612766,15.762,72.7,CHA,2856.0,9.7
2015-16,Cody Zeller,203469.0,1610612766,15.032,46.7,CHA,3526.0,5.3
2016-17,Cody Zeller,203469.0,1610612766,15.145,47.4,CHA,3406.0,5.5
2017-18,Cody Zeller,203469.0,1610612766,14.99,16.4,CHA,1265.0,5.2
2018-19,Cody Zeller,203469.0,1610612766,14.387,66.2,CHA,2564.0,10.8
2019-20,Cody Zeller,203469.0,1610612766,15.6,74.0,CHA,2672.0,10.7
2020-21,Cody Zeller,203469.0,1610612766,14.54,45.2,CHA,2061.0,9.0
2021-22,Cody Zeller,203469.0,1610612757,14.643,13.8,POR,728.0,7.8
2022-23,Cody Zeller,203469.0,1610612748,15.421,10.2,MIA,433.0,9.2
2013-14,Cole Aldrich,202332.0,1610612752,15.512,13.3,NYK,642.0,8.0
2014-15,Cole Aldrich,202332.0,1610612752,16.123,55.3,NYK,1859.0,11.1
2015-16,Cole Aldrich,202332.0,1610612746,15.697,39.6,LAC,1549.0,9.8
2016-17,Cole Aldrich,202332.0,1610612750,15.202,17.0,MIN,1041.0,6.4
2017-18,Cole Aldrich,202332.0,1610612750,13.889,2.0,MIN,108.0,8.0
2020-21,Cole Anthony,1630175.0,1610612753,15.275,287.5,ORL,2601.0,43.4
2021-22,Cole Anthony,1630175.0,1610612753,14.548,412.3,ORL,4224.0,40.3
2022-23,Cole Anthony,1630175.0,1610612753,14.647,249.0,ORL,3147.0,32.4
2022-23,Cole Swider,1631306.0,1610612747,14.337,1.6,LAL,90.0,7.4
2018-19,Collin Sexton,1629012.0,1610612739,15.86,477.1,CLE,5246.0,34.4
2019-20,Collin Sexton,1629012.0,1610612739,15.342,302.8,CLE,4405.0,26.9
2020-21,Collin Sexton,1629012.0,1610612739,15.422,351.5,CLE,4287.0,31.9
2021-22,Collin Sexton,1629012.0,1610612739,15.401,37.4,CLE,646.0,22.6
2022-23,Collin Sexton,1629012.0,1610612762,14.611,178.0,UTA,2390.0,30.6
2013-14,Corey Brewer,201147.0,1610612750,14.491,97.1,MIN,5397.0,7.4
2014-15,Corey Brewer,201147.0,1610612745,13.874,61.7,HOU,2925.0,9.1
2014-15,Corey Brewer,201147.0,1610612750,14.961,47.5,MIN,1377.0,13.8
2015-16,Corey Brewer,201147.0,1610612745,13.852,61.6,HOU,3445.0,7.7
2016-17,Corey Brewer,201147.0,1610612745,14.081,26.6,HOU,1853.0,6.1
2016-17,Corey Brewer,201147.0,1610612747,14.146,20.6,LAL,749.0,11.7
2017-18,Corey Brewer,201147.0,1610612747,13.882,26.1,LAL,1449.0,7.8
2017-18,Corey Brewer,201147.0,1610612760,13.677,12.3,OKC,1081.0,5.0
2018-19,Corey Brewer,201147.0,1610612755,14.581,5.7,PHI,296.0,7.9
2018-19,Corey Brewer,201147.0,1610612758,14.425,12.6,SAC,737.0,7.1
2019-20,Corey Brewer,201147.0,1610612758,12.959,1.1,SAC,73.0,7.0
2021-22,Corey Kispert,1630557.0,1610612764,15.073,50.5,WAS,3624.0,5.5
2022-23,Corey Kispert,1630557.0,1610612764,14.979,60.6,WAS,4280.0,5.7
2014-15,Cory Jefferson,203928.0,1610612751,14.812,22.8,BKN,1047.0,8.8
2015-16,Cory Jefferson,203928.0,1610612756,14.782,2.1,PHX,101.0,8.4
2013-14,Cory Joseph,202709.0,1610612759,15.396,121.7,SAS,1844.0,25.7
2014-15,Cory Joseph,202709.0,1610612759,15.657,218.0,SAS,2809.0,29.7
2015-16,Cory Joseph,202709.0,1610612761,16.168,410.2,TOR,3958.0,38.5
2016-17,Cory Joseph,202709.0,1610612761,15.445,350.5,TOR,3938.0,34.6
2017-18,Cory Joseph,202709.0,1610612754,15.27,308.7,IND,4368.0,27.8
2018-19,Cory Joseph,202709.0,1610612754,14.777,320.9,IND,4166.0,31.3
2019-20,Cory Joseph,202709.0,1610612758,14.866,262.3,SAC,3557.0,29.8
2020-21,Cory Joseph,202709.0,1610612758,14.548,90.8,SAC,1935.0,19.4
2020-21,Cory Joseph,202709.0,1610612765,14.526,99.3,DET,1030.0,39.8
2021-22,Cory Joseph,202709.0,1610612765,15.091,244.3,DET,3214.0,30.2
2022-23,Cory Joseph,202709.0,1610612765,15.066,204.8,DET,2481.0,32.9
2013-14,Courtney Lee,201584.0,1610612738,15.828,32.7,BOS,957.0,13.0
2013-14,Courtney Lee,201584.0,1610612763,17.05,86.8,MEM,2713.0,11.3
2014-15,Courtney Lee,201584.0,1610612763,16.218,121.5,MEM,4503.0,10.0
2015-16,Courtney Lee,201584.0,1610612763,16.213,78.9,MEM,2878.0,10.1
2015-16,Courtney Lee,201584.0,1610612766,15.413,41.4,CHA,1664.0,9.7
2016-17,Courtney Lee,201584.0,1610612752,15.391,134.8,NYK,4885.0,10.8
2017-18,Courtney Lee,201584.0,1610612752,15.391,133.9,NYK,4624.0,11.3
2018-19,Courtney Lee,201584.0,1610612742,14.614,12.1,DAL,557.0,8.9
2018-19,Courtney Lee,201584.0,1610612752,13.997,9.2,NYK,331.0,11.9
2019-20,Courtney Lee,201584.0,1610612742,15.317,13.8,DAL,706.0,7.7
2015-16,Cristiano Felicio,1626245.0,1610612741,14.859,17.0,CHI,639.0,10.7
2016-17,Cristiano Felicio,1626245.0,1610612741,14.996,35.9,CHI,2040.0,7.0
2017-18,Cristiano Felicio,1626245.0,1610612741,14.49,36.1,CHI,1964.0,7.6
2018-19,Cristiano Felicio,1626245.0,1610612741,14.778,35.7,CHI,1530.0,9.5
2019-20,Cristiano Felicio,1626245.0,1610612741,14.939,14.5,CHI,784.0,7.4
2020-21,Cristiano Felicio,1626245.0,1610612741,14.246,6.5,CHI,179.0,15.3
2015-16,D'Angelo Russell,1626156.0,1610612747,15.614,411.6,LAL,4496.0,35.2
2016-17,D'Angelo Russell,1626156.0,1610612747,14.561,322.7,LAL,3719.0,35.8
2017-18,D'Angelo Russell,1626156.0,1610612751,14.658,249.5,BKN,2586.0,39.5
2018-19,D'Angelo Russell,1626156.0,1610612751,14.414,518.5,BKN,5120.0,42.2
2019-20,D'Angelo Russell,1626156.0,1610612744,13.711,185.7,GSW,2240.0,36.3
2019-20,D'Angelo Russell,1626156.0,1610612750,13.152,82.2,MIN,871.0,43.1
2020-21,D'Angelo Russell,1626156.0,1610612750,14.108,212.0,MIN,2529.0,35.7
2021-22,D'Angelo Russell,1626156.0,1610612750,14.121,353.2,MIN,4347.0,34.5
2022-23,D'Angelo Russell,1626156.0,1610612747,14.118,79.0,LAL,1083.0,31.0
2022-23,D'Angelo Russell,1626156.0,1610612750,14.18,304.1,MIN,3698.0,34.8
2013-14,D.J. Augustin,201571.0,1610612741,16.771,445.7,CHI,3452.0,46.2
2013-14,D.J. Augustin,201571.0,1610612761,16.641,12.9,TOR,153.0,30.4
2014-15,D.J. Augustin,201571.0,1610612760,14.93,101.8,OKC,1366.0,29.9
2014-15,D.J. Augustin,201571.0,1610612765,15.996,331.8,DET,2464.0,50.5
2015-16,D.J. Augustin,201571.0,1610612743,15.07,144.9,DEN,1323.0,43.6
2015-16,D.J. Augustin,201571.0,1610612760,15.689,95.1,OKC,1021.0,35.6
2016-17,D.J. Augustin,201571.0,1610612753,15.776,290.5,ORL,3010.0,36.7
2017-18,D.J. Augustin,201571.0,1610612753,15.281,327.0,ORL,3581.0,35.9
2018-19,D.J. Augustin,201571.0,1610612753,15.284,489.9,ORL,4609.0,41.7
2019-20,D.J. Augustin,201571.0,1610612753,15.28,327.8,ORL,2895.0,44.5
2020-21,D.J. Augustin,201571.0,1610612745,14.95,79.9,HOU,857.0,37.4
2020-21,D.J. Augustin,201571.0,1610612749,14.221,102.2,MIL,1492.0,28.9
2021-22,D.J. Augustin,201571.0,1610612745,15.417,100.3,HOU,1042.0,37.5
2021-22,D.J. Augustin,201571.0,1610612747,14.958,36.8,LAL,762.0,19.4
2017-18,D.J. Wilson,1628391.0,1610612749,15.299,2.8,MIL,144.0,7.6
2018-19,D.J. Wilson,1628391.0,1610612749,14.203,35.9,MIL,1873.0,8.1
2019-20,D.J. Wilson,1628391.0,1610612749,13.827,19.9,MIL,793.0,10.9
2020-21,D.J. Wilson,1628391.0,1610612745,14.614,16.2,HOU,677.0,9.8
2020-21,D.J. Wilson,1628391.0,1610612749,14.392,5.0,MIL,217.0,9.6
2021-22,D.J. Wilson,1628391.0,1610612761,11.808,3.0,TOR,125.0,12.2
2013-14,DJ White,201591.0,1610612766,14.818,0.5,CHA,22.0,9.2
2019-20,DaQuan Jeffries,1629610.0,1610612758,13.222,4.8,SAC,316.0,6.9
2020-21,DaQuan Jeffries,1629610.0,1610612745,13.413,8.0,HOU,566.0,6.3
2020-21,DaQuan Jeffries,1629610.0,1610612758,13.586,6.7,SAC,481.0,6.2
2021-22,DaQuan Jeffries,1629610.0,1610612763,17.895,0.3,MEM,19.0,5.3
2014-15,Dahntay Jones,2563.0,1610612746,15.635,4.7,LAC,244.0,7.4
2015-16,Dahntay Jones,2563.0,1610612739,16.861,3.4,CLE,79.0,15.3
2016-17,Dahntay Jones,2563.0,1610612739,19.15,2.1,CLE,20.0,32.9
2018-19,Dairis Bertans,1629541.0,1610612740,14.017,5.6,NOP,361.0,6.6
2021-22,Daishen Nix,1630227.0,1610612745,13.989,37.3,HOU,546.0,29.3
2022-23,Daishen Nix,1630227.0,1610612745,14.984,153.4,HOU,1871.0,32.8
2017-18,Dakari Johnson,1626177.0,1610612760,14.774,5.6,OKC,319.0,7.1
2021-22,Dalano Banton,1630625.0,1610612761,14.748,99.2,TOR,1409.0,28.6
2022-23,Dalano Banton,1630625.0,1610612761,14.668,40.0,TOR,570.0,28.7
2022-23,Dalen Terry,1631207.0,1610612741,14.133,14.1,CHI,445.0,13.5
2016-17,Damian Jones,1627745.0,1610612744,15.228,2.9,GSW,171.0,6.7
2017-18,Damian Jones,1627745.0,1610612744,15.299,2.7,GSW,177.0,6.0
2018-19,Damian Jones,1627745.0,1610612744,13.791,11.3,GSW,838.0,5.9
2019-20,Damian Jones,1627745.0,1610612737,14.12,25.9,ATL,1879.0,5.9
2020-21,Damian Jones,1627745.0,1610612747,15.208,2.8,LAL,231.0,4.8
2020-21,Damian Jones,1627745.0,1610612756,15.191,3.8,PHX,194.0,7.7
2020-21,Damian Jones,1627745.0,1610612758,14.387,10.8,SAC,716.0,6.3
2021-22,Damian Jones,1627745.0,1610612758,14.425,39.0,SAC,2075.0,7.8
2022-23,Damian Jones,1627745.0,1610612747,13.794,4.5,LAL,373.0,5.2
2022-23,Damian Jones,1627745.0,1610612762,13.476,5.9,UTA,650.0,4.0
2013-14,Damian Lillard,203081.0,1610612757,15.253,612.2,POR,5841.0,41.2
2014-15,Damian Lillard,203081.0,1610612757,15.573,666.2,POR,5739.0,44.7
2015-16,Damian Lillard,203081.0,1610612757,15.019,654.8,POR,5416.0,48.3
2016-17,Damian Lillard,203081.0,1610612757,15.076,606.9,POR,5439.0,44.4
2017-18,Damian Lillard,203081.0,1610612757,15.203,575.1,POR,5417.0,41.9
2018-19,Damian Lillard,203081.0,1610612757,14.758,617.2,POR,5906.0,42.5
2019-20,Damian Lillard,203081.0,1610612757,14.646,569.0,POR,5204.0,44.8
2020-21,Damian Lillard,203081.0,1610612757,14.907,559.2,POR,4959.0,45.4
2021-22,Damian Lillard,203081.0,1610612757,14.596,209.8,POR,2161.0,39.9
2022-23,Damian Lillard,203081.0,1610612757,14.746,439.5,POR,4313.0,41.5
2015-16,Damien Inglis,203996.0,1610612749,14.775,7.9,MIL,302.0,10.6
2013-14,Damion James,202345.0,1610612759,15.15,2.0,SAS,100.0,7.9
2017-18,Damion Lee,1627814.0,1610612737,14.707,28.4,ATL,841.0,13.8
2018-19,Damion Lee,1627814.0,1610612744,13.896,18.3,GSW,787.0,10.0
2019-20,Damion Lee,1627814.0,1610612744,14.009,91.6,GSW,2987.0,13.1
2020-21,Damion Lee,1627814.0,1610612744,13.915,50.6,GSW,2265.0,9.6
2021-22,Damion Lee,1627814.0,1610612744,14.6,61.3,GSW,2565.0,9.8
2022-23,Damion Lee,1627814.0,1610612756,14.745,82.3,PHX,3101.0,10.8
2014-15,Damjan Rudez,204014.0,1610612754,15.776,36.7,IND,2047.0,6.8
2015-16,Damjan Rudez,204014.0,1610612750,14.523,10.4,MIN,553.0,7.8
2016-17,Damjan Rudez,204014.0,1610612753,15.255,13.2,ORL,623.0,8.3
2017-18,Damyean Dotson,1628422.0,1610612752,14.835,20.6,NYK,958.0,8.7
2018-19,Damyean Dotson,1628422.0,1610612752,14.754,107.7,NYK,4123.0,10.6
2019-20,Damyean Dotson,1628422.0,1610612752,14.423,40.7,NYK,1720.0,9.8
2020-21,Damyean Dotson,1628422.0,1610612739,15.418,95.8,CLE,1837.0,20.3
2021-22,Damyean Dotson,1628422.0,1610612752,18.472,0.8,NYK,36.0,7.2
2019-20,Daniel Gafford,1629655.0,1610612741,14.481,16.6,CHI,1256.0,5.5
2020-21,Daniel Gafford,1629655.0,1610612741,14.265,14.0,CHI,781.0,7.5
2020-21,Daniel Gafford,1629655.0,1610612764,13.426,15.2,WAS,880.0,7.7
2021-22,Daniel Gafford,1629655.0,1610612764,15.135,59.2,WAS,2910.0,8.1
2022-23,Daniel Gafford,1629655.0,1610612764,15.273,57.2,WAS,3245.0,6.9
2017-18,Daniel Hamilton,1627772.0,1610612760,15.782,5.8,OKC,55.0,40.1
2018-19,Daniel Hamilton,1627772.0,1610612737,13.611,13.3,ATL,429.0,13.7
2016-17,Daniel Ochefu,1627849.0,1610612764,15.58,2.7,WAS,150.0,6.9
2020-21,Daniel Oturu,1630187.0,1610612746,15.599,6.7,LAC,327.0,7.9
2021-22,Daniel Oturu,1630187.0,1610612761,12.931,1.0,TOR,58.0,8.0
2017-18,Daniel Theis,1628464.0,1610612738,15.432,37.6,BOS,1837.0,8.0
2018-19,Daniel Theis,1628464.0,1610612738,13.925,34.4,BOS,1885.0,7.9
2019-20,Daniel Theis,1628464.0,1610612738,14.607,59.5,BOS,3181.0,7.7
2020-21,Daniel Theis,1628464.0,1610612738,14.809,40.3,BOS,2095.0,7.8
2020-21,Daniel Theis,1628464.0,1610612741,15.234,22.0,CHI,1159.0,7.5
2021-22,Daniel Theis,1628464.0,1610612738,14.974,12.2,BOS,784.0,6.2
2021-22,Daniel Theis,1628464.0,1610612745,14.688,20.5,HOU,1199.0,7.0
2022-23,Daniel Theis,1628464.0,1610612754,14.817,4.2,IND,224.0,7.6
2014-15,Danilo Gallinari,201568.0,1610612743,14.669,87.7,DEN,2846.0,12.6
2015-16,Danilo Gallinari,201568.0,1610612743,15.204,142.9,DEN,3679.0,15.3
2016-17,Danilo Gallinari,201568.0,1610612743,14.597,136.9,DEN,4357.0,12.9
2017-18,Danilo Gallinari,201568.0,1610612746,15.235,45.9,LAC,1337.0,13.5
2018-19,Danilo Gallinari,201568.0,1610612746,14.532,180.8,LAC,4288.0,17.4
2019-20,Danilo Gallinari,201568.0,1610612760,14.84,127.7,OKC,3745.0,13.8
2020-21,Danilo Gallinari,201568.0,1610612737,15.238,80.0,ATL,2458.0,12.8
2021-22,Danilo Gallinari,201568.0,1610612737,15.154,105.6,ATL,3389.0,12.3
2013-14,Danny Granger,101122.0,1610612746,15.031,9.7,LAC,385.0,10.1
2013-14,Danny Granger,101122.0,1610612754,15.577,31.5,IND,1292.0,9.4
2014-15,Danny Granger,101122.0,1610612748,16.806,,MIA,1128.0,
2013-14,Danny Green,201980.0,1610612759,15.053,84.3,SAS,3275.0,10.3
2014-15,Danny Green,201980.0,1610612759,15.646,124.4,SAS,4500.0,10.6
2015-16,Danny Green,201980.0,1610612759,16.033,106.6,SAS,3984.0,10.0
2016-17,Danny Green,201980.0,1610612759,16.232,89.3,SAS,3441.0,9.6
2017-18,Danny Green,201980.0,1610612759,16.185,93.2,SAS,3477.0,9.9
2018-19,Danny Green,201980.0,1610612761,14.11,82.8,TOR,4582.0,7.7
2019-20,Danny Green,201980.0,1610612747,14.092,69.1,LAL,3553.0,8.3
2020-21,Danny Green,201980.0,1610612755,14.407,69.1,PHI,4019.0,7.2
2021-22,Danny Green,201980.0,1610612755,15.16,42.4,PHI,2713.0,6.2
2022-23,Danny Green,201980.0,1610612739,14.408,3.8,CLE,196.0,8.1
2022-23,Danny Green,201980.0,1610612763,13.494,1.8,MEM,87.0,9.2
2013-14,Dante Cunningham,201967.0,1610612750,15.25,71.0,MIN,3238.0,8.6
2014-15,Dante Cunningham,201967.0,1610612740,16.653,48.5,NOP,3073.0,5.7
2015-16,Dante Cunningham,201967.0,1610612740,14.571,55.8,NOP,3950.0,5.8
2016-17,Dante Cunningham,201967.0,1610612740,14.374,40.3,NOP,3320.0,5.1
2017-18,Dante Cunningham,201967.0,1610612740,14.171,26.4,NOP,2301.0,4.9
2017-18,Dante Cunningham,201967.0,1610612751,15.454,16.1,BKN,919.0,6.8
2018-19,Dante Cunningham,201967.0,1610612759,15.236,35.1,SAS,1902.0,7.3
2014-15,Dante Exum,203957.0,1610612762,16.872,222.2,UTA,3342.0,23.6
2016-17,Dante Exum,203957.0,1610612762,16.091,140.6,UTA,2348.0,22.3
2017-18,Dante Exum,203957.0,1610612762,14.211,36.7,UTA,474.0,32.7
2018-19,Dante Exum,203957.0,1610612762,14.183,101.2,UTA,1377.0,31.1
2019-20,Dante Exum,203957.0,1610612739,15.227,32.1,CLE,821.0,15.4
2019-20,Dante Exum,203957.0,1610612762,14.339,8.4,UTA,168.0,20.9
2020-21,Dante Exum,203957.0,1610612739,15.444,,CLE,241.0,
2016-17,Danuel House Jr.,1627863.0,1610612764,19.0,0.0,WAS,1.0,0.0
2017-18,Danuel House Jr.,1627863.0,1610612756,14.91,17.1,PHX,820.0,8.4
2018-19,Danuel House Jr.,1627863.0,1610612745,14.573,29.5,HOU,1997.0,6.1
2019-20,Danuel House Jr.,1627863.0,1610612745,13.495,54.7,HOU,4094.0,5.9
2020-21,Danuel House Jr.,1627863.0,1610612745,14.725,52.9,HOU,1944.0,11.1
2021-22,Danuel House Jr.,1627863.0,1610612745,14.283,14.1,HOU,499.0,11.9
2021-22,Danuel House Jr.,1627863.0,1610612752,13.857,0.1,NYK,7.0,6.2
2021-22,Danuel House Jr.,1627863.0,1610612762,15.435,18.2,UTA,978.0,7.2
2022-23,Danuel House Jr.,1627863.0,1610612755,14.876,33.7,PHI,1631.0,8.3
2016-17,Dario Saric,203967.0,1610612755,14.835,154.1,PHI,4377.0,14.2
2017-18,Dario Saric,203967.0,1610612755,14.088,124.8,PHI,4749.0,11.2
2018-19,Dario Saric,203967.0,1610612750,14.451,76.5,MIN,3381.0,9.4
2018-19,Dario Saric,203967.0,1610612755,13.621,19.3,PHI,840.0,10.1
2019-20,Dario Saric,203967.0,1610612756,14.415,74.7,PHX,3411.0,9.1
2020-21,Dario Saric,203967.0,1610612756,14.535,45.8,PHX,1782.0,10.6
2022-23,Dario Saric,203967.0,1610612756,15.192,24.5,PHX,1082.0,8.9
2022-23,Dario Saric,203967.0,1610612760,13.804,14.3,OKC,578.0,10.8
2019-20,Darius Bazley,1629647.0,1610612760,14.323,46.9,OKC,2315.0,8.5
2020-21,Darius Bazley,1629647.0,1610612760,14.63,131.8,OKC,3598.0,15.0
2021-22,Darius Bazley,1629647.0,1610612760,14.576,118.2,OKC,3961.0,12.3
2022-23,Darius Bazley,1629647.0,1610612756,14.757,5.3,PHX,127.0,17.0
2022-23,Darius Bazley,1629647.0,1610612760,13.807,28.6,OKC,1136.0,10.9
2022-23,Darius Days,1630620.0,1610612745,14.566,0.9,HOU,53.0,7.0
2019-20,Darius Garland,1629636.0,1610612739,15.391,285.8,CLE,3734.0,29.8
2020-21,Darius Garland,1629636.0,1610612739,15.353,334.0,CLE,3614.0,36.1
2021-22,Darius Garland,1629636.0,1610612739,15.324,523.4,CLE,4856.0,42.2
2022-23,Darius Garland,1629636.0,1610612739,15.195,504.4,CLE,4866.0,40.9
2013-14,Darius Miller,203121.0,1610612740,16.141,29.4,NOP,1380.0,7.9
2014-15,Darius Miller,203121.0,1610612740,14.919,1.1,NOP,86.0,5.1
2017-18,Darius Miller,203121.0,1610612740,14.024,55.3,NOP,4022.0,5.9
2018-19,Darius Miller,203121.0,1610612740,13.644,65.5,NOP,3754.0,7.7
2020-21,Darius Miller,203121.0,1610612760,13.692,8.3,OKC,413.0,8.8
2013-14,Darius Morris,202721.0,1610612746,15.077,9.2,LAC,104.0,35.2
2013-14,Darius Morris,202721.0,1610612755,14.969,29.9,PHI,383.0,31.3
2013-14,Darius Morris,202721.0,1610612763,19.08,13.7,MEM,113.0,38.1
2014-15,Darius Morris,202721.0,1610612751,15.483,65.0,BKN,569.0,44.3
2013-14,Darrell Arthur,201589.0,1610612743,14.102,36.9,DEN,2346.0,6.7
2014-15,Darrell Arthur,201589.0,1610612743,14.056,32.6,DEN,1991.0,7.0
2015-16,Darrell Arthur,201589.0,1610612743,15.027,55.6,DEN,3016.0,7.4
2016-17,Darrell Arthur,201589.0,1610612743,14.594,25.2,DEN,1287.0,8.1
2017-18,Darrell Arthur,201589.0,1610612743,14.537,5.4,DEN,294.0,7.6
2013-14,Darren Collison,201954.0,1610612746,14.674,321.0,LAC,4061.0,32.3
2014-15,Darren Collison,201954.0,1610612758,14.946,329.9,SAC,3135.0,42.2
2015-16,Darren Collison,201954.0,1610612758,14.188,328.7,SAC,4591.0,30.3
2016-17,Darren Collison,201954.0,1610612758,16.017,401.6,SAC,4034.0,37.3
2017-18,Darren Collison,201954.0,1610612754,14.894,334.3,IND,4032.0,33.4
2018-19,Darren Collison,201954.0,1610612754,14.879,413.6,IND,4356.0,38.3
2021-22,Darren Collison,201954.0,1610612747,13.733,2.8,LAL,86.0,14.2
2015-16,Darrun Hilliard,1626199.0,1610612765,15.139,20.3,DET,753.0,10.7
2016-17,Darrun Hilliard,1626199.0,1610612765,15.584,28.5,DET,746.0,14.7
2017-18,Darrun Hilliard,1626199.0,1610612759,14.741,6.3,SAS,193.0,13.3
2018-19,Daryl Macon,1629133.0,1610612742,15.022,11.7,DAL,185.0,25.3
2019-20,Daryl Macon,1629133.0,1610612748,15.25,1.4,MIA,28.0,19.7
2021-22,David Duke Jr.,1630561.0,1610612751,13.986,18.4,BKN,697.0,11.3
2022-23,David Duke Jr.,1630561.0,1610612751,14.831,19.2,BKN,475.0,16.4
2021-22,David Johnson,1630525.0,1610612761,13.333,0.2,TOR,6.0,15.0
2013-14,David Lee,101135.0,1610612744,14.249,111.7,GSW,4600.0,10.2
2014-15,David Lee,101135.0,1610612744,14.383,54.0,GSW,1821.0,12.4
2015-16,David Lee,101135.0,1610612738,14.212,31.2,BOS,957.0,13.8
2015-16,David Lee,101135.0,1610612742,15.269,18.0,DAL,863.0,8.2
2016-17,David Lee,101135.0,1610612759,15.096,71.6,SAS,2938.0,9.7
2016-17,David Nwaba,1628021.0,1610612747,14.273,15.1,LAL,809.0,7.8
2017-18,David Nwaba,1628021.0,1610612741,14.296,70.6,CHI,3321.0,8.9
2018-19,David Nwaba,1628021.0,1610612739,15.727,41.4,CLE,1954.0,8.1
2019-20,David Nwaba,1628021.0,1610612751,13.722,,BKN,565.0,
2020-21,David Nwaba,1628021.0,1610612745,14.004,22.9,HOU,1426.0,6.9
2021-22,David Nwaba,1628021.0,1610612745,14.2,29.2,HOU,1273.0,9.7
2022-23,David Roddy,1631223.0,1610612763,14.366,48.7,MEM,2613.0,7.8
2014-15,David Stockton,204065.0,1610612758,11.986,6.5,SAC,72.0,45.2
2017-18,David Stockton,204065.0,1610612762,15.762,2.5,UTA,21.0,45.3
2013-14,David West,2561.0,1610612754,15.961,147.0,IND,4747.0,11.6
2014-15,David West,2561.0,1610612754,15.951,113.6,IND,3690.0,11.6
2015-16,David West,2561.0,1610612759,15.633,61.2,SAS,2749.0,8.5
2016-17,David West,2561.0,1610612744,14.695,47.0,GSW,1667.0,11.5
2017-18,David West,2561.0,1610612744,14.756,55.3,GSW,1961.0,11.5
2021-22,Davion Mitchell,1630558.0,1610612758,14.377,284.3,SAC,4257.0,27.9
2022-23,Davion Mitchell,1630558.0,1610612758,14.3,211.9,SAC,2946.0,30.2
2016-17,Davis Bertans,202722.0,1610612759,14.88,30.3,SAS,1633.0,7.5
2017-18,Davis Bertans,202722.0,1610612759,14.919,43.6,SAS,2174.0,8.1
2018-19,Davis Bertans,202722.0,1610612759,14.633,64.8,SAS,3360.0,7.9
2019-20,Davis Bertans,202722.0,1610612764,13.384,57.3,WAS,3426.0,7.5
2020-21,Davis Bertans,202722.0,1610612764,13.299,34.5,WAS,3183.0,4.9
2021-22,Davis Bertans,202722.0,1610612742,15.018,8.5,DAL,608.0,5.6
2021-22,Davis Bertans,202722.0,1610612764,15.006,11.7,WAS,1014.0,4.6
2022-23,Davis Bertans,202722.0,1610612742,14.819,12.2,DAL,1007.0,4.9
2017-18,Davon Reed,1628432.0,1610612756,14.059,12.7,PHX,506.0,10.7
2018-19,Davon Reed,1628432.0,1610612754,13.571,2.0,IND,105.0,8.4
2021-22,Davon Reed,1628432.0,1610612743,14.958,40.6,DEN,1344.0,12.1
2022-23,Davon Reed,1628432.0,1610612743,15.207,25.4,DEN,651.0,15.4
2022-23,Davon Reed,1628432.0,1610612747,14.373,3.8,LAL,59.0,26.9
2021-22,Day'Ron Sharpe,1630549.0,1610612751,14.474,15.1,BKN,798.0,7.8
2022-23,Day'Ron Sharpe,1630549.0,1610612751,14.71,25.8,BKN,1155.0,9.1
2017-18,De'Aaron Fox,1628368.0,1610612758,15.142,383.9,SAC,4065.0,37.4
2018-19,De'Aaron Fox,1628368.0,1610612758,13.076,476.0,SAC,5520.0,39.6
2019-20,De'Aaron Fox,1628368.0,1610612758,13.962,353.2,SAC,3429.0,44.3
2020-21,De'Aaron Fox,1628368.0,1610612758,14.037,431.7,SAC,4251.0,43.4
2021-22,De'Aaron Fox,1628368.0,1610612758,13.808,365.7,SAC,4362.0,36.4
2022-23,De'Aaron Fox,1628368.0,1610612758,13.423,478.9,SAC,5126.0,41.8
2019-20,De'Andre Hunter,1629631.0,1610612737,13.986,90.9,ATL,4280.0,9.1
2020-21,De'Andre Hunter,1629631.0,1610612737,14.488,33.7,ATL,1407.0,9.9
2021-22,De'Andre Hunter,1629631.0,1610612737,14.634,63.4,ATL,3232.0,8.0
