PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
203932,Aaron Gordon,DEN,16.2,366,209,1.84,2020-21
1630174,Aaron Nesmith,BOS,2.4,96,42,0.67,2020-21
1627846,Abdel Nader,PHX,0.7,22,14,1.09,2020-21
202692,Alec Burks,NYK,14.0,205,118,3.31,2020-21
1627936,Alex Caruso,LAL,10.7,223,109,2.04,2020-21
203458,Alex Len,WAS,1.4,60,37,0.55,2020-21
1628035,Alfonzo McKinnie,LAL,0.1,6,3,0.17,2020-21
1628993,Alize Johnson,BKN,2.1,36,10,2.2,2020-21
1629599,Amir Coffey,LAC,0.5,10,7,2.0,2020-21
203083,Andre Drummond,LAL,4.1,159,76,0.45,2020-21
2738,Andre Iguodala,MIA,4.0,114,40,1.18,2020-21
1629014,Anfernee Simons,POR,7.8,142,55,2.58,2020-21
203076,Anthony Davis,LAL,10.1,262,169,1.03,2020-21
1630264,Anthony Gill,WAS,0.8,38,16,0.34,2020-21
201229,Anthony Tolliver,PHI,0.0,0,0,0.0,2020-21
203085,Austin Rivers,DEN,13.8,259,201,2.44,2020-21
1626253,Axel Toupane,MIL,1.1,13,6,4.23,2020-21
1628389,Bam Adebayo,MIA,11.1,244,150,1.59,2020-21
203463,Ben McLemore,LAL,1.3,46,24,0.8,2020-21
1627732,Ben Simmons,PHI,64.4,993,296,2.93,2020-21
201933,Blake Griffin,BKN,16.7,500,281,0.88,2020-21
1626246,Boban Marjanovic,DAL,3.4,140,82,0.31,2020-21
1626171,Bobby Portis,MIL,12.9,515,262,0.56,2020-21
203992,Bogdan Bogdanovic,ATL,44.6,885,497,2.13,2020-21
202711,Bojan Bogdanovic,UTA,17.1,431,288,1.64,2020-21
1629626,Bol Bol,DEN,0.3,9,5,1.0,2020-21
203078,Bradley Beal,WAS,20.9,367,239,2.82,2020-21
1629634,Brandon Clarke,MEM,0.2,9,5,0.45,2020-21
201572,Brook Lopez,MIL,12.0,576,354,0.3,2020-21
1628971,Bruce Brown,BKN,14.0,400,227,1.27,2020-21
1628981,Bruno Fernando,ATL,0.7,22,15,0.87,2020-21
1627854,Bryn Forbes,MIL,6.9,242,173,0.9,2020-21
1629604,CJ Elleby,POR,1.0,11,2,4.64,2020-21
203468,CJ McCollum,POR,30.1,391,177,3.95,2020-21
1629629,Cam Reddish,ATL,5.9,110,63,2.22,2020-21
1629661,Cameron Johnson,PHX,11.6,472,288,0.79,2020-21
1626166,Cameron Payne,PHX,77.1,893,326,4.28,2020-21
2546,Carmelo Anthony,POR,6.8,172,126,0.99,2020-21
1629035,Carsen Edwards,BOS,0.3,7,4,1.0,2020-21
1630216,Cassius Winston,WAS,1.7,23,13,3.57,2020-21
1628990,Chandler Hutchison,WAS,0.9,25,18,1.44,2020-21
1629185,Chris Chiozza,BKN,3.9,41,16,4.56,2020-21
101108,Chris Paul,PHX,167.3,1560,480,5.64,2020-21
203991,Clint Capela,ATL,15.9,677,337,0.33,2020-21
203081,Damian Lillard,POR,55.9,538,173,5.64,2020-21
1629655,Daniel Gafford,WAS,3.0,143,69,0.36,2020-21
1630187,Daniel Oturu,LAC,0.9,23,12,0.65,2020-21
201568,Danilo Gallinari,ATL,28.1,629,350,1.18,2020-21
201980,Danny Green,PHI,5.9,242,141,0.57,2020-21
203967,Dario Saric,PHX,6.9,252,160,0.62,2020-21
202722,Davis Bertans,WAS,1.7,93,55,0.36,2020-21
1629631,De'Andre Hunter,ATL,5.7,138,93,1.93,2020-21
1629001,De'Anthony Melton,MEM,4.5,108,49,1.8,2020-21
202326,DeMarcus Cousins,LAC,3.4,109,78,0.55,2020-21
1629028,Deandre Ayton,PHX,26.3,974,561,0.38,2020-21
203471,Dennis Schroder,LAL,30.1,405,173,3.64,2020-21
202324,Derrick Favors,UTA,2.0,99,59,0.21,2020-21
1627884,Derrick Jones Jr.,POR,0.2,10,8,0.6,2020-21
201565,Derrick Rose,NYK,37.3,389,133,5.31,2020-21
1630217,Desmond Bane,MEM,3.9,108,43,1.3,2020-21
1626164,Devin Booker,PHX,112.7,1370,817,4.1,2020-21
203473,Dewayne Dedmon,MIA,2.7,95,49,0.45,2020-21
1628415,Dillon Brooks,MEM,11.7,224,147,2.64,2020-21
1628378,Donovan Mitchell,UTA,78.3,726,262,6.08,2020-21
1628978,Donte DiVincenzo,MIL,4.5,104,44,1.85,2020-21
1627827,Dorian Finney-Smith,DAL,9.2,332,192,0.62,2020-21
1629130,Duncan Robinson,MIA,3.3,109,76,0.9,2020-21
2730,Dwight Howard,PHI,6.3,244,129,0.44,2020-21
203939,Dwight Powell,DAL,1.9,69,41,0.39,2020-21
202734,E'Twaun Moore,PHX,9.6,105,34,5.05,2020-21
203901,Elfrid Payton,NYK,2.2,29,8,4.07,2020-21
1629091,Elijah Bryant,MIL,7.3,79,28,4.87,2020-21
202683,Enes Freedom,POR,1.3,57,30,0.37,2020-21
101141,Ersan Ilyasova,UTA,0.1,4,3,0.75,2020-21
203095,Evan Fournier,BOS,9.1,217,134,1.6,2020-21
1630267,Facundo Campazzo,DEN,38.0,565,244,3.91,2020-21
1626163,Frank Kaminsky,PHX,3.5,135,87,0.51,2020-21
1628373,Frank Ntilikina,NYK,0.0,2,1,0.0,2020-21
1627788,Furkan Korkmaz,PHI,7.2,225,168,1.16,2020-21
1629216,Gabe Vincent,MIA,1.6,24,12,3.25,2020-21
1629726,Garrison Mathews,WAS,0.5,18,14,0.67,2020-21
201588,George Hill,PHI,18.4,347,176,2.61,2020-21
1627777,Georges Niang,UTA,6.0,250,108,0.54,2020-21
203507,Giannis Antetokounmpo,MIL,99.1,1616,805,2.57,2020-21
201609,Goran Dragic,MIA,14.1,223,95,3.24,2020-21
1629684,Grant Williams,BOS,2.2,69,39,0.8,2020-21
1628960,Grayson Allen,MEM,4.0,113,61,1.33,2020-21
1628385,Harry Giles III,POR,0.4,8,6,1.38,2020-21
1630193,Immanuel Quickley,NYK,8.5,121,63,3.85,2020-21
1629067,Isaac Bonga,WAS,0.8,16,9,0.94,2020-21
1630198,Isaiah Joe,PHI,0.2,8,6,1.0,2020-21
202397,Ish Smith,WAS,13.3,197,71,3.89,2020-21
1627826,Ivica Zubac,LAC,10.0,447,221,0.39,2020-21
1629630,Ja Morant,MEM,46.4,432,128,5.81,2020-21
203210,JaMychal Green,DEN,4.5,211,112,0.33,2020-21
201580,JaVale McGee,DEN,1.5,56,27,0.73,2020-21
203953,Jabari Parker,BOS,2.6,89,47,0.85,2020-21
203109,Jae Crowder,PHX,26.0,1200,540,0.36,2020-21
1628973,Jalen Brunson,DAL,18.9,237,102,4.44,2020-21
1630188,Jalen Smith,PHX,0.5,17,10,0.65,2020-21
201935,James Harden,BKN,72.6,780,281,4.58,2020-21
201162,Jared Dudley,LAL,0.1,3,2,0.0,2020-21
1628991,Jaren Jackson Jr.,MEM,4.8,175,98,0.69,2020-21
1629714,Jarrell Brantley,UTA,0.4,6,3,3.5,2020-21
