PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
1733,Al Harrington,WAS,2.1,77,36,0.73,2013-14
2744,Al Jefferson,CHA,3.5,124,98,0.44,2013-14
101187,Alan Anderson,BKN,10.4,294,185,1.31,2013-14
101161,Amir Johnson,TOR,7.3,263,166,0.67,2013-14
101154,Andray Blatche,BKN,8.4,266,180,0.74,2013-14
2738,Andre Iguodala,GSW,22.4,332,184,3.03,2013-14
1889,Andre Miller,WAS,24.2,263,105,5.49,2013-14
203460,Andre Roberson,OKC,0.3,8,5,1.75,2013-14
1905,Andrei Kirilenko,BKN,5.5,160,95,0.61,2013-14
201229,Anthony Tolliver,CHA,0.7,42,15,0.17,2013-14
203382,Aron Baynes,SAS,2.9,113,71,0.4,2013-14
201948,Austin Daye,SAS,0.3,11,5,1.0,2013-14
2757,Beno Udrih,MEM,24.0,291,123,4.9,2013-14
203108,Bernard James,DAL,0.1,5,3,0.6,2013-14
202687,Bismack Biyombo,CHA,0.6,24,17,0.34,2013-14
201933,Blake Griffin,LAC,38.5,982,698,1.09,2013-14
2564,Boris Diaw,SAS,36.9,1216,737,0.82,2013-14
203078,Bradley Beal,WAS,37.6,727,565,2.71,2013-14
201148,Brandan Wright,DAL,2.1,85,55,0.32,2013-14
201228,C.J. Watson,IND,51.2,641,247,4.77,2013-14
203468,CJ McCollum,POR,1.7,28,18,3.25,2013-14
2430,Carlos Boozer,CHI,4.6,165,113,0.5,2013-14
2406,Caron Butler,OKC,14.4,394,281,0.83,2013-14
201858,Cartier Martin,ATL,0.6,20,14,0.9,2013-14
202718,Chandler Parsons,HOU,15.3,376,268,1.52,2013-14
2365,Chris Andersen,MIA,7.1,315,133,0.14,2013-14
2547,Chris Bosh,MIA,25.7,932,620,0.46,2013-14
203142,Chris Copeland,IND,2.8,83,59,0.76,2013-14
201604,Chris Douglas-Roberts,CHA,3.9,94,85,1.5,2013-14
101108,Chris Paul,LAC,116.4,1335,525,4.97,2013-14
101236,Chuck Hayes,TOR,1.3,54,26,0.56,2013-14
203469,Cody Zeller,CHA,1.6,59,31,0.7,2013-14
202709,Cory Joseph,SAS,16.6,193,85,5.92,2013-14
201584,Courtney Lee,MEM,13.8,304,239,1.78,2013-14
201571,D.J. Augustin,CHI,32.6,332,145,6.92,2013-14
201591,DJ White,CHA,0.1,2,0,2.0,2013-14
203081,Damian Lillard,POR,94.5,986,316,5.73,2013-14
101122,Danny Granger,LAC,3.4,117,76,0.79,2013-14
201980,Danny Green,SAS,23.4,753,505,0.94,2013-14
201954,Darren Collison,LAC,37.6,507,221,4.12,2013-14
101135,David Lee,GSW,9.0,346,204,0.44,2013-14
2561,David West,IND,42.3,1357,820,0.53,2013-14
201599,DeAndre Jordan,LAC,14.4,656,274,0.3,2013-14
201971,DeJuan Blair,DAL,3.2,134,66,0.47,2013-14
201942,DeMar DeRozan,TOR,26.6,381,283,3.49,2013-14
201960,DeMarre Carroll,ATL,11.1,291,207,1.11,2013-14
203471,Dennis Schroder,ATL,1.4,16,6,5.75,2013-14
965,Derek Fisher,OKC,15.5,316,199,2.3,2013-14
101114,Deron Williams,BKN,86.5,1002,401,4.91,2013-14
2734,Devin Harris,DAL,38.8,393,125,6.07,2013-14
1717,Dirk Nowitzki,DAL,15.7,457,282,0.7,2013-14
202388,Donald Sloan,IND,4.5,34,7,8.65,2013-14
2748,Dorell Wright,POR,3.7,112,57,0.84,2013-14
203110,Draymond Green,GSW,11.5,411,200,0.58,2013-14
2400,Drew Gooden,WAS,5.0,195,104,0.37,2013-14
2730,Dwight Howard,HOU,17.3,442,275,0.86,2013-14
2548,Dwyane Wade,MIA,83.4,1225,776,3.19,2013-14
2248,Earl Watson,POR,2.1,25,9,4.76,2013-14
202334,Ed Davis,MEM,1.1,46,26,0.52,2013-14
1882,Elton Brand,ATL,2.8,123,71,0.4,2013-14
202323,Evan Turner,IND,13.6,221,135,2.89,2013-14
101128,Francisco Garcia,HOU,0.6,16,13,1.06,2013-14
202066,Garrett Temple,WAS,1.3,17,5,4.76,2013-14
202390,Gary Neal,CHA,6.8,166,155,1.34,2013-14
201588,George Hill,IND,115.5,1352,515,4.98,2013-14
201945,Gerald Henderson,CHA,6.4,184,158,1.16,2013-14
201175,Glen Davis,LAC,5.3,202,122,0.52,2013-14
201141,Greg Oden,MIA,0.1,4,1,0.5,2013-14
202349,Greivis Vasquez,TOR,36.6,435,174,4.58,2013-14
203084,Harrison Barnes,GSW,6.3,171,100,1.28,2013-14
201934,Hasheem Thabeet,OKC,0.2,6,5,0.33,2013-14
2045,Hedo Turkoglu,LAC,2.1,80,38,0.27,2013-14
200756,Hilton Armstrong,GSW,0.8,25,19,0.44,2013-14
101133,Ian Mahinmi,IND,4.6,193,116,0.26,2013-14
200755,JJ Redick,LAC,11.9,418,350,1.01,2013-14
203109,Jae Crowder,DAL,2.3,99,42,0.63,2013-14
203479,Jamaal Franklin,MEM,0.3,4,2,4.0,2013-14
2037,Jamal Crawford,LAC,26.3,491,331,2.66,2013-14
201935,James Harden,HOU,35.5,484,260,3.95,2013-14
201949,James Johnson,MEM,2.3,45,33,2.65,2013-14
2592,James Jones,MIA,3.2,152,94,0.17,2013-14
2457,Jannero Pargo,CHA,0.3,4,2,3.5,2013-14
201162,Jared Dudley,LAC,1.4,64,33,0.25,2013-14
201965,Jeff Ayres,SAS,3.6,124,69,0.46,2013-14
201952,Jeff Teague,ATL,52.4,568,197,5.65,2013-14
203087,Jeremy Lamb,OKC,6.2,124,89,2.23,2013-14
202391,Jeremy Lin,HOU,23.9,346,166,3.93,2013-14
979,Jermaine O'Neal,GSW,3.1,113,63,0.43,2013-14
202710,Jimmy Butler,CHI,11.6,253,202,1.82,2013-14
201149,Joakim Noah,CHI,15.1,465,231,0.77,2013-14
2207,Joe Johnson,BKN,36.4,630,451,2.95,2013-14
200777,Joel Freeland,POR,0.9,27,15,0.59,2013-14
2422,John Salmons,TOR,2.7,83,69,1.19,2013-14
202322,John Wall,WAS,90.9,1032,329,5.09,2013-14
202720,Jon Leuer,MEM,1.0,38,19,0.42,2013-14
202685,Jonas Valanciunas,TOR,7.7,291,118,0.31,2013-14
202348,Jordan Crawford,GSW,8.6,92,43,5.35,2013-14
203268,Jorge Gutierrez,BKN,1.2,9,2,6.0,2013-14
101181,Jose Calderon,DAL,33.3,455,171,4.62,2013-14
201177,Josh McRoberts,CHA,9.2,361,176,0.69,2013-14
202695,Kawhi Leonard,SAS,41.3,959,645,1.92,2013-14
202689,Kemba Walker,CHA,36.1,436,164,4.78,2013-14
