PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TIME_OF_POSS,TOUCHES,FRONT_CT_TOUCHES,AVG_DRIB_PER_TOUCH,SEASON
201166,Aaron Brooks,CHI,27.6,320,155,5.42,2014-15
201143,Al Horford,ATL,26.8,946,637,0.65,2014-15
202329,Al-Farouq Aminu,DAL,5.9,189,98,0.8,2014-15
101187,Alan Anderson,BKN,8.6,210,145,1.18,2014-15
201582,Alexis Ajinca,NOP,0.4,15,8,0.4,2014-15
203459,Allen Crabbe,POR,1.1,42,26,0.64,2014-15
202087,Alonzo Gee,POR,0.1,2,1,2.0,2014-15
2405,Amar'e Stoudemire,DAL,3.6,98,66,0.54,2014-15
101161,Amir Johnson,TOR,3.8,162,82,0.54,2014-15
2738,Andre Iguodala,GSW,44.3,912,600,1.85,2014-15
101106,Andrew Bogut,GSW,19.9,664,350,0.52,2014-15
203076,Anthony Davis,NOP,10.6,285,201,0.71,2014-15
203382,Aron Baynes,SAS,1.3,57,31,0.16,2014-15
201167,Arron Afflalo,POR,2.1,55,32,1.62,2014-15
203085,Austin Rivers,LAC,29.4,382,175,4.29,2014-15
202340,Avery Bradley,BOS,5.0,135,100,2.0,2014-15
2757,Beno Udrih,MEM,43.3,443,161,5.78,2014-15
203108,Bernard James,DAL,0.0,0,0,0.0,2014-15
201933,Blake Griffin,LAC,53.1,1373,864,1.3,2014-15
202711,Bojan Bogdanovic,BKN,7.6,229,175,1.27,2014-15
2564,Boris Diaw,SAS,13.5,448,301,0.74,2014-15
203078,Bradley Beal,WAS,37.1,764,555,2.31,2014-15
101138,Brandon Bass,BOS,3.6,112,77,0.86,2014-15
201575,Brandon Rush,GSW,0.6,15,12,1.8,2014-15
2217,Brendan Haywood,CLE,0.1,1,1,2.0,2014-15
201572,Brook Lopez,BKN,8.9,276,185,0.59,2014-15
203468,CJ McCollum,POR,11.1,211,107,2.62,2014-15
202718,Chandler Parsons,DAL,2.3,53,37,1.42,2014-15
101111,Charlie Villanueva,DAL,2.2,102,51,0.23,2014-15
2549,Chris Kaman,POR,1.4,57,28,0.18,2014-15
101108,Chris Paul,LAC,103.0,1141,419,4.99,2014-15
203991,Clint Capela,HOU,4.5,193,90,0.38,2014-15
201147,Corey Brewer,HOU,17.1,523,363,1.24,2014-15
202709,Cory Joseph,SAS,3.2,38,14,5.74,2014-15
201584,Courtney Lee,MEM,22.3,510,372,1.7,2014-15
2563,Dahntay Jones,LAC,0.3,11,5,1.0,2014-15
203081,Damian Lillard,POR,43.3,439,118,6.07,2014-15
201980,Danny Green,SAS,9.5,309,205,0.98,2014-15
201967,Dante Cunningham,NOP,2.4,102,40,0.19,2014-15
202721,Darius Morris,BKN,0.7,7,2,6.86,2014-15
101135,David Lee,GSW,5.3,208,132,0.52,2014-15
201599,DeAndre Jordan,LAC,14.5,637,254,0.17,2014-15
201942,DeMar DeRozan,TOR,18.4,246,166,4.02,2014-15
201960,DeMarre Carroll,ATL,28.3,782,515,1.16,2014-15
203471,Dennis Schroder,ATL,68.8,707,280,5.41,2014-15
101114,Deron Williams,BKN,40.1,495,187,4.71,2014-15
201565,Derrick Rose,CHI,100.2,1182,476,4.47,2014-15
2734,Devin Harris,DAL,10.2,147,61,3.93,2014-15
1717,Dirk Nowitzki,DAL,10.9,351,206,0.48,2014-15
203926,Doug McDermott,CHI,0.4,12,11,1.33,2014-15
203110,Draymond Green,GSW,51.3,1649,897,0.79,2014-15
2400,Drew Gooden,WAS,8.3,337,183,0.34,2014-15
2730,Dwight Howard,HOU,30.7,1026,529,0.5,2014-15
203939,Dwight Powell,DAL,0.1,4,1,1.0,2014-15
202734,E'Twaun Moore,CHI,1.4,21,5,4.33,2014-15
201947,Earl Clark,BKN,0.7,27,14,0.74,2014-15
202327,Ekpe Udoh,LAC,0.4,17,9,0.41,2014-15
1882,Elton Brand,ATL,0.1,3,2,0.67,2014-15
201569,Eric Gordon,NOP,9.1,184,139,2.26,2014-15
101141,Ersan Ilyasova,MIL,5.7,254,141,0.47,2014-15
202323,Evan Turner,BOS,17.9,236,98,4.2,2014-15
203105,Festus Ezeli,GSW,6.0,246,138,0.3,2014-15
202066,Garrett Temple,WAS,2.5,44,23,2.89,2014-15
2222,Gerald Wallace,BOS,0.1,5,3,0.0,2014-15
203507,Giannis Antetokounmpo,MIL,13.3,288,180,1.85,2014-15
203540,Gigi Datome,BOS,0.6,20,15,0.6,2014-15
201175,Glen Davis,LAC,5.5,177,121,0.62,2014-15
202962,Greg Smith,DAL,0.0,0,0,0.0,2014-15
201880,Greg Stiemsma,TOR,0.1,4,4,0.0,2014-15
202349,Greivis Vasquez,TOR,16.3,187,58,4.62,2014-15
203084,Harrison Barnes,GSW,26.8,770,535,1.04,2014-15
2045,Hedo Turkoglu,LAC,2.9,87,40,0.83,2014-15
202697,Iman Shumpert,CLE,26.1,670,431,1.48,2014-15
202738,Isaiah Thomas,BOS,25.0,282,91,5.46,2014-15
200826,J.J. Barea,DAL,29.9,324,108,5.86,2014-15
200755,JJ Redick,LAC,18.1,575,493,1.08,2014-15
2747,JR Smith,CLE,30.3,715,438,1.73,2014-15
203210,JaMychal Green,MEM,0.2,11,4,0.09,2014-15
203109,Jae Crowder,BOS,4.0,135,85,0.86,2014-15
2037,Jamal Crawford,LAC,45.5,623,322,3.89,2014-15
201935,James Harden,HOU,120.7,1384,554,4.55,2014-15
201949,James Johnson,TOR,1.0,15,12,3.67,2014-15
2592,James Jones,CLE,8.8,354,201,0.31,2014-15
203949,James Michael McAdoo,GSW,0.5,19,10,0.53,2014-15
201162,Jared Dudley,MIL,5.0,218,119,0.48,2014-15
203096,Jared Sullinger,BOS,3.3,118,75,0.63,2014-15
101127,Jarrett Jack,BKN,29.6,359,148,4.94,2014-15
1891,Jason Terry,HOU,46.5,837,372,2.77,2014-15
201965,Jeff Ayres,SAS,0.4,14,8,0.0,2014-15
201145,Jeff Green,MEM,20.0,444,305,1.33,2014-15
201952,Jeff Teague,ATL,107.7,1209,480,5.61,2014-15
202366,Jerome Jordan,BKN,0.2,5,3,1.0,2014-15
201573,Jerryd Bayless,MIL,20.6,255,105,4.69,2014-15
202710,Jimmy Butler,CHI,41.4,832,617,2.04,2014-15
201149,Joakim Noah,CHI,25.7,899,514,0.57,2014-15
203925,Joe Harris,CLE,2.4,28,14,3.75,2014-15
2207,Joe Johnson,BKN,21.9,428,286,2.32,2014-15
200777,Joel Freeland,POR,0.1,5,2,0.2,2014-15
201595,Joey Dorsey,HOU,0.7,14,8,1.79,2014-15
203089,John Henson,MIL,4.4,196,129,0.39,2014-15
203098,John Jenkins,ATL,0.8,27,18,1.37,2014-15
202322,John Wall,WAS,74.0,734,259,5.44,2014-15
203948,Johnny O'Bryant III,MIL,0.5,23,14,0.26,2014-15
202720,Jon Leuer,MEM,0.3,15,7,0.47,2014-15
201973,Jonas Jerebko,BOS,2.6,103,56,0.4,2014-15
202685,Jonas Valanciunas,TOR,4.5,159,72,0.44,2014-15
203919,Jordan Adams,MEM,0.5,11,9,1.82,2014-15
203268,Jorge Gutierrez,MIL,1.0,15,8,3.4,2014-15
2746,Josh Smith,HOU,31.2,770,450,1.25,2014-15
201950,Jrue Holiday,NOP,8.0,107,57,4.09,2014-15
203200,Justin Holiday,GSW,1.1,21,19,2.81,2014-15
202695,Kawhi Leonard,SAS,18.6,407,299,1.8,2014-15
203482,Kelly Olynyk,BOS,2.9,101,53,0.55,2014-15
2570,Kendrick Perkins,CLE,1.9,52,26,0.36,2014-15
203145,Kent Bazemore,ATL,13.1,385,245,1.18,2014-15
201567,Kevin Love,CLE,5.8,215,134,0.32,2014-15
202338,Kevin Seraphin,WAS,3.1,110,62,0.49,2014-15
203114,Khris Middleton,MIL,10.3,296,211,1.53,2014-15
2550,Kirk Hinrich,CHI,7.6,135,83,2.76,2014-15
202691,Klay Thompson,GSW,40.4,895,650,2.09,2014-15
201585,Kosta Koufos,MEM,4.9,191,99,0.34,2014-15
203123,Kostas Papanikolaou,HOU,1.6,30,14,2.2,2014-15
2743,Kris Humphries,WAS,0.2,7,3,0.14,2014-15
2594,Kyle Korver,ATL,14.3,570,405,0.62,2014-15
200768,Kyle Lowry,TOR,22.3,289,112,4.06,2014-15
