"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Isaiah Thomas","BOS",15,521,1023,349,75,153,0.49019607843137253,36,108,0.3333333333333333,0.3333333333333333,91,38,112,66,42,0.25333333333333335,0.25333333333333335,0.6111111111111112,0.41379310344827586,0.501105938697318,0.4942528735632184,0.5635179153094463,0,16,0.10457516339869281,3,0.027777777777777776,30.90277777777778
"John Wall","WAS",13,506,1018,353,106,220,0.4818181818181818,21,61,0.3442622950819672,0.3620689655172414,78,30,182,42,21,0.14150943396226415,0.14563106796116504,0.6666666666666666,0.21708185053380782,0.49741281588447656,0.4893238434163701,0.556782334384858,6,21,0.09545454545454546,0,0,31.49872988992379
"Bradley Beal","WAS",13,505,1005,323,93,158,0.5886075949367089,29,101,0.2871287128712871,0.2871287128712871,50,96,90,60,27,0.5161290322580645,0.5333333333333333,0.6896551724137931,0.38996138996138996,0.4899189189189189,0.527027027027027,0.5616197183098591,6,9,0.056962025316455694,1,0.009900990099009901,27.043478260869566
"JR Smith","CLE",18,487,971,145,10,19,0.5263157894736842,40,80,0.5,0.5128205128205128,5,12,8,111,9,0.6,0.75,0.925,0.8080808080808081,0.5287396907216495,0.7070707070707071,0.6971153846153846,4,0,0,0,0,10.488245931283906
"Danny Green","SAS",16,436,828,124,19,35,0.5428571428571428,26,76,0.34210526315789475,0.35135135135135137,8,26,12,75,3,0.6842105263157895,0.7222222222222222,0.9615384615384616,0.6846846846846847,0.5393675925925926,0.5225225225225225,0.5344827586206896,2,1,0.02857142857142857,1,0.013157894736842105,13.725490196078432
"Kawhi Leonard","SAS",12,429,792,332,81,147,0.5510204081632653,25,55,0.45454545454545453,0.46296296296296297,95,32,130,60,15,0.19753086419753085,0.21052631578947367,0.8,0.2722772277227723,0.4921701492537313,0.5866336633663366,0.6666666666666666,10,5,0.034013605442176874,1,0.01818181818181818,29.68236582694414
"Otto Porter Jr.","WAS",13,428,854,158,47,70,0.6714285714285714,11,39,0.28205128205128205,0.28205128205128205,31,58,36,33,0,0.6170212765957447,0.6590909090909091,1,0.3577981651376147,0.5175307339449542,0.5825688073394495,0.632,6,2,0.02857142857142857,0,0,13.705583756345177
"Andre Iguodala","GSW",16,419,870,115,38,59,0.6440677966101694,8,42,0.19047619047619047,0.19047619047619047,15,54,22,24,0,0.7105263157894737,0.75,1,0.4158415841584158,0.5953509900990099,0.49504950495049505,0.5088495575221239,4,0,0,0,0,13.257965056526206
"Patty Mills","SAS",16,416,822,165,25,51,0.49019607843137253,32,89,0.3595505617977528,0.36363636363636365,19,14,36,87,9,0.28,0.28,0.90625,0.6357142857142857,0.5231064748201438,0.5214285714285715,0.5574324324324325,0,4,0.0784313725490196,1,0.011235955056179775,17.883597883597886
"Trevor Ariza","HOU",11,413,824,118,18,36,0.5,23,61,0.3770491803278688,0.3770491803278688,13,26,10,63,6,0.7222222222222222,0.7222222222222222,0.9130434782608695,0.6288659793814433,0.5774515463917526,0.5412371134020618,0.5784313725490197,0,9,0.25,0,0,11.85897435897436
"Gordon Hayward","UTA",11,411,798,265,55,120,0.4583333333333333,28,68,0.4117647058823529,0.4117647058823529,71,40,70,69,15,0.36363636363636365,0.37037037037037035,0.8214285714285714,0.3617021276595745,0.47402620320855615,0.5159574468085106,0.593607305936073,2,6,0.05,0,0,27.7205040091638
"Marcin Gortat","WAS",13,409,812,105,47,93,0.5053763440860215,0,0,0,0,11,72,22,0,0,0.7659574468085106,0.9,0,0,0.513747311827957,0.5053763440860215,0.5198019801980198,14,3,0.03225806451612903,0,0,12.407211028632025
"James Harden","HOU",11,407,811,313,58,103,0.5631067961165048,32,115,0.2782608695652174,0.2831858407079646,101,12,104,15,81,0.10344827586206896,0.10714285714285714,0.15625,0.5275229357798165,0.5432953703703703,0.48623853211009177,0.5842696629213483,4,19,0.18446601941747573,2,0.017391304347826087,35.47334058759522
"Markieff Morris","WAS",13,373,745,157,45,107,0.4205607476635514,14,38,0.3684210526315789,0.3783783783783784,25,60,30,39,3,0.6666666666666666,0.7317073170731707,0.9285714285714286,0.2620689655172414,0.5016555555555555,0.45517241379310347,0.49683544303797467,8,4,0.037383177570093455,0,0,20.813953488372093
"DeMar DeRozan","TOR",10,373,715,224,75,160,0.46875,1,15,0.06666666666666667,0.06666666666666667,71,28,122,3,0,0.18666666666666668,0.18666666666666668,1,0.08571428571428572,0.46587285714285714,0.43714285714285717,0.5261904761904762,0,17,0.10625,0,0,29.62025316455696
"Pau Gasol","SAS",16,365,699,123,44,96,0.4583333333333333,6,18,0.3333333333333333,0.3333333333333333,17,44,44,18,0,0.5,0.7586206896551724,1,0.15789473684210525,0.49726184210526314,0.4649122807017544,0.492,30,7,0.07291666666666667,0,0,17.466174661746617
"Eric Gordon","HOU",11,358,727,142,24,51,0.47058823529411764,27,70,0.38571428571428573,0.38571428571428573,13,16,32,72,9,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.5785123966942148,0.5338987603305785,0.5330578512396694,0.5503875968992248,0,9,0.17647058823529413,0,0,17.808219178082194
"Kelly Olynyk","BOS",18,346,680,165,49,78,0.6282051282051282,15,47,0.3191489361702128,0.3191489361702128,22,72,26,45,0,0.7346938775510204,0.7659574468085106,1,0.376,0.530524,0.572,0.6021897810218978,4,6,0.07692307692307693,0,0,21.059602649006624
"Ryan Anderson","HOU",11,336,658,103,19,32,0.59375,17,60,0.2833333333333333,0.2833333333333333,14,16,22,48,3,0.42105263157894735,0.6666666666666666,0.9411764705882353,0.6521739130434783,0.5346048913043479,0.483695652173913,0.515,14,2,0.0625,0,0,14.39894319682959
"Joe Ingles","UTA",11,333,625,71,10,21,0.47619047619047616,15,41,0.36585365853658536,0.36585365853658536,6,4,16,42,3,0.2,0.2,0.9333333333333333,0.6612903225806451,0.5251927419354839,0.5241935483870968,0.5378787878787878,0,2,0.09523809523809523,1,0.024390243902439025,12.058823529411764
"Joe Johnson","UTA",11,326,633,142,43,88,0.48863636363636365,15,45,0.3333333333333333,0.3333333333333333,11,16,70,36,9,0.18604651162790697,0.18604651162790697,0.8,0.3383458646616541,0.42372894736842104,0.4924812030075188,0.5071428571428571,0,4,0.045454545454545456,0,0,22.109826589595375
"Kyle Korver","CLE",18,326,659,105,7,11,0.6363636363636364,27,69,0.391304347826087,0.391304347826087,10,12,2,75,6,0.8571428571428571,0.8571428571428571,0.9259259259259259,0.8625,0.5243310126582279,0.59375,0.6144578313253012,0,0,0,1,0.014492753623188406,12.465373961218837
"Patrick Beverley","HOU",11,325,636,122,24,57,0.42105263157894735,21,52,0.40384615384615385,0.40384615384615385,11,10,38,60,3,0.20833333333333334,0.2631578947368421,0.9523809523809523,0.47706422018348627,0.5130362385321101,0.5091743119266054,0.5307017543859649,10,5,0.08771929824561403,0,0,18.08219178082192
"Serge Ibaka","TOR",10,307,577,143,48,92,0.5217391304347826,12,38,0.3157894736842105,0.3157894736842105,11,78,18,36,0,0.8125,0.8863636363636364,1,0.2923076923076923,0.5031492307692308,0.5076923076923077,0.5296296296296297,8,2,0.021739130434782608,0,0,23.174603174603174
"Jonathon Simmons","SAS",15,306,602,158,49,99,0.494949494949495,13,37,0.35135135135135137,0.35135135135135137,21,52,46,27,12,0.5306122448979592,0.5416666666666666,0.6923076923076923,0.27205882352941174,0.5097194852941176,0.5036764705882353,0.5337837837837838,2,7,0.0707070707070707,1,0.02702702702702703,22.331460674157302
"Kyle Lowry","TOR",8,300,573,126,30,55,0.5454545454545454,13,38,0.34210526315789475,0.35135135135135137,27,10,50,15,24,0.16666666666666666,0.16666666666666666,0.38461538461538464,0.40860215053763443,0.5239829670329671,0.532258064516129,0.5887850467289719,0,5,0.09090909090909091,0,0,19.871794871794872
"Clint Capela","HOU",11,286,556,116,46,81,0.5679012345679012,0,1,0,0,24,82,10,0,0,0.8913043478260869,0.9534883720930233,0,0.012195121951219513,0.6221358024691358,0.5609756097560976,0.5858585858585859,6,15,0.18518518518518517,0,0,16.614906832298136
"Manu Ginobili","SAS",16,284,559,106,31,57,0.543859649122807,9,40,0.225,0.23684210526315788,17,26,36,27,0,0.41935483870967744,0.43333333333333335,1,0.41237113402061853,0.5519574468085107,0.4587628865979381,0.5,2,3,0.05263157894736842,1,0.025,18.209876543209877
"George Hill","UTA",8,281,526,125,34,67,0.5074626865671642,12,31,0.3870967741935484,0.3870967741935484,21,20,48,24,12,0.29411764705882354,0.30303030303030304,0.6666666666666666,0.3163265306122449,0.4641852631578947,0.5306122448979592,0.5681818181818182,2,2,0.029850746268656716,0,0,21.243523316062177
"Terry Rozier","BOS",17,277,559,96,19,44,0.4318181818181818,14,38,0.3684210526315789,0.3783783783783784,16,10,28,39,3,0.2631578947368421,0.3125,0.9285714285714286,0.4634146341463415,0.5259240740740742,0.4878048780487805,0.5274725274725275,6,8,0.18181818181818182,0,0,16.108452950558213
"Rodney Hood","UTA",11,277,527,98,24,55,0.43636363636363634,13,50,0.26,0.2653061224489796,11,18,30,33,6,0.375,0.375,0.8461538461538461,0.47619047619047616,0.48277303921568626,0.4142857142857143,0.4336283185840708,0,2,0.03636363636363636,0,0,21.20689655172414
"Iman Shumpert","CLE",17,275,552,74,15,34,0.4411764705882353,10,26,0.38461538461538464,0.4,14,20,10,30,0,0.6666666666666666,0.6666666666666666,1,0.43333333333333335,0.5128338983050847,0.5,0.5441176470588235,0,4,0.11764705882352941,0,0,12.353923205342237
"Lou Williams","HOU",11,272,549,138,38,79,0.4810126582278481,12,39,0.3076923076923077,0.3076923076923077,26,12,64,21,15,0.15789473684210525,0.17647058823529413,0.5833333333333334,0.3305084745762712,0.49696016949152544,0.4745762711864407,0.5348837209302325,8,7,0.08860759493670886,1,0.02564102564102564,23.366013071895424
"DeAndre Jordan","LAC",7,264,493,108,43,60,0.7166666666666667,0,1,0,0,22,68,18,0,0,0.7906976744186046,0.9444444444444444,0,0.01639344262295082,0.7323933333333333,0.7049180327868853,0.6206896551724138,14,2,0.03333333333333333,0,0,18.874773139745916
"Bojan Bogdanovic","WAS",13,264,531,115,20,42,0.47619047619047616,16,45,0.35555555555555557,0.36363636363636365,27,30,10,42,6,0.75,0.7894736842105263,0.875,0.5172413793103449,0.5308313953488372,0.5057471264367817,0.57,2,3,0.07142857142857142,0,0,17.91044776119403
"Deron Williams","CLE",18,262,532,78,16,33,0.48484848484848486,12,31,0.3870967741935484,0.3870967741935484,10,14,18,24,12,0.4375,0.4375,0.6666666666666666,0.484375,0.4856875,0.53125,0.5735294117647058,0,1,0.030303030303030304,0,0,14.8861646234676
"Chris Paul","LAC",7,260,488,177,53,97,0.5463917525773195,14,38,0.3684210526315789,0.3888888888888889,29,2,104,12,30,0.018867924528301886,0.018867924528301886,0.2857142857142857,0.2814814814814815,0.4427328244274809,0.5481481481481482,0.5945945945945946,0,1,0.010309278350515464,0,0,30.275229357798164
"PJ Tucker","TOR",10,251,476,50,9,21,0.42857142857142855,9,28,0.32142857142857145,0.3333333333333333,5,14,4,27,0,0.7777777777777778,0.875,1,0.5714285714285714,0.49706875,0.45918367346938777,0.4716981132075472,2,2,0.09523809523809523,1,0.03571428571428571,11.685823754789272
"Rudy Gobert","UTA",9,246,481,104,40,63,0.6349206349206349,0,0,0,0,24,60,20,0,0,0.75,0.967741935483871,0,0,0.6294412698412699,0.6349206349206349,0.6046511627906976,18,4,0.06349206349206349,0,0,17.669172932330827
"David Lee","SAS",15,245,456,61,25,47,0.5319148936170213,0,1,0,0,11,34,16,0,0,0.68,0.85,0,0.020833333333333332,0.5764677083333333,0.5208333333333334,0.5545454545454546,10,10,0.2127659574468085,0,0,11.6412213740458
"Giannis Antetokounmpo","MIL",6,243,451,149,56,102,0.5490196078431373,4,10,0.4,0.4,25,52,60,9,3,0.4642857142857143,0.4727272727272727,0.75,0.08928571428571429,0.5457419642857143,0.5535714285714286,0.5643939393939394,2,9,0.08823529411764706,0,0,29.862475442043223
"Marc Gasol","MEM",6,240,425,116,32,71,0.4507042253521127,7,12,0.5833333333333334,0.5833333333333334,31,38,26,21,0,0.59375,0.59375,1,0.14457831325301204,0.4463271084337349,0.5120481927710844,0.5927835051546392,0,2,0.028169014084507043,0,0,24.086021505376344
"Jimmy Butler","CHI",6,239,457,136,40,85,0.47058823529411764,6,23,0.2608695652173913,0.2608695652173913,38,24,56,12,6,0.3,0.32432432432432434,0.6666666666666666,0.21296296296296297,0.4552481481481482,0.4537037037037037,0.5238095238095238,6,6,0.07058823529411765,0,0,26.60377358490566
"Khris Middleton","MIL",6,231,435,87,24,59,0.4067796610169492,7,19,0.3684210526315789,0.3684210526315789,18,20,28,21,0,0.4166666666666667,0.4166666666666667,1,0.24358974358974358,0.4532396103896104,0.4423076923076923,0.4883720930232558,0,3,0.05084745762711865,0,0,20.12448132780083
"Norman Powell","TOR",9,227,440,105,20,48,0.4166666666666667,15,34,0.4411764705882353,0.4411764705882353,20,26,14,42,3,0.65,0.65,0.9333333333333333,0.4146341463414634,0.5565231707317073,0.5182926829268293,0.5591397849462365,0,9,0.1875,1,0.029411764705882353,21.686746987951807
"Jonas Valanciunas","TOR",10,226,436,112,44,80,0.55,0,1,0,0,24,72,16,0,0,0.8181818181818182,0.8181818181818182,0,0.012345679012345678,0.49569382716049387,0.5432098765432098,0.5894736842105263,0,4,0.05,0,0,22.5
"Derrick Favors","UTA",11,225,418,83,36,62,0.5806451612903226,0,0,0,0,11,60,12,0,0,0.8333333333333334,0.9375,0,0,0.5453403225806452,0.5806451612903226,0.5763888888888888,8,5,0.08064516129032258,0,0,16.8141592920354
"Luc Mbah a Moute","LAC",7,224,410,53,12,27,0.4444444444444444,5,16,0.3125,0.3125,14,22,2,15,0,0.9166666666666666,1,1,0.37209302325581395,0.48529125000000006,0.45348837209302323,0.5,2,4,0.14814814814814814,0,0,12.25382932166302
"Mike Conley","MEM",6,224,400,148,33,65,0.5076923076923077,17,38,0.4473684210526316,0.4594594594594595,31,12,54,21,30,0.18181818181818182,0.18181818181818182,0.4117647058823529,0.36893203883495146,0.501593137254902,0.5679611650485437,0.6324786324786325,0,3,0.046153846153846156,0,0,28.923766816143498
"David West","GSW",17,221,435,76,33,57,0.5789473684210527,1,2,0.5,0.5,7,58,8,3,0,0.8787878787878788,0.90625,1,0.03389830508474576,0.49336610169491524,0.5847457627118644,0.6129032258064516,2,2,0.03508771929824561,0,0,14.96881496881497
"Shaun Livingston","GSW",14,220,453,73,34,59,0.576271186440678,0,0,0,0,5,38,30,0,0,0.5588235294117647,0.5757575757575758,0,0,0.5066745762711864,0.576271186440678,0.5983606557377049,2,1,0.01694915254237288,0,0,14.05940594059406
"Paul Millsap","ATL",6,219,443,146,47,82,0.573170731707317,3,17,0.17647058823529413,0.17647058823529413,43,58,36,6,3,0.6170212765957447,0.6744186046511628,0.6666666666666666,0.1717171717171717,0.4812858585858586,0.5202020202020202,0.6033057851239669,8,8,0.0975609756097561,0,0,28.458498023715418
"Ian Clark","GSW",16,219,440,109,27,43,0.627906976744186,13,36,0.3611111111111111,0.3611111111111111,16,38,16,33,6,0.7037037037037037,0.7307692307692307,0.8461538461538461,0.45569620253164556,0.49918101265822784,0.5886075949367089,0.6337209302325582,2,3,0.06976744186046512,0,0,19.958847736625515
"Jaylen Brown","BOS",17,215,423,85,29,48,0.6041666666666666,5,23,0.21739130434782608,0.21739130434782608,12,34,24,15,0,0.5862068965517241,0.5862068965517241,1,0.323943661971831,0.5140767605633804,0.5140845070422535,0.5448717948717948,0,1,0.020833333333333332,0,0,18.762886597938145
"Cory Joseph","TOR",10,212,405,79,22,49,0.4489795918367347,9,22,0.4090909090909091,0.4090909090909091,8,8,36,27,0,0.18181818181818182,0.18181818181818182,1,0.30985915492957744,0.4566380281690141,0.5,0.527027027027027,0,0,0,0,0,19.864559819413095
"Zaza Pachulia","GSW",15,212,439,77,32,59,0.5423728813559322,0,1,0,0,13,52,12,0,0,0.8125,0.8666666666666667,0,0.016666666666666666,0.50004,0.5333333333333333,0.5746268656716418,4,3,0.05084745762711865,0,0,16.071428571428573
"Dennis Schroder","ATL",6,212,426,148,33,70,0.4714285714285714,17,40,0.425,0.425,31,12,54,21,30,0.18181818181818182,0.18181818181818182,0.4117647058823529,0.36363636363636365,0.5173468181818182,0.5318181818181819,0.5714285714285714,0,11,0.15714285714285714,0,0,27.272727272727273
"Tony Parker","SAS",8,211,377,127,40,78,0.5128205128205128,11,19,0.5789473684210527,0.5789473684210527,14,12,68,33,0,0.15,0.15,1,0.1958762886597938,0.49236391752577324,0.5824742268041238,0.616504854368932,0,7,0.08974358974358974,0,0,26.806526806526808
"JJ Redick","LAC",7,206,387,64,10,24,0.4166666666666667,9,26,0.34615384615384615,0.34615384615384615,17,14,6,27,0,0.7,0.7,1,0.52,0.5037619999999999,0.47,0.5338983050847458,0,1,0.041666666666666664,3,0.11538461538461539,16.705882352941178
"Boris Diaw","UTA",11,203,377,63,18,34,0.5294117647058824,6,14,0.42857142857142855,0.42857142857142855,9,26,10,18,0,0.7222222222222222,0.7222222222222222,1,0.2916666666666667,0.498021875,0.5625,0.6057692307692307,0,3,0.08823529411764706,0,0,16.136919315403425
"Tim Hardaway Jr.","ATL",6,200,406,77,16,40,0.4,11,42,0.2619047619047619,0.2619047619047619,12,20,12,27,6,0.625,0.625,0.8181818181818182,0.5121951219512195,0.515765243902439,0.39634146341463417,0.42777777777777776,0,5,0.125,1,0.023809523809523808,21.321961620469082
"Jamal Crawford","LAC",7,196,369,88,29,58,0.5,6,25,0.24,0.2727272727272727,12,12,46,12,6,0.20689655172413793,0.20689655172413793,0.6666666666666666,0.30120481927710846,0.43701329113924053,0.4578313253012048,0.4943181818181818,0,2,0.034482758620689655,0,0,23.774509803921568
"Vince Carter","MEM",6,195,342,55,12,22,0.5454545454545454,8,20,0.4,0.4,7,12,12,24,0,0.5,0.6,1,0.47619047619047616,0.5336869047619048,0.5714285714285714,0.6111111111111112,4,2,0.09090909090909091,0,0,14.588859416445624
"Kyle Anderson","SAS",15,195,399,83,33,54,0.6111111111111112,3,10,0.3,0.3,8,32,34,6,3,0.48484848484848486,0.5925925925925926,0.6666666666666666,0.15625,0.509934375,0.5859375,0.6102941176470589,12,2,0.037037037037037035,0,0,16.556291390728475
"Russell Westbrook","OKC",5,194,399,187,46,103,0.44660194174757284,13,49,0.2653061224489796,0.2653061224489796,56,8,84,9,30,0.08695652173913043,0.09090909090909091,0.23076923076923078,0.3223684210526316,0.49239177631578945,0.4309210526315789,0.5054347826086957,4,4,0.038834951456310676,0,0,46.12068965517242
"Gerald Green","BOS",13,192,370,97,13,27,0.48148148148148145,21,45,0.4666666666666667,0.4666666666666667,8,20,6,63,0,0.7692307692307693,0.8333333333333334,1,0.625,0.5321875,0.6180555555555556,0.64,2,3,0.1111111111111111,0,0,19.385342789598106
"Zach Randolph","MEM",6,191,337,79,34,76,0.4473684210526316,1,7,0.14285714285714285,0.14285714285714285,8,32,36,3,0,0.47058823529411764,0.5161290322580645,1,0.08433734939759036,0.4591150602409638,0.42771084337349397,0.4540229885057471,6,7,0.09210526315789473,0,0,25.201072386058982
"Dwyane Wade","CHI",6,190,369,90,26,69,0.37681159420289856,6,17,0.35294117647058826,0.35294117647058826,20,14,38,12,6,0.2692307692307692,0.30434782608695654,0.6666666666666666,0.19767441860465115,0.4639686046511628,0.4069767441860465,0.46875,6,5,0.07246376811594203,0,0,24.941176470588236
"Taurean Prince","ATL",6,187,372,67,25,38,0.6578947368421053,4,14,0.2857142857142857,0.2857142857142857,5,38,12,12,0,0.76,0.7916666666666666,1,0.2692307692307692,0.5195971153846154,0.5961538461538461,0.6203703703703703,2,4,0.10526315789473684,0,0,14.153132250580049
"Andre Roberson","OKC",5,185,376,58,17,29,0.5862068965517241,7,17,0.4117647058823529,0.4117647058823529,3,22,12,21,0,0.6470588235294118,0.7857142857142857,1,0.3695652173913043,0.5852782608695651,0.5978260869565217,0.5178571428571429,6,1,0.034482758620689655,0,0,14.383561643835616
"Patrick Patterson","TOR",10,185,356,34,2,10,0.2,8,26,0.3076923076923077,0.3076923076923077,6,4,0,24,0,1,1,1,0.7222222222222222,0.5263285714285715,0.3888888888888889,0.4358974358974359,0,1,0.1,1,0.038461538461538464,11.597938144329897
"Tony Snell","MIL",6,185,351,60,6,13,0.46153846153846156,16,31,0.5161290322580645,0.5161290322580645,0,4,8,48,0,0.3333333333333333,0.3333333333333333,1,0.7045454545454546,0.5335825581395349,0.6818181818181818,0.6818181818181818,0,1,0.07692307692307693,0,0,11.794871794871796
"Kelly Oubre Jr.","WAS",12,184,374,70,15,31,0.4838709677419355,11,30,0.36666666666666664,0.36666666666666664,7,24,6,33,0,0.8,0.9230769230769231,1,0.4918032786885246,0.5639885245901639,0.5163934426229508,0.5303030303030303,4,7,0.22580645161290322,0,0,17.298578199052134
"Malcolm Brogdon","MIL",6,183,340,54,12,34,0.35294117647058826,10,21,0.47619047619047616,0.47619047619047616,0,10,14,27,3,0.4166666666666667,0.4166666666666667,0.9,0.38181818181818183,0.5132768518518519,0.4909090909090909,0.4909090909090909,0,2,0.058823529411764705,0,0,17.866666666666667
"Victor Oladipo","OKC",5,181,371,54,15,36,0.4166666666666667,6,25,0.24,0.24,6,10,20,18,0,0.3333333333333333,0.3333333333333333,1,0.4098360655737705,0.5202573770491804,0.39344262295081966,0.421875,0,4,0.1111111111111111,1,0.04,16.666666666666664
"Patrick McCaw","GSW",15,181,378,61,13,25,0.52,8,23,0.34782608695652173,0.36363636363636365,11,16,10,24,0,0.6153846153846154,0.6666666666666666,1,0.4791666666666667,0.5185276595744681,0.5208333333333334,0.5648148148148148,2,1,0.04,0,0,13.286713286713287
"Richard Jefferson","CLE",14,178,362,55,11,19,0.5789473684210527,5,19,0.2631578947368421,0.2631578947368421,18,16,6,9,6,0.7272727272727273,0.8,0.6,0.5,0.5693644736842106,0.4868421052631579,0.5288461538461539,2,1,0.05263157894736842,1,0.05263157894736842,14.705882352941176
"Brandon Jennings","WAS",13,178,365,37,12,23,0.5217391304347826,2,13,0.15384615384615385,0.15384615384615385,7,0,24,3,3,0,0,0.5,0.3611111111111111,0.48328750000000004,0.4166666666666667,0.4625,2,1,0.043478260869565216,1,0.07692307692307693,11.62227602905569
"Paul George","IND",4,172,334,112,16,46,0.34782608695652173,18,42,0.42857142857142855,0.42857142857142855,26,10,22,33,21,0.3125,0.3125,0.6111111111111112,0.4772727272727273,0.5026164772727273,0.48863636363636365,0.5495049504950495,0,5,0.10869565217391304,1,0.023809523809523808,29.381443298969074
"Dejounte Murray","SAS",11,168,343,63,23,58,0.39655172413793105,0,3,0,0,17,16,30,0,0,0.34782608695652173,0.38095238095238093,0,0.04918032786885246,0.5067426229508197,0.3770491803278688,0.4375,4,7,0.1206896551724138,0,0,21.359223300970875
"Robin Lopez","CHI",6,162,305,76,34,52,0.6538461538461539,0,0,0,0,8,40,28,0,0,0.5882352941176471,0.8695652173913043,0,0,0.4612038461538462,0.6538461538461539,0.6785714285714286,22,1,0.019230769230769232,0,0,17.827298050139277
