"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Jimmy Butler","MIA",21,806,1607,467,129,252,0.5119047619047619,15,43,0.3488372093023256,0.3488372093023256,164,94,164,30,15,0.3643410852713178,0.3884297520661157,0.6666666666666666,0.14576271186440679,0.4795430272108843,0.5135593220338983,0.6099476439790575,16,24,0.09523809523809523,1,0.023255813953488372,24.78920741989882
"Anthony Davis","LAL",21,769,1546,582,182,299,0.6086956521739131,23,60,0.38333333333333336,0.38333333333333336,149,210,154,63,6,0.5769230769230769,0.6521739130434783,0.9130434782608695,0.1671309192200557,0.490866573816156,0.6030640668523677,0.6651376146788991,42,16,0.05351170568561873,0,0,27.6271186440678
"LeBron James","LAL",21,762,1523,580,170,263,0.6463878326996197,44,119,0.3697478991596639,0.3697478991596639,108,108,232,60,72,0.3176470588235294,0.3333333333333333,0.45454545454545453,0.31151832460732987,0.5194650000000001,0.6178010471204188,0.6561085972850679,16,15,0.057034220532319393,0,0,30.439814814814813
"Jamal Murray","DEN",19,753,1464,504,124,231,0.5367965367965368,62,137,0.45255474452554745,0.4696969696969697,70,64,184,90,96,0.25806451612903225,0.26229508196721313,0.4838709677419355,0.37228260869565216,0.48266322314049587,0.5896739130434783,0.62125,4,14,0.06060606060606061,2,0.014598540145985401,27.571515520389532
"Tyler Herro","MIA",21,706,1404,335,72,149,0.48322147651006714,48,128,0.375,0.375,47,56,88,120,24,0.3888888888888889,0.4057971014492754,0.8333333333333334,0.4620938628158845,0.4847907942238267,0.51985559566787,0.554635761589404,6,14,0.09395973154362416,2,0.015625,22.22222222222222
"Nikola Jokic","DEN",19,694,1363,464,136,245,0.5551020408163265,42,98,0.42857142857142855,0.4329896907216495,66,142,130,108,18,0.5220588235294118,0.5634920634920635,0.8571428571428571,0.2857142857142857,0.4706826023391813,0.5801749271137027,0.6092105263157894,20,15,0.061224489795918366,0,0,29.271523178807946
"Jayson Tatum","BOS",17,690,1370,437,98,208,0.47115384615384615,47,126,0.373015873015873,0.3790322580645161,100,74,122,90,51,0.37755102040816324,0.3894736842105263,0.6382978723404256,0.3772455089820359,0.49346039156626503,0.5044910179640718,0.5581395348837209,6,16,0.07692307692307693,2,0.015873015873015872,28.263707571801564
"Bam Adebayo","MIA",19,687,1354,338,124,219,0.5662100456621004,0,1,0,0,90,184,64,0,0,0.7419354838709677,0.7931034482758621,0,0.004545454545454545,0.4855118181818182,0.5636363636363636,0.6167883211678832,16,18,0.0821917808219178,0,0,21.192052980132452
"Jaylen Brown","BOS",17,672,1321,370,94,168,0.5595238095238095,43,120,0.35833333333333334,0.35833333333333334,53,114,74,120,9,0.6063829787234043,0.6551724137931034,0.9302325581395349,0.4166666666666667,0.531921875,0.5503472222222222,0.5910543130990416,14,19,0.1130952380952381,0,0,23.819163292847502
"Jae Crowder","MIA",21,660,1300,252,26,40,0.65,55,161,0.3416149068322981,0.3416149068322981,35,48,4,162,3,0.9230769230769231,0.9230769230769231,0.9818181818181818,0.8009950248756219,0.5468415422885572,0.5398009950248757,0.5701357466063348,0,2,0.05,2,0.012422360248447204,16.46894626657362
"Jerami Grant","DEN",19,653,1277,221,40,80,0.5,31,95,0.3263157894736842,0.3263157894736842,48,62,18,84,9,0.775,0.775,0.9032258064516129,0.5428571428571428,0.5395471428571429,0.4942857142857143,0.5470297029702971,0,5,0.0625,0,0,16.005665722379604
"Marcus Smart","BOS",17,648,1272,246,37,75,0.49333333333333335,41,123,0.3333333333333333,0.3360655737704918,49,28,46,102,21,0.3783783783783784,0.3888888888888889,0.8292682926829268,0.6212121212121212,0.5218520304568528,0.49747474747474746,0.5565610859728507,2,2,0.02666666666666667,1,0.008130081300813009,18.679775280898877
"Kemba Walker","BOS",17,628,1237,334,74,130,0.5692307692307692,39,126,0.30952380952380953,0.312,69,34,114,66,51,0.22972972972972974,0.2361111111111111,0.5641025641025641,0.4921875,0.4923711764705882,0.517578125,0.5726643598615917,4,16,0.12307692307692308,3,0.023809523809523808,23.13810556760665
"Kentavious Caldwell-Pope","LAL",21,608,1206,225,34,70,0.4857142857142857,45,119,0.37815126050420167,0.37815126050420167,22,56,12,132,3,0.8235294117647058,0.9032258064516129,0.9777777777777777,0.6296296296296297,0.5470767195767196,0.5370370370370371,0.5597014925373134,6,3,0.04285714285714286,0,0,15.534682080924856
"Duncan Robinson","MIA",21,600,1197,245,13,20,0.65,62,156,0.3974358974358974,0.4,33,20,6,183,3,0.7692307692307693,0.8333333333333334,0.9838709677419355,0.8863636363636364,0.5456411428571428,0.6022727272727273,0.6436170212765957,2,1,0.05,1,0.00641025641025641,15.52511415525114
"Goran Dragic","MIA",17,553,1099,324,82,161,0.5093167701863354,37,107,0.34579439252336447,0.34579439252336447,49,52,112,90,21,0.3170731707317073,0.325,0.8108108108108109,0.39925373134328357,0.4911544776119403,0.5130597014925373,0.5493197278911565,4,12,0.07453416149068323,2,0.018691588785046728,27.139364303178485
"Danny Green","LAL",21,525,1036,167,20,55,0.36363636363636365,39,115,0.3391304347826087,0.3391304347826087,10,20,20,114,3,0.5,0.5555555555555556,0.9743589743589743,0.6764705882352942,0.5424602941176471,0.46176470588235297,0.4715909090909091,4,4,0.07272727272727272,0,0,15.67973311092577
"Kawhi Leonard","LAC",13,511,1032,367,107,195,0.5487179487179488,24,73,0.3287671232876712,0.3287671232876712,81,40,174,66,6,0.18691588785046728,0.19230769230769232,0.9166666666666666,0.27238805970149255,0.4727546641791045,0.5335820895522388,0.5909090909090909,6,12,0.06153846153846154,0,0,29.447322970639032
"Alex Caruso","LAL",21,510,1049,137,31,52,0.5961538461538461,17,61,0.2786885245901639,0.288135593220339,24,46,16,48,3,0.7419354838709677,0.7666666666666667,0.9411764705882353,0.5398230088495575,0.5595162162162162,0.5,0.5393700787401575,2,7,0.1346153846153846,1,0.01639344262295082,13.367174280879864
"Kyle Kuzma","LAL",21,484,989,209,51,96,0.53125,26,83,0.3132530120481928,0.32098765432098764,29,82,20,72,6,0.803921568627451,0.8541666666666666,0.9230769230769231,0.46368715083798884,0.5245585227272728,0.5027932960893855,0.5333333333333333,6,8,0.08333333333333333,0,0,19.51219512195122
"Daniel Theis","BOS",17,482,943,152,57,91,0.6263736263736264,4,26,0.15384615384615385,0.15384615384615385,26,90,24,12,0,0.7894736842105263,0.9782608695652174,1,0.2222222222222222,0.5420136752136752,0.5384615384615384,0.5801526717557252,22,10,0.10989010989010989,0,0,13.904761904761905
"Paul George","LAC",13,479,969,263,51,110,0.4636363636363636,37,111,0.3333333333333333,0.3333333333333333,50,24,78,75,36,0.23529411764705882,0.24489795918367346,0.6756756756756757,0.502262443438914,0.5035298642533936,0.4819004524886878,0.5349794238683128,4,8,0.07272727272727272,1,0.009009009009009009,26.034958601655937
"Paul Millsap","DEN",19,459,890,152,32,74,0.43243243243243246,15,44,0.3409090909090909,0.3409090909090909,43,36,28,42,3,0.5625,0.6,0.9333333333333333,0.3728813559322034,0.5156237288135593,0.461864406779661,0.5314685314685315,4,10,0.13513513513513514,0,0,16.885743174924166
"Michael Porter Jr.","DEN",19,451,897,216,44,75,0.5866666666666667,34,89,0.38202247191011235,0.38202247191011235,26,52,36,87,15,0.5909090909090909,0.8125,0.8529411764705882,0.5426829268292683,0.5215383435582822,0.5792682926829268,0.5972222222222222,24,10,0.13333333333333333,2,0.02247191011235955,20.01953125
"James Harden","HOU",12,448,911,355,70,111,0.6306306306306306,39,117,0.3333333333333333,0.3333333333333333,98,20,120,39,78,0.14285714285714285,0.15384615384615385,0.3333333333333333,0.5131578947368421,0.501351096491228,0.5635964912280702,0.631768953068592,10,11,0.0990990990990991,0,0,32.06793206793207
"Fred VanVleet","TOR",11,430,865,216,33,80,0.4125,43,110,0.39090909090909093,0.3925233644859813,21,14,52,99,30,0.21212121212121213,0.21212121212121213,0.7674418604651163,0.5789473684210527,0.5201696236559139,0.5131578947368421,0.5348258706467661,0,10,0.125,0,0,23.29485834207765
"Pascal Siakam","TOR",11,418,840,187,62,129,0.4806201550387597,10,53,0.18867924528301888,0.19230769230769232,33,58,66,27,3,0.46774193548387094,0.5,0.9,0.29120879120879123,0.47114972375690606,0.4230769230769231,0.4628712871287129,8,10,0.07751937984496124,0,0,24.030172413793107
"P.J. Tucker","HOU",12,414,836,95,10,21,0.47619047619047616,25,67,0.373134328358209,0.373134328358209,0,8,12,75,0,0.4,1,1,0.7613636363636364,0.5718005681818181,0.5397727272727273,0.5397727272727273,12,1,0.047619047619047616,0,0,10.881392818280741
"Kyle Lowry","TOR",11,413,826,195,39,76,0.5131578947368421,23,72,0.3194444444444444,0.323943661971831,48,16,62,33,36,0.20512820512820512,0.20512820512820512,0.4782608695652174,0.4864864864864865,0.5302530612244898,0.4966216216216216,0.5614035087719298,0,8,0.10526315789473684,0,0,21.734357848518112
"Andre Iguodala","MIA",21,410,830,79,16,26,0.6153846153846154,14,39,0.358974358974359,0.3888888888888889,5,22,10,42,0,0.6875,0.7333333333333333,1,0.6,0.5359040322580645,0.5692307692307692,0.5808823529411765,2,2,0.07692307692307693,0,0,8.96174863387978
"Eric Gordon","HOU",12,410,840,208,43,86,0.5,29,90,0.32222222222222224,0.32222222222222224,35,34,52,72,15,0.3953488372093023,0.3953488372093023,0.8275862068965517,0.5113636363636364,0.5068445714285714,0.4914772727272727,0.533678756476684,0,11,0.12790697674418605,1,0.011111111111111112,23.66412213740458
"Monte Morris","DEN",19,406,808,172,54,93,0.5806451612903226,12,40,0.3,0.3,28,44,64,30,6,0.4074074074074074,0.43137254901960786,0.8333333333333334,0.3007518796992481,0.5060315789473684,0.5413533834586466,0.581081081081081,6,5,0.053763440860215055,0,0,17.57508342602892
"Rajon Rondo","LAL",16,395,791,143,35,71,0.49295774647887325,20,50,0.4,0.4,13,14,56,42,18,0.2,0.2,0.7,0.4132231404958678,0.5120326446280992,0.5371900826446281,0.55,0,5,0.07042253521126761,0,0,18.657565415244598
"OG Anunoby","TOR",11,393,791,115,23,47,0.48936170212765956,17,41,0.4146341463414634,0.4146341463414634,18,26,20,48,3,0.5652173913043478,0.7647058823529411,0.9411764705882353,0.4659090909090909,0.5519267045454546,0.5511363636363636,0.5693069306930693,12,9,0.19148936170212766,0,0,13.371428571428572
"Marcus Morris Sr.","LAC",13,388,791,153,28,52,0.5384615384615384,28,59,0.4745762711864407,0.4745762711864407,13,14,42,84,0,0.25,0.28,1,0.5315315315315315,0.5094432432432433,0.6306306306306306,0.6538461538461539,6,0,0,0,0,14.269535673839185
"Markieff Morris","LAL",21,385,760,124,15,29,0.5172413793103449,29,69,0.42028985507246375,0.42028985507246375,7,26,4,87,0,0.8666666666666667,0.9285714285714286,1,0.7040816326530612,0.5479433673469388,0.5969387755102041,0.6138613861386139,2,2,0.06896551724137931,0,0,13.915094339622641
"Gary Harris","DEN",14,379,741,104,15,38,0.39473684210526316,19,52,0.36538461538461536,0.36538461538461536,17,22,8,51,6,0.7333333333333333,0.7333333333333333,0.8947368421052632,0.5777777777777777,0.5371644444444444,0.48333333333333334,0.5148514851485149,0,4,0.10526315789473684,1,0.019230769230769232,14.859926918392203
"Robert Covington","HOU",12,379,768,134,13,27,0.48148148148148145,34,68,0.5,0.5,6,20,6,102,0,0.7692307692307693,0.9090909090909091,1,0.7157894736842105,0.5475473684210527,0.6736842105263158,0.6836734693877551,4,2,0.07407407407407407,0,0,13.157894736842106
"Torrey Craig","DEN",19,375,720,86,22,36,0.6111111111111112,11,42,0.2619047619047619,0.2682926829268293,9,36,8,33,0,0.8181818181818182,0.9,1,0.5384615384615384,0.5671824675324676,0.4935897435897436,0.5119047619047619,4,3,0.08333333333333333,0,0,11.397058823529411
"Khris Middleton","MIL",10,355,736,203,48,115,0.41739130434782606,23,65,0.35384615384615387,0.35384615384615387,38,30,66,45,24,0.3125,0.3125,0.6521739130434783,0.3611111111111111,0.46374777777777776,0.4583333333333333,0.5127551020408163,0,9,0.0782608695652174,1,0.015384615384615385,27.980535279805352
"Jeff Green","HOU",12,341,696,139,28,49,0.5714285714285714,23,54,0.42592592592592593,0.42592592592592593,14,34,22,60,9,0.6071428571428571,0.6296296296296297,0.8695652173913043,0.5242718446601942,0.5251485436893204,0.6067961165048543,0.6318181818181818,2,5,0.10204081632653061,0,0,16.512549537648614
"Lou Williams","LAC",13,341,713,166,50,95,0.5263157894736842,12,51,0.23529411764705882,0.23529411764705882,30,20,80,18,18,0.2,0.20833333333333334,0.5,0.3493150684931507,0.49223379310344834,0.4657534246575342,0.5220125786163522,4,5,0.05263157894736842,0,0,22.78481012658228
"Brook Lopez","MIL",10,328,682,158,40,61,0.6557377049180327,21,53,0.39622641509433965,0.39622641509433965,15,60,20,60,3,0.75,0.8108108108108109,0.9523809523809523,0.4649122807017544,0.5292776315789474,0.6271929824561403,0.6583333333333333,6,2,0.03278688524590164,0,0,17.165149544863457
"Ivica Zubac","LAC",13,320,643,118,44,78,0.5641025641025641,0,0,0,0,30,70,18,0,0,0.7954545454545454,0.9722222222222222,0,0,0.5629923076923077,0.5641025641025641,0.6210526315789474,16,8,0.10256410256410256,0,0,14.819944598337951
