"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Jayson Tatum","BOS",24,983,1952,615,124,276,0.4492753623188406,77,196,0.39285714285714285,0.39285714285714285,136,128,120,147,84,0.5161290322580645,0.5423728813559322,0.6363636363636364,0.4152542372881356,0.510041313559322,0.5074152542372882,0.5604395604395604,12,25,0.09057971014492754,4,0.02040816326530612,29.45736434108527
"Jaylen Brown","BOS",24,920,1809,554,137,258,0.5310077519379846,60,161,0.37267080745341613,0.37267080745341613,100,120,154,138,42,0.43795620437956206,0.4580152671755725,0.7666666666666667,0.38424821002386633,0.5042517899761336,0.5417661097852029,0.5808823529411765,12,24,0.09302325581395349,0,0,26.987242394504417
"Al Horford","BOS",23,815,1602,277,54,95,0.5684210526315789,47,98,0.47959183673469385,0.47959183673469385,28,84,24,138,3,0.7777777777777778,0.8936170212765957,0.9787234042553191,0.5077720207253886,0.5279862694300518,0.6450777202072538,0.6723300970873787,14,11,0.11578947368421053,0,0,13.01218161683278
"Klay Thompson","GSW",22,792,1585,419,81,168,0.48214285714285715,77,200,0.385,0.385,26,118,44,216,15,0.7283950617283951,0.7375,0.935064935064935,0.5434782608695652,0.4996365489130435,0.5339673913043478,0.5484293193717278,2,8,0.047619047619047616,3,0.015,22.828507795100222
"Andrew Wiggins","GSW",22,767,1537,363,108,200,0.54,35,105,0.3333333333333333,0.3333333333333333,42,132,84,105,0,0.6111111111111112,0.7021276595744681,1,0.3442622950819672,0.509665737704918,0.5262295081967213,0.5434131736526946,28,17,0.085,0,0,20.823798627002287
"Stephen Curry","GSW",22,764,1557,602,111,211,0.5260663507109005,91,229,0.39737991266375544,0.4008810572687225,107,66,156,147,126,0.2972972972972973,0.3,0.5384615384615384,0.5204545454545455,0.48212775229357796,0.5625,0.6055327868852459,2,20,0.0947867298578199,4,0.017467248908296942,30.922551252847384
"Marcus Smart","BOS",21,760,1511,324,65,142,0.45774647887323944,48,137,0.35036496350364965,0.35294117647058826,50,50,80,135,9,0.38461538461538464,0.43103448275862066,0.9375,0.4910394265232975,0.5090262589928057,0.4910394265232975,0.525974025974026,14,16,0.11267605633802817,0,0,20.994152046783626
"Reggie Bullock","DAL",18,707,1355,190,9,20,0.45,52,131,0.3969465648854962,0.3969465648854962,16,14,4,150,6,0.7777777777777778,0.875,0.9615384615384616,0.8675496688741722,0.5500609271523179,0.5761589403973509,0.5935483870967742,2,4,0.2,2,0.015267175572519083,11.020960108181205
"Draymond Green","GSW",22,703,1403,176,61,105,0.580952380952381,8,39,0.20512820512820512,0.20512820512820512,30,104,18,21,3,0.8524590163934426,0.8813559322033898,0.875,0.2708333333333333,0.48157222222222223,0.5069444444444444,0.5398773006134969,4,11,0.10476190476190476,0,0,14.015151515151516
"Dorian Finney-Smith","DAL",18,688,1308,211,28,49,0.5714285714285714,46,108,0.42592592592592593,0.42592592592592593,17,42,14,132,6,0.75,0.875,0.9565217391304348,0.6878980891719745,0.5548662420382166,0.6178343949044586,0.6242603550295858,8,7,0.14285714285714285,2,0.018518518518518517,13.049546406140962
"Grant Williams","BOS",24,654,1286,207,30,61,0.4918032786885246,35,89,0.39325842696629215,0.3977272727272727,42,52,8,102,3,0.8666666666666667,0.9285714285714286,0.9714285714285714,0.5933333333333334,0.5434372483221477,0.55,0.5948275862068966,4,9,0.14754098360655737,1,0.011235955056179775,13.407049067035246
"Jalen Brunson","DAL",18,629,1198,388,119,236,0.5042372881355932,26,75,0.3466666666666667,0.35135135135135137,72,44,194,60,18,0.18487394957983194,0.1864406779661017,0.7692307692307693,0.24115755627009647,0.47186709677419353,0.5080385852090032,0.5530085959885387,2,11,0.046610169491525424,0,0,28.027418126428024
"Jimmy Butler","MIA",17,629,1226,466,143,260,0.55,23,68,0.3382352941176471,0.3382352941176471,111,108,178,36,33,0.3776223776223776,0.39416058394160586,0.5217391304347826,0.2073170731707317,0.5144423780487805,0.5411585365853658,0.6134564643799473,12,11,0.04230769230769231,2,0.029411764705882353,28.541076487252127
"Bam Adebayo","MIA",18,614,1173,266,104,174,0.5977011494252874,0,1,0,0,58,116,92,0,0,0.5576923076923077,0.6666666666666666,0,0.005714285714285714,0.5115764367816092,0.5942857142857143,0.642512077294686,34,8,0.04597701149425287,0,0,18.12778603268945
"Jordan Poole","GSW",22,606,1226,373,79,126,0.626984126984127,50,128,0.390625,0.3937007874015748,65,54,104,99,51,0.34177215189873417,0.34615384615384615,0.66,0.5039370078740157,0.49356892430278887,0.6062992125984252,0.6560283687943262,2,14,0.1111111111111111,4,0.03125,24.363636363636363
"Derrick White","BOS",23,585,1160,196,38,93,0.40860215053763443,26,83,0.3132530120481928,0.3132530120481928,42,36,40,75,3,0.47368421052631576,0.47368421052631576,0.9615384615384616,0.4715909090909091,0.4888403409090909,0.4375,0.49246231155778897,0,12,0.12903225806451613,0,0,17.660728117738188
