"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Kawhi Leonard","TOR",24,939,1860,732,188,351,0.5356125356125356,55,145,0.3793103448275862,0.3819444444444444,191,106,270,84,81,0.28191489361702127,0.2994350282485876,0.509090909090909,0.2923387096774194,0.4895555555555556,0.5453629032258065,0.6172945205479452,22,26,0.07407407407407407,3,0.020689655172413793,31.541046567450795
"Kyle Lowry","TOR",24,901,1779,361,70,132,0.5303030303030303,52,145,0.3586206896551724,0.3586206896551724,65,42,98,120,36,0.3,0.30434782608695654,0.7692307692307693,0.5234657039711191,0.5131182310469313,0.5342960288808665,0.5750798722044729,2,13,0.09848484848484848,4,0.027586206896551724,18.544719555330975
"Pascal Siakam","TOR",24,891,1760,455,151,279,0.5412186379928315,29,104,0.27884615384615385,0.27884615384615385,66,164,138,84,3,0.543046357615894,0.5734265734265734,0.9655172413793104,0.27154046997389036,0.5043157963446475,0.5078328981723238,0.5378250591016549,16,28,0.1003584229390681,0,0,23.28907048008172
"Draymond Green","GSW",22,851,1751,292,101,172,0.5872093023255814,13,57,0.22807017543859648,0.24074074074074073,51,140,62,36,3,0.693069306930693,0.7446808510638298,0.9230769230769231,0.24890829694323144,0.5240546875,0.5262008733624454,0.5593869731800766,14,16,0.09302325581395349,0,0,17.479674796747968
"Stephen Curry","GSW",22,846,1737,620,98,187,0.5240641711229946,92,244,0.3770491803278688,0.39148936170212767,148,76,120,159,117,0.3877551020408163,0.3917525773195876,0.5760869565217391,0.5661252900232019,0.498237648456057,0.5475638051044084,0.6191919191919192,2,13,0.06951871657754011,5,0.020491803278688523,28.71794871794872
"Klay Thompson","GSW",21,818,1665,435,94,202,0.46534653465346537,70,158,0.4430379746835443,0.4430379746835443,37,138,50,186,24,0.7340425531914894,0.7582417582417582,0.8857142857142857,0.4388888888888889,0.4860420612813371,0.5527777777777778,0.5740740740740741,6,9,0.04455445544554455,2,0.012658227848101266,22.121535181236673
"Marc Gasol","TOR",24,735,1448,226,42,91,0.46153846153846156,34,89,0.38202247191011235,0.38202247191011235,40,74,10,99,3,0.8809523809523809,0.8809523809523809,0.9705882352941176,0.49444444444444446,0.4702786111111111,0.5166666666666667,0.5566502463054187,0,5,0.054945054945054944,0,0,13.835701050030883
"Danny Green","TOR",24,684,1365,166,14,36,0.3888888888888889,39,119,0.3277310924369748,0.3277310924369748,21,22,6,114,3,0.7857142857142857,0.9166666666666666,0.9743589743589743,0.7677419354838709,0.546204193548387,0.46774193548387094,0.49700598802395207,4,3,0.08333333333333333,1,0.008403361344537815,12.56578947368421
"Damian Lillard","POR",16,650,1313,430,79,172,0.45930232558139533,59,158,0.37341772151898733,0.3782051282051282,95,20,138,57,120,0.12658227848101267,0.13157894736842105,0.3220338983050847,0.47878787878787876,0.5031888036809816,0.5075757575757576,0.5603674540682415,6,18,0.10465116279069768,3,0.0189873417721519,29.166666666666668
"CJ McCollum","POR",16,635,1275,395,108,233,0.463519313304721,46,117,0.39316239316239315,0.39655172413793105,41,50,166,81,57,0.23148148148148148,0.23809523809523808,0.5869565217391305,0.3342857142857143,0.4746932664756447,0.5057142857142857,0.5252659574468085,6,15,0.06437768240343347,1,0.008547008547008548,27.815934065934066
"Andre Iguodala","GSW",21,629,1277,206,54,86,0.627906976744186,28,80,0.35,0.35,14,92,16,78,6,0.8518518518518519,0.92,0.9285714285714286,0.4819277108433735,0.5414322289156627,0.5783132530120482,0.5597826086956522,8,3,0.03488372093023256,0,0,14.275766016713092
"Fred VanVleet","TOR",24,592,1167,192,27,68,0.39705882352941174,38,98,0.3877551020408163,0.3877551020408163,24,20,34,96,18,0.37037037037037035,0.37037037037037035,0.8421052631578947,0.5903614457831325,0.48141084337349394,0.5060240963855421,0.5305555555555556,0,8,0.11764705882352941,3,0.030612244897959183,15.461538461538462
"Nikola Jokic","DEN",14,557,1070,352,110,205,0.5365853658536586,22,56,0.39285714285714285,0.39285714285714285,66,126,94,54,12,0.5727272727272728,0.7078651685393258,0.8181818181818182,0.21455938697318008,0.46626264367816095,0.5478927203065134,0.5906040268456376,42,11,0.05365853658536585,0,0,26.805778491171747
"Gary Harris","DEN",14,517,998,199,53,101,0.5247524752475248,20,57,0.3508771929824561,0.35714285714285715,33,66,40,54,6,0.6226415094339622,0.6346153846153846,0.9,0.36075949367088606,0.5182891719745223,0.5253164556962026,0.5718390804597702,2,8,0.07920792079207921,0,0,16.017316017316016
"Khris Middleton","MIL",15,515,1065,254,44,109,0.4036697247706422,40,92,0.43478260869565216,0.43478260869565216,46,40,48,81,39,0.45454545454545453,0.46511627906976744,0.675,0.4577114427860697,0.4837629353233831,0.5174129353233831,0.5659090909090909,2,3,0.027522935779816515,5,0.05434782608695652,20.854271356783922
"Giannis Antetokounmpo","MIL",15,514,1068,383,111,206,0.5388349514563107,18,55,0.32727272727272727,0.32727272727272727,107,102,120,45,9,0.4594594594594595,0.5,0.8333333333333334,0.210727969348659,0.5314283524904214,0.5287356321839081,0.5733532934131736,18,18,0.08737864077669903,0,0,31.8936877076412
"Jamal Murray","DEN",14,508,975,298,79,169,0.46745562130177515,28,83,0.3373493975903614,0.3373493975903614,56,78,80,42,42,0.4936708860759494,0.52,0.5,0.32936507936507936,0.47449007936507936,0.4801587301587302,0.5286738351254481,8,9,0.05325443786982249,1,0.012048192771084338,26.59010600706714
"Serge Ibaka","TOR",24,500,984,225,83,155,0.535483870967742,9,38,0.23684210526315788,0.23684210526315788,32,130,36,24,3,0.7831325301204819,0.9154929577464789,0.8888888888888888,0.19689119170984457,0.483540414507772,0.5,0.528169014084507,24,11,0.07096774193548387,0,0,21.783088235294116
"Paul Millsap","DEN",14,469,897,205,61,118,0.5169491525423728,12,38,0.3157894736842105,0.3157894736842105,47,64,58,36,0,0.5245901639344263,0.5925925925925926,1,0.24358974358974358,0.48951730769230767,0.5064102564102564,0.5601092896174863,14,11,0.09322033898305085,0,0,19.36416184971098
"Enes Kanter","POR",16,461,918,182,74,142,0.5211267605633803,1,4,0.25,0.25,31,80,68,3,0,0.5405405405405406,0.7692307692307693,1,0.0273972602739726,0.509847602739726,0.5171232876712328,0.5481927710843374,44,15,0.1056338028169014,0,0,17.66329346826127
"Tobias Harris","PHI",12,443,900,186,49,104,0.47115384615384615,22,63,0.3492063492063492,0.3492063492063492,22,40,58,63,3,0.40816326530612246,0.40816326530612246,0.9545454545454546,0.3772455089820359,0.4920943113772455,0.49101796407185627,0.5224719101123596,0,9,0.08653846153846154,0,0,19.107662463627545
"Kevin Durant","GSW",12,442,910,387,90,163,0.5521472392638037,35,80,0.4375,0.4375,102,100,80,69,36,0.5555555555555556,0.5617977528089888,0.6571428571428571,0.3292181069958848,0.4763471193415638,0.5864197530864198,0.6660899653979239,2,5,0.03067484662576687,2,0.025,32.23300970873786
"Brook Lopez","MIL",15,438,896,168,39,59,0.6610169491525424,22,75,0.29333333333333333,0.29333333333333333,24,44,34,66,0,0.5641025641025641,0.7096774193548387,1,0.5597014925373134,0.5202253731343284,0.5373134328358209,0.5753424657534246,16,5,0.0847457627118644,0,0,15.553339980059821
"Kevon Looney","GSW",21,432,881,149,64,93,0.6881720430107527,0,0,0,0,21,104,24,0,0,0.8125,0.9285714285714286,0,0,0.5257354838709677,0.6881720430107527,0.6962616822429907,16,2,0.021505376344086023,0,0,12.084592145015106
"PJ Tucker","HOU",11,426,847,125,14,31,0.45161290322580644,26,57,0.45614035087719296,0.45614035087719296,19,18,10,78,0,0.6428571428571429,0.75,1,0.6477272727272727,0.5485255681818182,0.6022727272727273,0.6313131313131313,4,2,0.06451612903225806,1,0.017543859649122806,11.122661122661123
"James Harden","HOU",11,424,856,348,61,127,0.48031496062992124,48,137,0.35036496350364965,0.35294117647058826,82,14,108,18,126,0.11475409836065574,0.125,0.125,0.5189393939393939,0.49297680608365013,0.5037878787878788,0.569078947368421,10,20,0.15748031496062992,2,0.014598540145985401,36.9022869022869
"Eric Bledsoe","MIL",15,423,881,205,59,113,0.5221238938053098,17,72,0.2361111111111111,0.23943661971830985,36,58,60,30,21,0.4915254237288136,0.5,0.5882352941176471,0.3891891891891892,0.523510054347826,0.45675675675675675,0.49278846153846156,2,8,0.07079646017699115,0,0,24.04809619238477
"Jimmy Butler","PHI",12,421,850,233,67,130,0.5153846153846153,12,45,0.26666666666666666,0.27906976744186046,63,46,88,27,9,0.34328358208955223,0.3898305084745763,0.75,0.2571428571428571,0.48148612716763006,0.4857142857142857,0.5658536585365853,16,4,0.03076923076923077,1,0.022222222222222223,23.210633946830267
