"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Kevin Durant","OKC",19,815,1584,563,151,297,0.5084175084175084,43,125,0.344,0.34959349593495936,132,160,142,108,21,0.5298013245033113,0.5517241379310345,0.8372093023255814,0.2962085308056872,0.4747886904761905,0.5106635071090048,0.5628803245436106,12,8,0.026936026936026935,1,0.008,31.38888888888889
"Paul George","IND",19,781,1436,429,86,186,0.46236559139784944,52,129,0.40310077519379844,0.40625,101,62,110,123,33,0.36046511627906974,0.37349397590361444,0.7884615384615384,0.4095238095238095,0.4920603503184713,0.5206349206349207,0.5725806451612904,6,15,0.08064516129032258,1,0.007751937984496124,26.008690254500312
"LeBron James","MIA",20,763,1376,548,157,254,0.6181102362204725,35,86,0.4069767441860465,0.4069767441860465,129,100,214,39,66,0.3184713375796178,0.3333333333333333,0.37142857142857144,0.2529411764705882,0.506112205882353,0.6161764705882353,0.6654501216545012,14,9,0.03543307086614173,0,0,31.526104417670684
"Tim Duncan","SAS",23,753,1442,374,149,283,0.5265017667844523,0,2,0,0,76,210,88,0,0,0.7046979865771812,0.8015267175572519,0,0.007017543859649123,0.4768187719298246,0.5228070175438596,0.5666666666666667,36,21,0.07420494699646643,0,0,22.0160791589363
"Kawhi Leonard","SAS",23,736,1415,328,91,165,0.5515151515151515,31,74,0.4189189189189189,0.4189189189189189,53,64,118,87,6,0.3516483516483517,0.37209302325581395,0.9354838709677419,0.30962343096234307,0.5112041841004185,0.5753138075313807,0.6051660516605166,10,6,0.03636363636363636,0,0,19.083969465648853
"Russell Westbrook","OKC",19,735,1441,507,139,298,0.4664429530201342,28,100,0.28,0.28,145,46,232,30,54,0.16546762589928057,0.17424242424242425,0.35714285714285715,0.25125628140703515,0.5061078085642318,0.4547738693467337,0.5336842105263158,14,13,0.0436241610738255,1,0.01,34.0867440439829
"Tony Parker","SAS",23,719,1375,400,155,311,0.4983922829581994,13,35,0.37142857142857144,0.37142857142857144,51,76,234,33,6,0.24516129032258063,0.24675324675324675,0.8461538461538461,0.10115606936416185,0.48520144508670526,0.5043352601156069,0.5291005291005291,2,14,0.04501607717041801,0,0,28.4789644012945
"Lance Stephenson","IND",19,705,1288,259,76,153,0.49673202614379086,24,67,0.3582089552238806,0.36363636363636365,35,66,86,45,27,0.4342105263157895,0.4782608695652174,0.625,0.30454545454545456,0.5131027649769585,0.509090909090909,0.5373443983402489,14,13,0.08496732026143791,0,0,19.820441988950275
"Dwyane Wade","MIA",20,693,1236,356,130,254,0.5118110236220472,9,24,0.375,0.391304347826087,69,82,178,9,18,0.3153846153846154,0.33064516129032256,0.3333333333333333,0.08633093525179857,0.46347779783393506,0.5161870503597122,0.55625,12,9,0.03543307086614173,0,0,27.75297619047619
"David West","IND",19,688,1269,287,119,235,0.5063829787234042,2,10,0.2,0.2,43,154,84,6,0,0.6470588235294118,0.6754385964912281,1,0.04081632653061224,0.4271161224489796,0.49795918367346936,0.5237226277372263,10,10,0.0425531914893617,0,0,22.323943661971832
"George Hill","IND",19,687,1253,230,51,101,0.504950495049505,28,77,0.36363636363636365,0.3684210526315789,44,34,68,63,21,0.3333333333333333,0.3695652173913043,0.75,0.43258426966292135,0.5069700564971751,0.5224719101123596,0.558252427184466,10,12,0.1188118811881188,2,0.025974025974025976,16.67854597291518
