"Name","TeamAbbreviation","GamesPlayed","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Russell Westbrook","WAS",5,186,395,95,23,64,0.359375,5,20,0.25,0.25,34,8,38,15,0,0.17391304347826086,0.21052631578947367,1,0.23809523809523808,0.5016178571428571,0.3630952380952381,0.4523809523809524,8,6,0.09375,0,0,28.442437923250566
"Jayson Tatum","BOS",5,185,368,153,33,75,0.44,14,36,0.3888888888888889,0.3888888888888889,45,20,46,12,30,0.30303030303030304,0.30303030303030304,0.2857142857142857,0.32432432432432434,0.4929283783783784,0.4864864864864865,0.5714285714285714,0,7,0.09333333333333334,2,0.05555555555555555,33.64055299539171
"Marcus Smart","BOS",5,183,373,89,13,23,0.5652173913043478,16,43,0.37209302325581395,0.38095238095238093,15,8,18,42,6,0.3076923076923077,0.3333333333333333,0.875,0.6515151515151515,0.52408,0.5606060606060606,0.5933333333333334,2,4,0.17391304347826086,1,0.023255813953488372,20.60185185185185
"Julius Randle","NYK",5,180,351,90,17,61,0.2786885245901639,11,33,0.3333333333333333,0.3333333333333333,23,12,22,18,15,0.35294117647058826,0.4,0.5454545454545454,0.35106382978723405,0.49793031914893615,0.35638297872340424,0.4205607476635514,4,5,0.08196721311475409,1,0.030303030303030304,31.941031941031937
"Mike Conley","UTA",6,176,354,92,11,31,0.3548387096774194,18,37,0.4864864864864865,0.5,16,4,18,27,27,0.18181818181818182,0.18181818181818182,0.5,0.5441176470588235,0.4702276119402985,0.5588235294117647,0.6133333333333333,0,1,0.03225806451612903,1,0.02702702702702703,22.084367245657567
"Derrick Rose","NYK",5,175,348,97,32,67,0.47761194029850745,8,17,0.47058823529411764,0.5,9,20,44,15,9,0.3125,0.3225806451612903,0.625,0.20238095238095238,0.504237951807229,0.5238095238095238,0.5511363636363636,2,11,0.16417910447761194,1,0.058823529411764705,23.587223587223587
"Dillon Brooks","MEM",5,175,356,129,42,77,0.5454545454545454,8,20,0.4,0.4,21,32,52,24,0,0.38095238095238093,0.3902439024390244,1,0.20618556701030927,0.49616907216494843,0.5567010309278351,0.5990566037735849,2,5,0.06493506493506493,0,0,28.606965174129357
"Jusuf Nurkic","POR",6,173,343,79,29,50,0.58,1,5,0.2,0.2,18,40,18,3,0,0.6896551724137931,0.8695652173913043,1,0.09090909090909091,0.5132354545454545,0.5545454545454546,0.6076923076923076,12,4,0.08,0,0,20.626631853785902
"Rui Hachimura","WAS",5,173,368,74,20,32,0.625,9,15,0.6,0.6,7,34,6,27,0,0.85,0.8947368421052632,1,0.3191489361702128,0.5132255319148936,0.7127659574468085,0.7115384615384616,2,4,0.125,0,0,13.83495145631068
"Evan Fournier","BOS",5,167,332,77,14,33,0.42424242424242425,13,30,0.43333333333333335,0.43333333333333335,10,16,12,30,9,0.5714285714285714,0.6153846153846154,0.7692307692307693,0.47619047619047616,0.510481746031746,0.5317460317460317,0.5746268656716418,2,4,0.12121212121212122,0,0,18.22784810126582
"Onyeka Okongwu","ATL",18,166,339,48,17,30,0.5666666666666667,0,1,0,0,14,28,6,0,0,0.8235294117647058,1,0,0.03225806451612903,0.5801200000000001,0.5483870967741935,0.5853658536585366,6,5,0.16666666666666666,0,0,11.688311688311687
"Jonas Valanciunas","MEM",5,166,340,75,31,50,0.62,2,8,0.25,0.25,7,36,26,6,0,0.5806451612903226,0.8181818181818182,1,0.13793103448275862,0.5003758620689654,0.5862068965517241,0.6048387096774194,18,3,0.06,0,0,18.414322250639387
"Reggie Bullock","NYK",5,162,312,44,5,10,0.5,10,29,0.3448275862068966,0.3448275862068966,4,6,4,30,0,0.6,1,1,0.7435897435897436,0.5411948717948718,0.5128205128205128,0.5365853658536586,4,2,0.2,0,0,12.605042016806724
"RJ Barrett","NYK",5,162,314,72,18,39,0.46153846153846156,8,28,0.2857142857142857,0.2857142857142857,12,14,22,18,6,0.3888888888888889,0.4375,0.75,0.417910447761194,0.5302440298507463,0.44776119402985076,0.4931506849315068,4,2,0.05128205128205128,0,0,20.775623268698062
"Tyrese Maxey","PHI",12,156,321,76,25,54,0.46296296296296297,4,12,0.3333333333333333,0.36363636363636365,14,16,34,9,3,0.32,0.32,0.75,0.18181818181818182,0.48541769230769233,0.4696969696969697,0.5,0,5,0.09259259259259259,0,0,22.437673130193907
"Jimmy Butler","MIA",4,154,314,58,15,49,0.30612244897959184,4,15,0.26666666666666666,0.26666666666666666,16,12,18,9,3,0.4,0.42857142857142855,0.75,0.234375,0.46985546875,0.328125,0.38666666666666666,2,3,0.061224489795918366,0,0,23.79603399433428
"De'Andre Hunter","ATL",5,152,294,54,12,29,0.41379310344827586,6,16,0.375,0.375,12,16,8,18,0,0.6666666666666666,0.6666666666666666,1,0.35555555555555557,0.50129,0.4666666666666667,0.54,0,3,0.10344827586206896,0,0,17.378048780487806
