PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Yogi Ferrell,40,3446,15.361,15.462,-0.10,2020-21,1610612739
Taurean Prince,687,2799,15.315,15.496,-0.18,2020-21,1610612739
Jarrett Allen,1544,1942,15.592,15.356,0.24,2020-21,1610612739
Isaac Okoro,2173,1313,15.531,15.345,0.19,2020-21,1610612739
Larry Nance Jr.,1091,2395,15.699,15.353,0.35,2020-21,1610612739
Andre Drummond,722,2764,15.562,15.434,0.13,2020-21,1610612739
Darius Garland,1790,1696,15.353,15.574,-0.22,2020-21,1610612739
Cedi Osman,1511,1975,15.543,15.397,0.15,2020-21,1610612739
JaVale McGee,503,2983,15.611,15.435,0.18,2020-21,1610612739
Dean Wade,1212,2274,15.537,15.420,0.12,2020-21,1610612739
Dylan Windler,513,2973,15.053,15.531,-0.48,2020-21,1610612739
Damyean Dotson,907,2579,15.418,15.475,-0.06,2020-21,1610612739
Marques Bolden,29,3457,14.845,15.465,-0.62,2020-21,1610612739
Collin Sexton,2115,1371,15.422,15.519,-0.10,2020-21,1610612739
Kevin Love,622,2864,15.446,15.463,-0.02,2020-21,1610612739
Dante Exum,116,3370,15.444,15.461,-0.02,2020-21,1610612739
Thon Maker,76,3410,16.095,15.447,0.65,2020-21,1610612739
Kevin Porter Jr.,0,3486,0.000,15.460,-15.46,2020-21,1610612739
Lamar Stevens,499,2987,15.218,15.500,-0.28,2020-21,1610612739
Matthew Dellavedova,224,3262,15.381,15.466,-0.08,2020-21,1610612739
Quinn Cook,95,3391,14.984,15.474,-0.49,2020-21,1610612739
Brodric Thomas,375,3111,15.458,15.461,0.00,2020-21,1610612739
Isaiah Hartenstein,287,3199,15.428,15.463,-0.04,2020-21,1610612739
Mfiondu Kabengele,186,3300,14.737,15.503,-0.77,2020-21,1610612739
Jeremiah Martin,75,3411,15.394,15.462,-0.07,2020-21,1610612739
Anderson Varejao,36,3450,14.654,15.469,-0.82,2020-21,1610612739
