PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Chimezie Metu,488,2973,14.245,14.250,0.00,2020-21,1610612758
DaQuan Jeffries,232,3229,13.586,14.297,-0.71,2020-21,1610612758
Jabari Parker,27,3434,15.589,14.238,1.35,2020-21,1610612758
Glenn Robinson III,369,3092,14.221,14.252,-0.03,2020-21,1610612758
Kyle Guy,235,3226,13.724,14.289,-0.56,2020-21,1610612758
Jahmi'us Ramsey,94,3367,13.652,14.267,-0.61,2020-21,1610612758
Justin James,310,3151,14.127,14.261,-0.13,2020-21,1610612758
Cory Joseph,944,2517,14.548,14.139,0.41,2020-21,1610612758
Hassan Whiteside,546,2915,14.442,14.213,0.23,2020-21,1610612758
Nemanja Bjelica,439,3022,14.407,14.226,0.18,2020-21,1610612758
Marvin Bagley III,1112,2349,14.219,14.263,-0.04,2020-21,1610612758
Buddy Hield,2433,1028,14.241,14.268,-0.03,2020-21,1610612758
De'Aaron Fox,2036,1425,14.037,14.556,-0.52,2020-21,1610612758
Richaun Holmes,1782,1679,14.336,14.159,0.18,2020-21,1610612758
Tyrese Haliburton,1746,1715,14.199,14.300,-0.10,2020-21,1610612758
Harrison Barnes,2102,1359,14.177,14.359,-0.18,2020-21,1610612758
Robert Woodard II,45,3416,12.275,14.277,-2.00,2020-21,1610612758
Norvel Pelle,4,3457,11.125,14.252,-3.13,2020-21,1610612758
Chris Silva,9,3452,12.571,14.254,-1.68,2020-21,1610612758
Delon Wright,696,2765,14.799,14.112,0.69,2020-21,1610612758
Maurice Harkless,648,2813,14.379,14.219,0.16,2020-21,1610612758
Terence Davis,581,2880,14.364,14.226,0.14,2020-21,1610612758
Damian Jones,340,3120,14.387,14.234,0.15,2020-21,1610612758
Louis King,85,3376,14.500,14.242,0.26,2020-21,1610612758
