PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Kevon Looney,447,3509,14.698,13.549,1.15,2016-17,1610612744
Klay Thompson,2649,1307,13.556,13.929,-0.37,2016-17,1610612744
Kevin Durant,2070,1886,13.247,14.170,-0.92,2016-17,1610612744
James Michael McAdoo,457,3499,14.774,13.541,1.23,2016-17,1610612744
Stephen Curry,2639,1317,13.050,15.054,-2.00,2016-17,1610612744
David West,854,3102,14.695,13.421,1.27,2016-17,1610612744
Patrick McCaw,1074,2882,14.103,13.521,0.58,2016-17,1610612744
Briante Weber,46,3910,14.865,13.666,1.20,2016-17,1610612744
Matt Barnes,410,3546,14.269,13.614,0.66,2016-17,1610612744
Shaun Livingston,1345,2611,14.598,13.238,1.36,2016-17,1610612744
Anderson Varejao,92,3864,14.435,13.662,0.77,2016-17,1610612744
Damian Jones,85,3871,15.228,13.647,1.58,2016-17,1610612744
Ian Clark,1136,2820,14.475,13.366,1.11,2016-17,1610612744
Draymond Green,2471,1485,13.327,14.277,-0.95,2016-17,1610612744
Zaza Pachulia,1268,2688,13.219,13.899,-0.68,2016-17,1610612744
JaVale McGee,739,3217,13.188,13.798,-0.61,2016-17,1610612744
Andre Iguodala,1998,1958,13.683,13.677,0.01,2016-17,1610612744
