PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Ben Simmons,2700,1261,13.801,14.695,-0.89,2018-19,1610612755
JJ Redick,2379,1582,13.953,14.280,-0.33,2018-19,1610612755
T.J. McConnell,1470,2491,14.488,13.847,0.64,2018-19,1610612755
Jonah Bolden,639,3322,14.122,14.073,0.05,2018-19,1610612755
Joel Embiid,2154,1807,14.037,14.134,-0.10,2018-19,1610612755
Markelle Fultz,427,3534,14.048,14.086,-0.04,2018-19,1610612755
Demetrius Jackson,39,3922,13.670,14.086,-0.41,2018-19,1610612755
Mike Muscala,1041,2920,14.054,14.091,-0.04,2018-19,1610612755
Corey Brewer,140,3821,14.581,14.063,0.52,2018-19,1610612755
Boban Marjanovic,305,3656,14.685,14.032,0.65,2018-19,1610612755
Tobias Harris,944,3017,14.163,14.056,0.11,2018-19,1610612755
James Ennis III,281,3680,14.221,14.071,0.15,2018-19,1610612755
Mike Scott,647,3314,14.499,14.001,0.50,2018-19,1610612755
Jonathon Simmons,219,3742,14.199,14.075,0.12,2018-19,1610612755
Justin Patton,21,3940,14.581,14.079,0.50,2018-19,1610612755
Dario Saric,396,3565,13.621,14.133,-0.51,2018-19,1610612755
Haywood Highsmith,40,3921,14.443,14.078,0.37,2018-19,1610612755
Robert Covington,440,3521,13.665,14.134,-0.47,2018-19,1610612755
Landry Shamet,1108,2853,14.061,14.089,-0.03,2018-19,1610612755
Furkan Korkmaz,679,3282,14.066,14.085,-0.02,2018-19,1610612755
Shake Milton,268,3693,14.500,14.051,0.45,2018-19,1610612755
Greg Monroe,52,3909,14.500,14.076,0.42,2018-19,1610612755
Amir Johnson,529,3432,14.045,14.087,-0.04,2018-19,1610612755
Zhaire Smith,111,3850,14.113,14.081,0.03,2018-19,1610612755
Jimmy Butler,1824,2137,14.168,14.009,0.16,2018-19,1610612755
Wilson Chandler,951,3010,14.139,14.064,0.08,2018-19,1610612755
