PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Dwight Howard,2280,1686,14.359,14.026,0.33,2015-16,1610612745
Andrew Goudelock,50,3916,12.352,14.240,-1.89,2015-16,1610612745
Terrence Jones,1044,2922,14.550,14.096,0.45,2015-16,1610612745
Josh Smith,421,3545,14.139,14.224,-0.08,2015-16,1610612745
Sam Dekker,6,3960,9.357,14.224,-4.87,2015-16,1610612745
Donatas Motiejunas,547,3419,13.977,14.254,-0.28,2015-16,1610612745
James Harden,3125,841,14.287,13.948,0.34,2015-16,1610612745
Chuck Hayes,24,3942,13.431,14.220,-0.79,2015-16,1610612745
Ty Lawson,1176,2790,14.300,14.179,0.12,2015-16,1610612745
Patrick Beverley,2041,1925,14.321,14.106,0.21,2015-16,1610612745
Trevor Ariza,2859,1107,14.354,13.865,0.49,2015-16,1610612745
Michael Beasley,363,3603,13.734,14.264,-0.53,2015-16,1610612745
Corey Brewer,1669,2297,13.852,14.487,-0.63,2015-16,1610612745
Jason Terry,1258,2708,14.103,14.268,-0.16,2015-16,1610612745
Montrezl Harrell,379,3587,13.479,14.294,-0.81,2015-16,1610612745
KJ McDaniels,235,3731,12.977,14.294,-1.32,2015-16,1610612745
Clint Capela,1471,2495,14.284,14.175,0.11,2015-16,1610612745
Marcus Thornton,884,3082,14.345,14.177,0.17,2015-16,1610612745
