PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jacob Evans,414,2731,14.353,14.293,0.06,2019-20,1610612744
D'Angelo Russell,1060,2085,13.711,14.607,-0.90,2019-20,1610612744
Draymond Green,1222,1923,13.780,14.638,-0.86,2019-20,1610612744
Kevon Looney,262,2883,14.732,14.262,0.47,2019-20,1610612744
Omari Spellman,886,2259,14.586,14.188,0.40,2019-20,1610612744
Marquese Chriss,1196,1949,14.234,14.341,-0.11,2019-20,1610612744
Damion Lee,1422,1722,14.009,14.545,-0.53,2019-20,1610612744
Jordan Poole,1274,1871,14.311,14.293,0.02,2019-20,1610612744
Eric Paschall,1654,1491,14.450,14.137,0.31,2019-20,1610612744
Alec Burks,1390,1755,14.510,14.136,0.37,2019-20,1610612744
Glenn Robinson III,1516,1629,14.251,14.346,-0.09,2019-20,1610612744
Willie Cauley-Stein,941,2204,14.540,14.201,0.34,2019-20,1610612744
Alen Smailagic,139,3006,14.646,14.285,0.36,2019-20,1610612744
Ky Bowman,1015,2130,14.717,14.104,0.61,2019-20,1610612744
Stephen Curry,139,3006,13.128,14.359,-1.23,2019-20,1610612744
Andrew Wiggins,403,2742,14.418,14.283,0.14,2019-20,1610612744
Juan Toscano-Anderson,272,2873,15.224,14.216,1.01,2019-20,1610612744
Zach Norvell Jr.,36,3109,14.397,14.299,0.10,2019-20,1610612744
Jeremy Pargo,44,3101,13.854,14.307,-0.45,2019-20,1610612744
Dragan Bender,195,2950,14.812,14.268,0.54,2019-20,1610612744
Mychal Mulder,204,2941,14.564,14.283,0.28,2019-20,1610612744
Chasson Randle,40,3105,13.647,14.309,-0.66,2019-20,1610612744
