PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Danny Green,71,3859,14.408,15.399,-0.99,2022-23,1610612739
Sam Merrill,33,3898,14.431,15.389,-0.96,2022-23,1610612739
Donovan Mitchell,2434,1496,15.237,15.618,-0.38,2022-23,1610612739
Evan Mobley,2703,1227,15.265,15.637,-0.37,2022-23,1610612739
Jarrett Allen,2208,1722,15.443,15.304,0.14,2022-23,1610612739
Caris LeVert,2239,1691,15.446,15.295,0.15,2022-23,1610612739
Darius Garland,2447,1483,15.195,15.691,-0.50,2022-23,1610612739
Isaac Okoro,1652,2278,15.316,15.428,-0.11,2022-23,1610612739
Kevin Love,821,3109,15.477,15.355,0.12,2022-23,1610612739
Dean Wade,872,3060,15.546,15.333,0.21,2022-23,1610612739
Cedi Osman,1534,2396,15.561,15.267,0.29,2022-23,1610612739
Raul Neto,484,3446,15.597,15.351,0.25,2022-23,1610612739
Robin Lopez,280,3650,15.739,15.353,0.39,2022-23,1610612739
Isaiah Mobley,61,3869,14.275,15.399,-1.12,2022-23,1610612739
Lamar Stevens,1102,2828,15.516,15.330,0.19,2022-23,1610612739
Mamadi Diakite,159,3771,15.693,15.369,0.32,2022-23,1610612739
Ricky Rubio,540,3390,15.745,15.323,0.42,2022-23,1610612739
Dylan Windler,10,3920,18.000,15.375,2.63,2022-23,1610612739
