PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Mike Muscala,290,3658,15.429,14.702,0.73,2022-23,1610612738
Jaylen Brown,2405,1543,14.461,15.222,-0.76,2022-23,1610612738
Jayson Tatum,2732,1216,14.743,14.778,-0.04,2022-23,1610612738
Al Horford,1921,2027,14.545,14.952,-0.41,2022-23,1610612738
Derrick White,2314,1634,14.806,14.681,0.13,2022-23,1610612738
Marcus Smart,1957,1991,14.458,15.049,-0.59,2022-23,1610612738
Noah Vonleh,172,3776,14.586,14.762,-0.18,2022-23,1610612738
Grant Williams,2039,1909,15.104,14.386,0.72,2022-23,1610612738
Malcolm Brogdon,1744,2204,14.781,14.733,0.05,2022-23,1610612738
JD Davison,31,3917,14.985,14.752,0.23,2022-23,1610612738
Justin Jackson,107,3841,15.009,14.747,0.26,2022-23,1610612738
Mfiondu Kabengele,18,3930,16.688,14.746,1.94,2022-23,1610612738
Luke Kornet,772,3176,14.838,14.734,0.11,2022-23,1610612738
Payton Pritchard,597,3351,14.985,14.714,0.27,2022-23,1610612738
Danilo Gallinari,0,3948,0.000,14.754,-14.75,2022-23,1610612738
Robert Williams III,824,3124,14.941,14.705,0.24,2022-23,1610612738
Blake Griffin,564,3384,15.284,14.666,0.62,2022-23,1610612738
Sam Hauser,1252,2696,14.720,14.770,-0.05,2022-23,1610612738
Justin Champagnie,4,3944,17.714,14.752,2.96,2022-23,1610612738
