PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Semi Ojeleye,1150,2811,15.548,15.103,0.45,2017-18,1610612738
Marcus Morris,1442,2519,15.243,15.224,0.02,2017-18,1610612738
Kadeem Allen,107,3854,15.400,15.226,0.17,2017-18,1610612738
Greg Monroe,496,3465,15.678,15.166,0.51,2017-18,1610612738
Jarell Eddie,6,3955,17.083,15.228,1.86,2017-18,1610612738
Kyrie Irving,1931,2030,14.845,15.609,-0.76,2017-18,1610612738
Daniel Theis,936,3025,15.432,15.169,0.26,2017-18,1610612738
Guerschon Yabusele,235,3726,15.433,15.218,0.22,2017-18,1610612738
Gordon Hayward,5,3956,14.182,15.232,-1.05,2017-18,1610612738
Shane Larkin,775,3186,15.850,15.084,0.77,2017-18,1610612738
Xavier Silas,7,3954,12.867,15.235,-2.37,2017-18,1610612738
Jaylen Brown,2152,1809,15.024,15.478,-0.45,2017-18,1610612738
Jonathan Gibson,40,3921,14.259,15.241,-0.98,2017-18,1610612738
Al Horford,2277,1684,15.135,15.359,-0.22,2017-18,1610612738
Terry Rozier,2068,1893,15.420,15.025,0.40,2017-18,1610612738
Aron Baynes,1485,2476,15.416,15.123,0.29,2017-18,1610612738
Abdel Nader,522,3440,15.366,15.210,0.16,2017-18,1610612738
Marcus Smart,1614,2347,15.014,15.383,-0.37,2017-18,1610612738
Jayson Tatum,2443,1518,15.172,15.324,-0.15,2017-18,1610612738
Jabari Bird,115,3846,14.504,15.253,-0.75,2017-18,1610612738
