PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Andre Iguodala,1622,2324,14.018,13.662,0.36,2017-18,1610612744
JaVale McGee,616,3330,13.757,13.817,-0.06,2017-18,1610612744
Chris Boucher,1,3945,19.000,13.805,5.20,2017-18,1610612744
Kevin Durant,2325,1621,13.418,14.386,-0.97,2017-18,1610612744
Shaun Livingston,1129,2817,14.072,13.705,0.37,2017-18,1610612744
Draymond Green,2287,1659,13.365,14.429,-1.06,2017-18,1610612744
Kevon Looney,910,3036,14.585,13.578,1.01,2017-18,1610612744
Nick Young,1393,2553,14.256,13.563,0.69,2017-18,1610612744
Stephen Curry,1631,2315,12.742,14.615,-1.87,2017-18,1610612744
Jordan Bell,809,3137,14.087,13.735,0.35,2017-18,1610612744
Damian Jones,89,3857,15.299,13.774,1.53,2017-18,1610612744
Patrick McCaw,961,2985,14.500,13.588,0.91,2017-18,1610612744
Quinn Cook,740,3206,14.833,13.577,1.26,2017-18,1610612744
Klay Thompson,2504,1442,13.569,14.222,-0.65,2017-18,1610612744
David West,999,2947,14.756,13.506,1.25,2017-18,1610612744
Omri Casspi,742,3204,14.002,13.762,0.24,2017-18,1610612744
Zaza Pachulia,972,2974,13.416,13.936,-0.52,2017-18,1610612744
