PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Juwan Morgan,4,3977,15.000,14.969,0.03,2021-22,1610612738
Matt Ryan,5,3976,13.167,14.972,-1.80,2021-22,1610612738
Jayson Tatum,2731,1250,14.919,15.076,-0.16,2021-22,1610612738
Grant Williams,1875,2106,15.141,14.817,0.33,2021-22,1610612738
Robert Williams III,1804,2177,15.137,14.831,0.31,2021-22,1610612738
Jaylen Brown,2220,1761,14.810,15.172,-0.36,2021-22,1610612738
Bol Bol,0,3981,0.000,14.969,-14.97,2021-22,1610612738
P.J. Dozier,0,3981,0.000,14.969,-14.97,2021-22,1610612738
Al Horford,2005,1976,14.940,14.998,-0.06,2021-22,1610612738
Romeo Langford,728,3253,15.007,14.960,0.05,2021-22,1610612738
Marcus Smart,2296,1685,14.660,15.401,-0.74,2021-22,1610612738
Payton Pritchard,1001,2980,15.245,14.876,0.37,2021-22,1610612738
Dennis Schroder,1433,2548,15.184,14.850,0.33,2021-22,1610612738
Juancho Hernangomez,96,3885,15.086,14.966,0.12,2021-22,1610612738
Derrick White,713,3268,15.061,14.949,0.11,2021-22,1610612738
Luke Kornet,85,3896,14.983,14.969,0.01,2021-22,1610612738
Daniel Theis,393,3588,14.974,14.968,0.01,2021-22,1610612738
Brodric Thomas,60,3921,13.545,14.993,-1.45,2021-22,1610612738
Sam Hauser,158,3823,15.015,14.967,0.05,2021-22,1610612738
Kelan Martin,6,3975,16.000,14.967,1.03,2021-22,1610612738
Malik Fitts,28,3953,14.279,14.974,-0.69,2021-22,1610612738
Nik Stauskas,15,3966,16.375,14.963,1.41,2021-22,1610612738
CJ Miles,2,3979,13.600,14.970,-1.37,2021-22,1610612738
Justin Jackson,2,3979,13.600,14.970,-1.37,2021-22,1610612738
Joe Johnson,2,3979,13.600,14.970,-1.37,2021-22,1610612738
Aaron Nesmith,574,3407,14.647,15.024,-0.38,2021-22,1610612738
Josh Richardson,1087,2894,15.282,14.853,0.43,2021-22,1610612738
Enes Freedom,411,3570,15.114,14.952,0.16,2021-22,1610612738
Jabari Parker,112,3869,14.250,14.990,-0.74,2021-22,1610612738
Bruno Fernando,58,3923,13.843,14.988,-1.14,2021-22,1610612738
Al-Farouq Aminu,0,3981,0.000,14.969,-14.97,2021-22,1610612738
Norvel Pelle,0,3981,0.000,14.969,-14.97,2021-22,1610612738
