PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
P.J. Tucker,2467,1009,13.606,12.856,0.75,2019-20,1610612745
Russell Westbrook,2049,1427,12.966,14.008,-1.04,2019-20,1610612745
Thabo Sefolosha,436,3040,13.207,13.407,-0.20,2019-20,1610612745
Ben McLemore,1619,1857,13.417,13.352,0.06,2019-20,1610612745
Tyson Chandler,219,3257,13.887,13.348,0.54,2019-20,1610612745
Danuel House Jr.,1913,1563,13.495,13.246,0.25,2019-20,1610612745
Eric Gordon,1016,2460,13.069,13.515,-0.45,2019-20,1610612745
James Harden,2483,993,13.672,12.691,0.98,2019-20,1610612745
Ryan Anderson,14,3462,10.719,13.394,-2.67,2019-20,1610612745
Chris Clemons,291,3185,13.317,13.388,-0.07,2019-20,1610612745
Isaiah Hartenstein,266,3210,13.680,13.358,0.32,2019-20,1610612745
Gary Clark,212,3264,13.237,13.392,-0.15,2019-20,1610612745
Clint Capela,1279,2197,13.435,13.352,0.08,2019-20,1610612745
Luc Mbah a Moute,25,3451,10.700,13.404,-2.70,2019-20,1610612745
Michael Frazier,145,3331,12.947,13.402,-0.45,2019-20,1610612745
Robert Covington,726,2750,13.441,13.367,0.07,2019-20,1610612745
William Howard,13,3463,13.138,13.383,-0.24,2019-20,1610612745
Bruno Caboclo,52,3424,11.892,13.407,-1.51,2019-20,1610612745
DeMarre Carroll,155,3321,12.387,13.429,-1.04,2019-20,1610612745
Jeff Green,407,3069,12.754,13.467,-0.71,2019-20,1610612745
Austin Rivers,1594,1882,13.492,13.289,0.20,2019-20,1610612745
