PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jarrett Jack,1548,2418,15.256,15.122,0.13,2017-18,1610612752
Troy Williams,290,3676,14.538,15.226,-0.69,2017-18,1610612752
Kyle O'Quinn,1387,2579,15.230,15.144,0.09,2017-18,1610612752
Ramon Sessions,167,3799,15.571,15.157,0.41,2017-18,1610612752
Trey Burke,785,3181,14.908,15.240,-0.33,2017-18,1610612752
Ron Baker,385,3581,14.681,15.227,-0.55,2017-18,1610612752
Willy Hernangomez,233,3733,15.247,15.170,0.08,2017-18,1610612752
Tim Hardaway Jr.,1885,2081,14.931,15.399,-0.47,2017-18,1610612752
Mindaugas Kuzminskas,2,3964,13.500,15.175,-1.67,2017-18,1610612752
Joakim Noah,40,3926,14.119,15.185,-1.07,2017-18,1610612752
Luke Kornet,326,3640,14.979,15.192,-0.21,2017-18,1610612752
Isaiah Hicks,239,3727,14.855,15.195,-0.34,2017-18,1610612752
Michael Beasley,1653,2313,15.145,15.195,-0.05,2017-18,1610612752
Frank Ntilikina,1706,2260,15.134,15.204,-0.07,2017-18,1610612752
Lance Thomas,1353,2613,15.453,15.033,0.42,2017-18,1610612752
Damyean Dotson,474,3492,14.835,15.221,-0.38,2017-18,1610612752
Doug McDermott,1172,2794,15.243,15.146,0.10,2017-18,1610612752
Enes Kanter,1830,2136,15.380,14.998,0.38,2017-18,1610612752
Emmanuel Mudiay,493,3473,15.023,15.196,-0.17,2017-18,1610612752
Courtney Lee,2310,1656,15.391,14.873,0.52,2017-18,1610612752
Kristaps Porzingis,1553,2413,15.163,15.181,-0.02,2017-18,1610612752
