PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Anfernee Simons,1104,2357,15.472,14.890,0.58,2020-21,1610612757
Derrick Jones Jr.,1318,2143,15.164,15.020,0.14,2020-21,1610612757
Robert Covington,2243,1218,14.962,15.280,-0.32,2020-21,1610612757
Enes Kanter,1758,1703,15.447,14.700,0.75,2020-21,1610612757
Damian Lillard,2398,1063,14.907,15.466,-0.56,2020-21,1610612757
CJ McCollum,1600,1861,14.744,15.360,-0.62,2020-21,1610612757
Rodney Hood,726,2735,15.490,14.966,0.52,2020-21,1610612757
Carmelo Anthony,1690,1771,15.496,14.680,0.82,2020-21,1610612757
Jusuf Nurkic,880,2581,14.292,15.349,-1.06,2020-21,1610612757
Keljin Blevins,75,3386,13.139,15.123,-1.98,2020-21,1610612757
Harry Giles III,348,3113,14.777,15.108,-0.33,2020-21,1610612757
CJ Elleby,192,3269,14.073,15.138,-1.06,2020-21,1610612757
Gary Trent Jr.,1262,2199,15.317,14.935,0.38,2020-21,1610612757
Nassir Little,640,2821,15.523,14.974,0.55,2020-21,1610612757
Zach Collins,0,3461,0.000,15.074,-15.07,2020-21,1610612757
Norman Powell,928,2533,14.672,15.222,-0.55,2020-21,1610612757
Rondae Hollis-Jefferson,107,3354,15.315,15.067,0.25,2020-21,1610612757
T.J. Leaf,35,3426,13.226,15.096,-1.87,2020-21,1610612757
