PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Harrison Barnes,2482,1009,14.395,14.669,-0.27,2019-20,1610612758
Richaun Holmes,1242,2249,14.701,14.351,0.35,2019-20,1610612758
Nemanja Bjelica,2011,1480,14.611,14.291,0.32,2019-20,1610612758
DaQuan Jeffries,141,3350,13.222,14.531,-1.31,2019-20,1610612758
Justin James,232,3259,13.901,14.515,-0.61,2019-20,1610612758
Buddy Hield,2216,1275,14.333,14.723,-0.39,2019-20,1610612758
Caleb Swanigan,23,3468,13.333,14.482,-1.15,2019-20,1610612758
Dewayne Dedmon,541,2950,14.798,14.415,0.38,2019-20,1610612758
Trevor Ariza,791,2700,14.626,14.429,0.20,2019-20,1610612758
Yogi Ferrell,530,2961,14.654,14.441,0.21,2019-20,1610612758
Wenyen Gabriel,61,3430,14.000,14.482,-0.48,2019-20,1610612758
Marvin Bagley III,334,3157,14.400,14.481,-0.08,2019-20,1610612758
Kyle Guy,10,3481,12.292,14.481,-2.19,2019-20,1610612758
Anthony Tolliver,82,3409,14.357,14.476,-0.12,2019-20,1610612758
Kent Bazemore,577,2914,14.449,14.478,-0.03,2019-20,1610612758
De'Aaron Fox,1634,1857,13.962,14.940,-0.98,2019-20,1610612758
Cory Joseph,1759,1732,14.866,14.087,0.78,2019-20,1610612758
Harry Giles III,667,2824,14.624,14.437,0.19,2019-20,1610612758
Bogdan Bogdanovic,1766,1725,14.694,14.253,0.44,2019-20,1610612758
Eric Mika,19,3472,13.200,14.480,-1.28,2019-20,1610612758
Jabari Parker,80,3411,12.962,14.512,-1.55,2019-20,1610612758
Alex Len,225,3266,14.175,14.495,-0.32,2019-20,1610612758
Corey Brewer,33,3458,12.959,14.489,-1.53,2019-20,1610612758
