PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Bismack Biyombo,1793,2168,15.633,14.295,1.34,2016-17,1610612753
Serge Ibaka,1710,2251,14.866,14.893,-0.03,2016-17,1610612753
Aaron Gordon,2298,1663,14.712,15.117,-0.40,2016-17,1610612753
Damjan Rudez,314,3647,15.255,14.849,0.41,2016-17,1610612753
Arinze Onuaku,28,3933,15.204,14.879,0.32,2016-17,1610612753
Jodie Meeks,737,3224,14.940,14.868,0.07,2016-17,1610612753
Marcus Georges-Hunt,48,3913,15.629,14.872,0.76,2016-17,1610612753
Evan Fournier,2234,1727,14.701,15.119,-0.42,2016-17,1610612753
Jeff Green,1534,2427,15.121,14.733,0.39,2016-17,1610612753
Elfrid Payton,2412,1549,14.393,15.662,-1.27,2016-17,1610612753
Nikola Vucevic,2163,1798,14.363,15.533,-1.17,2016-17,1610612753
CJ Wilcox,108,3853,14.833,14.883,-0.05,2016-17,1610612753
Mario Hezonja,960,3001,15.400,14.718,0.68,2016-17,1610612753
D.J. Augustin,1538,2423,15.776,14.331,1.45,2016-17,1610612753
C.J. Watson,1012,2949,14.821,14.902,-0.08,2016-17,1610612753
Anthony Brown,16,3945,15.188,14.880,0.31,2016-17,1610612753
Terrence Ross,748,3213,14.084,15.074,-0.99,2016-17,1610612753
Patricio Garino,43,3918,16.184,14.867,1.32,2016-17,1610612753
Stephen Zimmerman,108,3853,15.479,14.865,0.61,2016-17,1610612753
