PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Charlie Brown Jr.,162,3799,14.871,15.409,-0.54,2021-22,1610612755
Braxton Key,6,3955,12.200,15.393,-3.19,2021-22,1610612755
Danny Green,1353,2608,15.160,15.505,-0.35,2021-22,1610612755
Tobias Harris,2543,1418,15.543,15.110,0.43,2021-22,1610612755
Joel Embiid,2297,1664,15.289,15.520,-0.23,2021-22,1610612755
Seth Curry,1566,2395,15.724,15.169,0.56,2021-22,1610612755
Tyrese Maxey,2650,1311,15.547,15.064,0.48,2021-22,1610612755
Furkan Korkmaz,1414,2547,15.142,15.525,-0.38,2021-22,1610612755
Paul Reed,302,3659,15.542,15.374,0.17,2021-22,1610612755
Jaden Springer,6,3955,14.154,15.389,-1.24,2021-22,1610612755
Georges Niang,1736,2225,15.258,15.488,-0.23,2021-22,1610612755
Isaiah Joe,609,3352,14.857,15.484,-0.63,2021-22,1610612755
Aaron Henry,17,3944,13.974,15.393,-1.42,2021-22,1610612755
Charles Bassey,168,3793,15.368,15.387,-0.02,2021-22,1610612755
Andre Drummond,902,3059,15.453,15.367,0.09,2021-22,1610612755
Matisse Thybulle,1685,2276,15.336,15.423,-0.09,2021-22,1610612755
Shake Milton,1179,2782,15.447,15.361,0.09,2021-22,1610612755
Willie Cauley-Stein,6,3955,14.667,15.388,-0.72,2021-22,1610612755
Tyler Johnson,38,3923,15.645,15.384,0.26,2021-22,1610612755
Myles Powell,52,3909,14.191,15.403,-1.21,2021-22,1610612755
Ben Simmons,0,3961,0.000,15.387,-15.39,2021-22,1610612755
DeAndre Jordan,214,3747,15.984,15.353,0.63,2021-22,1610612755
James Harden,792,3169,15.332,15.400,-0.07,2021-22,1610612755
Paul Millsap,106,3855,16.510,15.356,1.15,2021-22,1610612755
