PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Reggie Bullock,1355,2616,15.800,15.451,0.35,2018-19,1610612765
Stanley Johnson,960,3010,15.178,15.699,-0.52,2018-19,1610612765
Jon Leuer,402,3569,15.705,15.556,0.15,2018-19,1610612765
Blake Griffin,2622,1349,15.740,15.235,0.51,2018-19,1610612765
Henry Ellenson,25,3946,15.854,15.569,0.28,2018-19,1610612765
Bruce Brown,1449,2522,15.718,15.488,0.23,2018-19,1610612765
Luke Kennard,1437,2534,15.591,15.560,0.03,2018-19,1610612765
Thon Maker,563,3408,15.470,15.587,-0.12,2018-19,1610612765
Zach Lofton,4,3967,16.000,15.571,0.43,2018-19,1610612765
Reggie Jackson,2289,1682,15.643,15.474,0.17,2018-19,1610612765
Ish Smith,1251,2720,15.305,15.693,-0.39,2018-19,1610612765
Kalin Lucas,6,3965,16.455,15.570,0.89,2018-19,1610612765
Khyri Thomas,195,3776,16.025,15.547,0.48,2018-19,1610612765
Andre Drummond,2647,1324,15.567,15.579,-0.01,2018-19,1610612765
Zaza Pachulia,878,3093,15.565,15.573,-0.01,2018-19,1610612765
Svi Mykhailiuk,20,3951,15.825,15.570,0.26,2018-19,1610612765
Glenn Robinson III,610,3361,15.568,15.571,0.00,2018-19,1610612765
Langston Galloway,1745,2226,15.241,15.834,-0.59,2018-19,1610612765
Jose Calderon,632,3339,15.716,15.543,0.17,2018-19,1610612765
Wayne Ellington,764,3207,15.510,15.585,-0.07,2018-19,1610612765
