PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Khris Middleton,1853,1666,13.080,13.573,-0.49,2019-20,1610612749
Kyle Korver,960,2559,13.396,13.281,0.12,2019-20,1610612749
Giannis Antetokounmpo,1917,1602,12.851,13.874,-1.02,2019-20,1610612749
Brook Lopez,1817,1702,13.109,13.533,-0.42,2019-20,1610612749
Donte DiVincenzo,1520,1999,13.223,13.381,-0.16,2019-20,1610612749
Pat Connaughton,1243,2276,13.892,13.003,0.89,2019-20,1610612749
Thanasis Antetokounmpo,129,3390,13.846,13.292,0.55,2019-20,1610612749
D.J. Wilson,363,3156,13.827,13.254,0.57,2019-20,1610612749
Wesley Matthews,1635,1884,12.952,13.628,-0.68,2019-20,1610612749
Frank Mason,118,3401,13.038,13.323,-0.28,2019-20,1610612749
Eric Bledsoe,1646,1873,12.711,13.856,-1.15,2019-20,1610612749
Dragan Bender,91,3428,13.711,13.303,0.41,2019-20,1610612749
George Hill,1271,2248,14.183,12.839,1.34,2019-20,1610612749
Ersan Ilyasova,986,2533,13.660,13.178,0.48,2019-20,1610612749
Robin Lopez,958,2561,13.937,13.085,0.85,2019-20,1610612749
Sterling Brown,767,2752,13.538,13.250,0.29,2019-20,1610612749
Marvin Williams,321,3198,13.934,13.252,0.68,2019-20,1610612749
