PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Rayjon Tucker,29,3932,13.662,15.015,-1.35,2021-22,1610612743
Carlik Jones,4,3957,10.727,15.010,-4.28,2021-22,1610612743
James Ennis III,14,3947,16.519,14.999,1.52,2021-22,1610612743
Bryn Forbes,610,3351,14.942,15.016,-0.07,2021-22,1610612743
DeMarcus Cousins,431,3530,15.688,14.922,0.77,2021-22,1610612743
Michael Porter Jr.,265,3696,14.606,15.033,-0.43,2021-22,1610612743
Will Barton,2276,1684,14.933,15.102,-0.17,2021-22,1610612743
Aaron Gordon,2376,1585,14.895,15.170,-0.28,2021-22,1610612743
Nikola Jokic,2476,1485,14.705,15.515,-0.81,2021-22,1610612743
JaMychal Green,1085,2876,15.391,14.862,0.53,2021-22,1610612743
Monte Morris,2239,1722,15.007,15.001,0.01,2021-22,1610612743
P.J. Dozier,340,3621,15.384,14.969,0.42,2021-22,1610612743
Facundo Campazzo,1184,2777,15.184,14.929,0.26,2021-22,1610612743
Austin Rivers,1480,2481,15.198,14.891,0.31,2021-22,1610612743
Jeff Green,1849,2112,15.009,15.000,0.01,2021-22,1610612743
Vlatko Cancar,176,3785,14.363,15.035,-0.67,2021-22,1610612743
Jamal Murray,0,3961,0.000,15.004,-15.00,2021-22,1610612743
Bones Hyland,1310,2651,15.095,14.959,0.14,2021-22,1610612743
Bol Bol,81,3880,14.718,15.010,-0.29,2021-22,1610612743
Markus Howard,176,3785,14.935,15.008,-0.07,2021-22,1610612743
Petr Cornelie,38,3923,12.977,15.026,-2.05,2021-22,1610612743
Zeke Nnaji,698,3263,15.264,14.950,0.31,2021-22,1610612743
Davon Reed,668,3293,14.958,15.013,-0.05,2021-22,1610612743
