PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Andrew Wiggins,2332,1616,14.388,14.404,-0.02,2021-22,1610612744
Juan Toscano-Anderson,994,2954,14.751,14.278,0.47,2021-22,1610612744
Moses Moody,607,3341,14.893,14.303,0.59,2021-22,1610612744
Damion Lee,1259,2690,14.600,14.298,0.30,2021-22,1610612744
Gary Payton II,1244,2704,14.373,14.404,-0.03,2021-22,1610612744
Jonathan Kuminga,1185,2763,14.470,14.362,0.11,2021-22,1610612744
Jeff Dowtin,28,3920,13.793,14.399,-0.60,2021-22,1610612744
Nemanja Bjelica,1143,2806,14.759,14.248,0.51,2021-22,1610612744
Kevon Looney,1732,2216,14.534,14.287,0.25,2021-22,1610612744
Stephen Curry,2211,1737,13.944,14.988,-1.04,2021-22,1610612744
Andre Iguodala,603,3345,14.643,14.350,0.29,2021-22,1610612744
James Wiseman,0,3948,0.000,14.394,-14.39,2021-22,1610612744
Klay Thompson,943,3005,13.976,14.528,-0.55,2021-22,1610612744
Jordan Poole,2285,1663,14.484,14.270,0.21,2021-22,1610612744
Draymond Green,1329,2619,13.841,14.682,-0.84,2021-22,1610612744
Chris Chiozza,372,3576,15.202,14.313,0.89,2021-22,1610612744
Quinndary Weatherspoon,73,3875,14.216,14.398,-0.18,2021-22,1610612744
Otto Porter Jr.,1401,2547,14.347,14.420,-0.07,2021-22,1610612744
