PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jaylen Adams,18,3448,16.048,13.458,2.59,2020-21,1610612749
Mamadi Diakite,141,3325,12.748,13.504,-0.76,2020-21,1610612749
Khris Middleton,2269,1197,13.375,13.657,-0.28,2020-21,1610612749
Giannis Antetokounmpo,2013,1453,13.179,13.883,-0.70,2020-21,1610612749
Brook Lopez,1902,1564,13.344,13.629,-0.28,2020-21,1610612749
Jrue Holiday,1907,1559,13.276,13.715,-0.44,2020-21,1610612749
D.J. Wilson,105,3361,14.392,13.445,0.95,2020-21,1610612749
Bryn Forbes,1354,2112,13.609,13.385,0.22,2020-21,1610612749
Thanasis Antetokounmpo,551,2915,13.964,13.381,0.58,2020-21,1610612749
Sam Merrill,233,3233,13.575,13.465,0.11,2020-21,1610612749
Torrey Craig,201,3265,14.885,13.387,1.50,2020-21,1610612749
Donte DiVincenzo,1814,1652,13.251,13.717,-0.47,2020-21,1610612749
Pat Connaughton,1575,1891,13.537,13.420,0.12,2020-21,1610612749
Jordan Nwora,274,3192,13.169,13.499,-0.33,2020-21,1610612749
Bobby Portis,1372,2094,13.819,13.247,0.57,2020-21,1610612749
D.J. Augustin,713,2753,14.221,13.282,0.94,2020-21,1610612749
P.J. Tucker,397,3069,13.738,13.439,0.30,2020-21,1610612749
Axel Toupane,61,3405,12.905,13.483,-0.58,2020-21,1610612749
Rodions Kurucs,34,3432,13.562,13.472,0.09,2020-21,1610612749
Jeff Teague,334,3132,13.655,13.453,0.20,2020-21,1610612749
Justin Jackson,33,3433,11.808,13.489,-1.68,2020-21,1610612749
Elijah Bryant,32,3434,11.957,13.487,-1.53,2020-21,1610612749
