PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Dennis Smith Jr.,908,3048,14.780,15.023,-0.24,2018-19,1610612742
Dirk Nowitzki,795,3161,15.185,14.911,0.27,2018-19,1610612742
Maxi Kleber,1502,2454,15.200,14.826,0.38,2018-19,1610612742
Dwight Powell,1662,2294,14.872,15.034,-0.16,2018-19,1610612742
Luka Doncic,2318,1638,15.005,14.910,0.10,2018-19,1610612742
J.J. Barea,752,3204,14.765,15.014,-0.25,2018-19,1610612742
Ryan Broekhoff,453,3503,14.705,15.000,-0.29,2018-19,1610612742
Devin Harris,1071,2885,15.195,14.883,0.31,2018-19,1610612742
Trey Burke,436,3520,14.659,15.004,-0.34,2018-19,1610612742
Tim Hardaway Jr.,558,3398,14.749,15.001,-0.25,2018-19,1610612742
Justin Jackson,531,3425,14.883,14.979,-0.10,2018-19,1610612742
Courtney Lee,268,3688,14.614,14.992,-0.38,2018-19,1610612742
Salah Mejri,399,3557,15.143,14.947,0.20,2018-19,1610612742
Ray Spalding,1,3955,13.000,14.967,-1.97,2018-19,1610612742
Harrison Barnes,1584,2372,14.960,14.971,-0.01,2018-19,1610612742
Daryl Macon,90,3866,15.022,14.965,0.06,2018-19,1610612742
Jalen Brunson,1591,2365,15.044,14.914,0.13,2018-19,1610612742
DeAndre Jordan,1554,2402,15.066,14.901,0.16,2018-19,1610612742
Wesley Matthews,1312,2644,14.896,15.002,-0.11,2018-19,1610612742
Kostas Antetokounmpo,11,3945,14.227,14.968,-0.74,2018-19,1610612742
Dorian Finney-Smith,1985,1971,14.914,15.018,-0.10,2018-19,1610612742
