PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Domantas Sabonis,1810,2141,14.922,15.141,-0.22,2017-18,1610612754
Al Jefferson,484,3467,16.000,14.908,1.09,2017-18,1610612754
Edmond Sumner,2,3949,16.250,15.040,1.21,2017-18,1610612754
Bojan Bogdanovic,2464,1487,14.760,15.511,-0.75,2017-18,1610612754
Lance Stephenson,1850,2101,15.483,14.659,0.82,2017-18,1610612754
Cory Joseph,2210,1741,15.270,14.755,0.52,2017-18,1610612754
Ben Moore,9,3942,16.950,15.036,1.91,2017-18,1610612754
Trey McKinney-Jones,1,3950,11.750,15.043,-3.29,2017-18,1610612754
Trevor Booker,269,3682,15.818,14.985,0.83,2017-18,1610612754
Alex Poythress,104,3847,16.127,15.012,1.12,2017-18,1610612754
Victor Oladipo,2552,1399,14.607,15.856,-1.25,2017-18,1610612754
Thaddeus Young,2607,1344,14.902,15.306,-0.40,2017-18,1610612754
Myles Turner,1836,2115,14.893,15.170,-0.28,2017-18,1610612754
Darren Collison,2018,1933,14.894,15.196,-0.30,2017-18,1610612754
Glenn Robinson III,338,3613,15.617,14.988,0.63,2017-18,1610612754
Ike Anigbogu,30,3921,15.047,15.041,0.01,2017-18,1610612754
Joe Young,558,3393,15.571,14.954,0.62,2017-18,1610612754
TJ Leaf,459,3492,15.549,14.973,0.58,2017-18,1610612754
Damien Wilkins,152,3799,15.870,15.008,0.86,2017-18,1610612754
