PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Goran Dragic,62,3856,15.485,14.257,1.23,2022-23,1610612749
Jae Crowder,315,3603,13.971,14.303,-0.33,2022-23,1610612749
Meyers Leonard,83,3835,15.000,14.261,0.74,2022-23,1610612749
Lindell Wigginton,59,3859,15.357,14.259,1.10,2022-23,1610612749
Brook Lopez,2373,1545,14.237,14.337,-0.10,2022-23,1610612749
George Hill,667,3251,15.252,14.082,1.17,2022-23,1610612749
Serge Ibaka,185,3733,16.118,14.189,1.93,2022-23,1610612749
Jrue Holiday,2183,1735,13.913,14.741,-0.83,2022-23,1610612749
Wesley Matthews,797,3121,14.282,14.275,0.01,2022-23,1610612749
Jordan Nwora,597,3321,14.937,14.159,0.78,2022-23,1610612749
Bobby Portis,1801,2117,14.620,13.988,0.63,2022-23,1610612749
Jevon Carter,1792,2126,14.391,14.182,0.21,2022-23,1610612749
Grayson Allen,1972,1946,14.271,14.282,-0.01,2022-23,1610612749
Thanasis Antetokounmpo,178,3740,14.828,14.249,0.58,2022-23,1610612749
Sandro Mamukelashvili,218,3700,15.297,14.219,1.08,2022-23,1610612749
AJ Green,346,3572,14.634,14.242,0.39,2022-23,1610612749
MarJon Beauchamp,670,3248,14.649,14.199,0.45,2022-23,1610612749
Giannis Antetokounmpo,2024,1894,13.883,14.703,-0.82,2022-23,1610612749
Joe Ingles,1025,2893,13.951,14.394,-0.44,2022-23,1610612749
Khris Middleton,801,3117,13.540,14.472,-0.93,2022-23,1610612749
Pat Connaughton,1443,2475,14.056,14.405,-0.35,2022-23,1610612749
