PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Edmond Sumner,210,3731,13.987,14.763,-0.78,2018-19,1610612754
Davon Reed,47,3894,13.571,14.734,-1.16,2018-19,1610612754
Tyreke Evans,1402,2539,14.669,14.746,-0.08,2018-19,1610612754
Kyle O'Quinn,371,3570,14.365,14.757,-0.39,2018-19,1610612754
Doug McDermott,1340,2601,14.580,14.791,-0.21,2018-19,1610612754
Domantas Sabonis,1838,2103,14.651,14.778,-0.13,2018-19,1610612754
Darren Collison,2143,1798,14.879,14.528,0.35,2018-19,1610612754
Myles Turner,2119,1822,14.900,14.512,0.39,2018-19,1610612754
TJ Leaf,522,3420,14.176,14.806,-0.63,2018-19,1610612754
Aaron Holiday,646,3295,13.928,14.880,-0.95,2018-19,1610612754
Alize Johnson,64,3877,13.259,14.746,-1.49,2018-19,1610612754
Bojan Bogdanovic,2573,1368,14.765,14.633,0.13,2018-19,1610612754
Ike Anigbogu,6,3935,11.857,14.724,-2.87,2018-19,1610612754
Victor Oladipo,1147,2794,14.647,14.748,-0.10,2018-19,1610612754
Cory Joseph,2063,1878,14.777,14.656,0.12,2018-19,1610612754
Thaddeus Young,2489,1452,14.980,14.291,0.69,2018-19,1610612754
Wesley Matthews,725,3216,14.954,14.666,0.29,2018-19,1610612754
