PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Joe Wieskamp,34,3879,14.635,14.987,-0.35,2022-23,1610612761
Jakob Poeltl,696,3217,14.864,15.010,-0.14,2022-23,1610612761
Will Barton,197,3716,15.520,14.956,0.56,2022-23,1610612761
Jeff Dowtin Jr.,259,3654,15.576,14.943,0.63,2022-23,1610612761
Ron Harper Jr.,25,3888,15.280,14.982,0.30,2022-23,1610612761
Otto Porter Jr.,146,3767,14.906,14.987,-0.08,2022-23,1610612761
Justin Champagnie,11,3902,15.238,14.983,0.26,2022-23,1610612761
Khem Birch,162,3751,14.997,14.983,0.01,2022-23,1610612761
Chris Boucher,1504,2409,15.344,14.762,0.58,2022-23,1610612761
Juancho Hernangomez,614,3300,15.157,14.951,0.21,2022-23,1610612761
Thaddeus Young,795,3118,15.500,14.853,0.65,2022-23,1610612761
Fred VanVleet,2535,1378,14.939,15.066,-0.13,2022-23,1610612761
Pascal Siakam,2652,1261,14.793,15.386,-0.59,2022-23,1610612761
Precious Achiuwa,1112,2801,15.411,14.818,0.59,2022-23,1610612761
Scottie Barnes,2656,1257,14.921,15.115,-0.19,2022-23,1610612761
Dalano Banton,259,3654,14.668,15.006,-0.34,2022-23,1610612761
Christian Koloko,777,3136,14.573,15.087,-0.51,2022-23,1610612761
Gary Trent Jr.,2091,1822,14.821,15.174,-0.35,2022-23,1610612761
O.G. Anunoby,2386,1527,14.853,15.188,-0.33,2022-23,1610612761
Malachi Flynn,655,3258,15.244,14.932,0.31,2022-23,1610612761
