PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Andre Miller,411,3600,16.209,15.224,0.99,2013-14,1610612764
Drew Gooden,395,3616,16.167,15.231,0.94,2013-14,1610612764
Eric Maynor,214,3796,16.666,15.248,1.42,2013-14,1610612764
Nene,1560,2451,15.087,15.472,-0.38,2013-14,1610612764
Chris Singleton,250,3761,16.069,15.271,0.80,2013-14,1610612764
Otto Porter Jr.,319,3692,15.979,15.264,0.72,2013-14,1610612764
Martell Webster,2157,1854,15.458,15.161,0.30,2013-14,1610612764
Garrett Temple,638,3373,15.800,15.232,0.57,2013-14,1610612764
Al Harrington,511,3500,15.645,15.273,0.37,2013-14,1610612764
Bradley Beal,2530,1481,15.338,15.291,0.05,2013-14,1610612764
Glen Rice,109,3902,15.690,15.310,0.38,2013-14,1610612764
Jan Vesely,470,3541,16.133,15.217,0.92,2013-14,1610612764
Marcin Gortat,2655,1356,15.066,15.831,-0.76,2013-14,1610612764
John Wall,2980,1031,14.965,16.413,-1.45,2013-14,1610612764
Trevor Booker,1554,2457,15.575,15.163,0.41,2013-14,1610612764
Trevor Ariza,2723,1288,14.931,16.195,-1.26,2013-14,1610612764
Kevin Seraphin,578,3433,15.778,15.246,0.53,2013-14,1610612764
