PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Salah Mejri,905,3051,16.958,16.229,0.73,2016-17,1610612742
Justin Anderson,709,3247,16.286,16.416,-0.13,2016-17,1610612742
Quinn Cook,77,3879,17.545,16.370,1.18,2016-17,1610612742
Dwight Powell,1333,2623,16.304,16.437,-0.13,2016-17,1610612742
Harrison Barnes,2804,1152,16.512,16.103,0.41,2016-17,1610612742
Yogi Ferrell,1046,2910,16.190,16.466,-0.28,2016-17,1610612742
Nerlens Noel,483,3473,16.437,16.386,0.05,2016-17,1610612742
Pierre Jackson,84,3872,15.243,16.419,-1.18,2016-17,1610612742
AJ Hammons,163,3793,15.291,16.441,-1.15,2016-17,1610612742
Deron Williams,1171,2785,16.496,16.349,0.15,2016-17,1610612742
Andrew Bogut,582,3374,17.155,16.263,0.89,2016-17,1610612742
Nicolas Brussino,521,3435,15.548,16.524,-0.98,2016-17,1610612742
DeAndre Liggins,25,3931,17.093,16.389,0.70,2016-17,1610612742
Jarrod Uthoff,115,3841,15.378,16.423,-1.04,2016-17,1610612742
Jonathan Gibson,231,3725,15.401,16.457,-1.05,2016-17,1610612742
Manny Harris,25,3931,15.878,16.396,-0.52,2016-17,1610612742
Wesley Matthews,2495,1461,16.550,16.126,0.42,2016-17,1610612742
Dorian Finney-Smith,1642,2314,16.521,16.304,0.22,2016-17,1610612742
Seth Curry,2029,1927,16.629,16.147,0.48,2016-17,1610612742
Dirk Nowitzki,1424,2532,15.937,16.660,-0.72,2016-17,1610612742
Quincy Acy,48,3908,16.900,16.387,0.51,2016-17,1610612742
Devin Harris,1087,2869,16.234,16.453,-0.22,2016-17,1610612742
J.J. Barea,771,3185,16.077,16.470,-0.39,2016-17,1610612742
Ben Bentil,10,3946,14.864,16.397,-1.53,2016-17,1610612742
