PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Mason Plumlee,435,3483,14.575,14.920,-0.35,2022-23,1610612746
Eric Gordon,526,3392,14.486,14.944,-0.46,2022-23,1610612746
Bones Hyland,247,3671,14.436,14.912,-0.48,2022-23,1610612746
Russell Westbrook,595,3323,14.342,14.981,-0.64,2022-23,1610612746
Paul George,1939,1979,15.017,14.752,0.27,2022-23,1610612746
Marcus Morris Sr.,1825,2093,15.108,14.688,0.42,2022-23,1610612746
Ivica Zubac,2145,1773,15.203,14.504,0.70,2022-23,1610612746
Norman Powell,1536,2382,14.578,15.084,-0.51,2022-23,1610612746
Reggie Jackson,1338,2580,15.190,14.724,0.47,2022-23,1610612746
John Wall,755,3163,14.409,14.997,-0.59,2022-23,1610612746
Nicolas Batum,1688,2230,14.699,15.022,-0.32,2022-23,1610612746
Robert Covington,773,3145,14.468,14.984,-0.51,2022-23,1610612746
Luke Kennard,725,3193,14.649,14.934,-0.28,2022-23,1610612746
Terance Mann,1852,2066,15.161,14.637,0.52,2022-23,1610612746
Kawhi Leonard,1711,2207,15.166,14.664,0.50,2022-23,1610612746
Amir Coffey,625,3293,14.863,14.885,-0.02,2022-23,1610612746
Jason Preston,124,3794,14.195,14.904,-0.71,2022-23,1610612746
Brandon Boston Jr.,248,3670,14.473,14.910,-0.44,2022-23,1610612746
Moses Brown,288,3630,14.687,14.897,-0.21,2022-23,1610612746
Moussa Diabate,195,3723,14.554,14.899,-0.34,2022-23,1610612746
Xavier Moon,20,3898,14.949,14.881,0.07,2022-23,1610612746
