PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Kemba Walker,2614,1367,15.962,16.002,-0.04,2013-14,1610612766
Jannero Pargo,242,3739,15.747,15.991,-0.24,2013-14,1610612766
Jeff Adrien,256,3725,15.450,16.013,-0.56,2013-14,1610612766
Gerald Henderson,2461,1520,16.221,15.588,0.63,2013-14,1610612766
Ben Gordon,279,3702,15.299,16.028,-0.73,2013-14,1610612766
Bismack Biyombo,1072,2909,15.978,15.975,0.00,2013-14,1610612766
Anthony Tolliver,1298,2683,15.899,16.014,-0.11,2013-14,1610612766
Luke Ridnour,378,3603,16.273,15.945,0.33,2013-14,1610612766
Josh McRoberts,2360,1621,16.358,15.441,0.92,2013-14,1610612766
Ramon Sessions,1305,2676,15.629,16.149,-0.52,2013-14,1610612766
Justin Hamilton,4,3977,10.667,15.982,-5.32,2013-14,1610612766
James Southerland,3,3978,16.500,15.976,0.52,2013-14,1610612766
Gary Neal,507,3474,15.968,15.977,-0.01,2013-14,1610612766
DJ White,10,3971,14.818,15.979,-1.16,2013-14,1610612766
Michael Kidd-Gilchrist,1502,2479,16.285,15.796,0.49,2013-14,1610612766
Al Jefferson,2553,1428,16.070,15.808,0.26,2013-14,1610612766
Jeffery Taylor,629,3352,15.614,16.045,-0.43,2013-14,1610612766
Cody Zeller,1417,2564,15.415,16.297,-0.88,2013-14,1610612766
Chris Douglas-Roberts,1016,2966,15.760,16.050,-0.29,2013-14,1610612766
