PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jonah Bolden,14,3505,14.394,15.031,-0.64,2019-20,1610612755
Al Horford,2026,1493,14.915,15.184,-0.27,2019-20,1610612755
Joel Embiid,1506,2013,15.000,15.050,-0.05,2019-20,1610612755
Josh Richardson,1693,1826,15.127,14.938,0.19,2019-20,1610612755
Tobias Harris,2469,1050,15.140,14.773,0.37,2019-20,1610612755
Trey Burke,329,3190,16.076,14.926,1.15,2019-20,1610612755
Shake Milton,805,2714,15.438,14.908,0.53,2019-20,1610612755
James Ennis III,776,2743,14.730,15.113,-0.38,2019-20,1610612755
Furkan Korkmaz,1559,1960,14.809,15.207,-0.40,2019-20,1610612755
Mike Scott,1207,2312,15.165,14.958,0.21,2019-20,1610612755
Ben Simmons,2017,1502,14.665,15.530,-0.86,2019-20,1610612755
Norvel Pelle,232,3287,15.040,15.028,0.01,2019-20,1610612755
Kyle O'Quinn,313,3206,15.672,14.966,0.71,2019-20,1610612755
Matisse Thybulle,1287,2232,14.930,15.086,-0.16,2019-20,1610612755
Raul Neto,668,2851,15.287,14.968,0.32,2019-20,1610612755
Zhaire Smith,32,3487,14.071,15.038,-0.97,2019-20,1610612755
Marial Shayok,28,3491,14.016,15.037,-1.02,2019-20,1610612755
Glenn Robinson III,270,3249,15.516,14.988,0.53,2019-20,1610612755
Alec Burks,364,3155,15.109,15.019,0.09,2019-20,1610612755
