PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Dewayne Dedmon,845,3106,15.380,15.123,0.26,2014-15,1610612753
Ben Gordon,790,3161,15.433,15.113,0.32,2014-15,1610612753
Andrew Nicholson,492,3459,15.479,15.135,0.35,2014-15,1610612753
Nikola Vucevic,2529,1422,15.052,15.403,-0.35,2014-15,1610612753
Kyle O'Quinn,824,3127,15.686,15.045,0.64,2014-15,1610612753
Aaron Gordon,797,3154,15.134,15.187,-0.05,2014-15,1610612753
Devyn Marble,208,3743,13.313,15.288,-1.97,2014-15,1610612753
Elfrid Payton,2489,1462,14.987,15.501,-0.51,2014-15,1610612753
Willie Green,951,3000,15.133,15.190,-0.06,2014-15,1610612753
Luke Ridnour,683,3268,15.100,15.193,-0.09,2014-15,1610612753
Victor Oladipo,2573,1378,15.176,15.178,0.00,2014-15,1610612753
Channing Frye,1870,2081,15.141,15.209,-0.07,2014-15,1610612753
Maurice Harkless,674,3277,14.986,15.216,-0.23,2014-15,1610612753
Evan Fournier,1661,2290,15.288,15.097,0.19,2014-15,1610612753
Tobias Harris,2369,1582,15.353,14.913,0.44,2014-15,1610612753
