PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Trey Lyles,1382,2609,16.901,16.462,0.44,2015-16,1610612762
Derrick Favors,1983,2008,16.728,16.499,0.23,2015-16,1610612762
Joe Ingles,1241,2750,16.399,16.712,-0.31,2015-16,1610612762
Gordon Hayward,2893,1098,16.444,17.070,-0.63,2015-16,1610612762
Chris Johnson,857,3134,16.208,16.725,-0.52,2015-16,1610612762
Trey Burke,1366,2625,16.459,16.694,-0.23,2015-16,1610612762
Shelvin Mack,879,3112,16.679,16.594,0.08,2015-16,1610612762
Raul Neto,1499,2492,16.747,16.533,0.21,2015-16,1610612762
Rodney Hood,2541,1450,17.001,15.962,1.04,2015-16,1610612762
Elijah Millsap,173,3818,15.823,16.649,-0.83,2015-16,1610612762
JJ O'Brien,6,3985,15.429,16.615,-1.19,2015-16,1610612762
Tibor Pleiss,82,3909,16.462,16.616,-0.15,2015-16,1610612762
Trevor Booker,1632,2359,16.595,16.625,-0.03,2015-16,1610612762
Jeff Withey,658,3333,16.544,16.626,-0.08,2015-16,1610612762
Erick Green,35,3956,18.185,16.599,1.59,2015-16,1610612762
Alec Burks,797,3194,15.993,16.772,-0.78,2015-16,1610612762
Rudy Gobert,1932,2059,16.697,16.536,0.16,2015-16,1610612762
