PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Brandon Bass,1342,2604,15.236,15.594,-0.36,2015-16,1610612747
D'Angelo Russell,2259,1687,15.614,15.282,0.33,2015-16,1610612747
Anthony Brown,599,3347,15.451,15.476,-0.02,2015-16,1610612747
Roy Hibbert,1878,2068,15.888,15.096,0.79,2015-16,1610612747
Julius Randle,2286,1660,15.685,15.177,0.51,2015-16,1610612747
Tarik Black,496,3450,14.848,15.560,-0.71,2015-16,1610612747
Ryan Kelly,470,3476,14.313,15.631,-1.32,2015-16,1610612747
Nick Young,1033,2913,15.560,15.441,0.12,2015-16,1610612747
Lou Williams,1907,2039,15.160,15.769,-0.61,2015-16,1610612747
Larry Nance Jr.,1266,2680,15.540,15.440,0.10,2015-16,1610612747
Jordan Clarkson,2552,1394,15.626,15.187,0.44,2015-16,1610612747
Metta World Peace,590,3356,15.500,15.467,0.03,2015-16,1610612747
Kobe Bryant,1863,2083,15.458,15.485,-0.03,2015-16,1610612747
Robert Sacre,320,3626,14.971,15.517,-0.55,2015-16,1610612747
Marcelo Huertas,869,3077,15.241,15.536,-0.29,2015-16,1610612747
