PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Xavier Sneed,8,3948,18.267,14.412,3.86,2021-22,1610612763
Dakota Mathias,16,3940,15.886,14.413,1.47,2021-22,1610612763
DaQuan Jeffries,9,3947,17.895,14.411,3.48,2021-22,1610612763
Jon Teske,8,3948,17.588,14.412,3.18,2021-22,1610612763
Jaren Jackson Jr.,2126,1830,14.303,14.554,-0.25,2021-22,1610612763
Brandon Clarke,1246,2710,14.003,14.615,-0.61,2021-22,1610612763
Tyus Jones,1549,2407,14.475,14.384,0.09,2021-22,1610612763
Desmond Bane,2266,1690,14.603,14.179,0.42,2021-22,1610612763
Steven Adams,1999,1957,14.786,14.058,0.73,2021-22,1610612763
Kyle Anderson,1484,2472,14.335,14.471,-0.14,2021-22,1610612763
Ziaire Williams,1346,2610,14.216,14.526,-0.31,2021-22,1610612763
John Konchar,1292,2664,14.482,14.389,0.09,2021-22,1610612763
Ja Morant,1889,2067,14.441,14.399,0.04,2021-22,1610612763
Xavier Tillman,701,3255,14.600,14.381,0.22,2021-22,1610612763
Yves Pons,71,3885,14.526,14.417,0.11,2021-22,1610612763
Dillon Brooks,885,3071,14.102,14.510,-0.41,2021-22,1610612763
De'Anthony Melton,1657,2299,14.157,14.613,-0.46,2021-22,1610612763
Shaq Buchanan,10,3946,13.455,14.422,-0.97,2021-22,1610612763
Tyrell Terry,3,3953,11.875,14.422,-2.55,2021-22,1610612763
Sam Merrill,58,3898,14.760,14.414,0.35,2021-22,1610612763
Killian Tillie,461,3495,14.950,14.350,0.60,2021-22,1610612763
Jarrett Culver,338,3618,14.337,14.427,-0.09,2021-22,1610612763
Santi Aldama,360,3596,14.704,14.390,0.31,2021-22,1610612763
