PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Josh Richardson,504,3419,15.071,14.353,0.72,2022-23,1610612740
Trey Murphy III,2408,1515,14.328,14.630,-0.30,2022-23,1610612740
Zion Williamson,956,2967,14.031,14.580,-0.55,2022-23,1610612740
Naji Marshall,1780,2143,14.675,14.253,0.42,2022-23,1610612740
Jonas Valanciunas,1947,1976,14.591,14.300,0.29,2022-23,1610612740
Herbert Jones,1912,2011,14.394,14.490,-0.10,2022-23,1610612740
Devonte' Graham,811,3112,14.759,14.361,0.40,2022-23,1610612740
Kira Lewis Jr.,235,3688,13.984,14.474,-0.49,2022-23,1610612740
E.J. Liddell,0,3923,0.000,14.444,-14.44,2022-23,1610612740
Garrett Temple,162,3761,13.616,14.482,-0.87,2022-23,1610612740
Brandon Ingram,1496,2427,14.570,14.368,0.20,2022-23,1610612740
Dereon Seabron,12,3911,12.667,14.449,-1.78,2022-23,1610612740
CJ McCollum,2610,1313,14.430,14.471,-0.04,2022-23,1610612740
Willy Hernangomez,458,3465,14.251,14.470,-0.22,2022-23,1610612740
Jaxson Hayes,610,3313,14.519,14.430,0.09,2022-23,1610612740
Jose Alvarado,1310,2613,14.347,14.493,-0.15,2022-23,1610612740
Larry Nance Jr.,1364,2559,14.509,14.410,0.10,2022-23,1610612740
Dyson Daniels,1042,2881,14.177,14.542,-0.36,2022-23,1610612740
