PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Keifer Sykes,566,3410,14.557,14.601,-0.04,2021-22,1610612754
Gabe York,21,3955,10.918,14.617,-3.70,2021-22,1610612754
Lance Stephenson,744,3232,14.515,14.614,-0.10,2021-22,1610612754
Justin Anderson,269,3707,14.672,14.589,0.08,2021-22,1610612754
Ahmad Caver,1,3975,7.000,14.597,-7.60,2021-22,1610612754
Terry Taylor,714,3262,14.140,14.697,-0.56,2021-22,1610612754
Nate Hinton,2,3974,11.000,14.597,-3.60,2021-22,1610612754
Justin Holiday,1416,2560,14.747,14.511,0.24,2021-22,1610612754
Torrey Craig,1034,2942,14.872,14.500,0.37,2021-22,1610612754
Jeremy Lamb,613,3363,14.855,14.547,0.31,2021-22,1610612754
T.J. McConnell,652,3324,14.671,14.580,0.09,2021-22,1610612754
Reggie Perry,10,3966,15.333,14.593,0.74,2021-22,1610612754
Isaiah Jackson,541,3435,13.658,14.747,-1.09,2021-22,1610612754
Tristan Thompson,66,3910,16.188,14.569,1.62,2021-22,1610612754
Tyrese Haliburton,938,3038,14.166,14.730,-0.56,2021-22,1610612754
Jalen Smith,543,3433,14.661,14.584,0.08,2021-22,1610612754
Buddy Hield,925,3051,14.363,14.666,-0.30,2021-22,1610612754
Chris Duarte,1541,2435,14.834,14.445,0.39,2021-22,1610612754
Malcolm Brogdon,1206,2770,14.703,14.548,0.15,2021-22,1610612754
Brad Wanamaker,293,3683,15.000,14.563,0.44,2021-22,1610612754
Oshae Brissett,1564,2412,14.490,14.663,-0.17,2021-22,1610612754
DeJon Jarreau,1,3975,9.000,14.596,-5.60,2021-22,1610612754
Domantas Sabonis,1632,2344,14.895,14.390,0.50,2021-22,1610612754
T.J. Warren,0,3976,0.000,14.595,-14.59,2021-22,1610612754
Duane Washington Jr.,968,3008,13.754,14.878,-1.12,2021-22,1610612754
Caris LeVert,1214,2762,14.921,14.454,0.47,2021-22,1610612754
Kelan Martin,444,3532,14.920,14.555,0.37,2021-22,1610612754
Goga Bitadze,729,3247,14.400,14.639,-0.24,2021-22,1610612754
Myles Turner,1235,2741,14.860,14.479,0.38,2021-22,1610612754
Ricky Rubio,0,3976,0.000,14.595,-14.59,2021-22,1610612754
