PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Troy Williams,312,3634,13.096,13.535,-0.44,2018-19,1610612758
Willie Cauley-Stein,2213,1733,13.150,13.948,-0.80,2018-19,1610612758
Caleb Swanigan,33,3913,13.353,13.500,-0.15,2018-19,1610612758
Justin Jackson,1083,2863,13.757,13.402,0.36,2018-19,1610612758
Marvin Bagley III,1567,2379,13.978,13.187,0.79,2018-19,1610612758
Buddy Hield,2615,1331,13.334,13.827,-0.49,2018-19,1610612758
Ben McLemore,158,3788,13.530,13.498,0.03,2018-19,1610612758
Skal Labissiere,113,3833,12.646,13.526,-0.88,2018-19,1610612758
Kosta Koufos,502,3444,14.456,13.362,1.09,2018-19,1610612758
Harrison Barnes,949,2997,13.312,13.559,-0.25,2018-19,1610612758
Alec Burks,127,3819,14.238,13.475,0.76,2018-19,1610612758
Harry Giles III,820,3126,13.726,13.440,0.29,2018-19,1610612758
Yogi Ferrell,1067,2879,14.155,13.263,0.89,2018-19,1610612758
Iman Shumpert,1099,2847,13.275,13.586,-0.31,2018-19,1610612758
Frank Mason,435,3511,13.833,13.457,0.38,2018-19,1610612758
Nemanja Bjelica,1788,2158,13.236,13.717,-0.48,2018-19,1610612758
De'Aaron Fox,2546,1400,13.076,14.298,-1.22,2018-19,1610612758
Corey Brewer,352,3594,14.425,13.411,1.01,2018-19,1610612758
Bogdan Bogdanovic,1947,1999,13.762,13.253,0.51,2018-19,1610612758
BJ Johnson,6,3940,13.833,13.499,0.34,2018-19,1610612758
