PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Jayson Tatum,2290,1186,14.904,14.456,0.45,2020-21,1610612738
Tristan Thompson,1287,2189,15.004,14.603,0.40,2020-21,1610612738
Daniel Theis,1027,2449,14.809,14.726,0.08,2020-21,1610612738
Jaylen Brown,1999,1477,14.509,15.083,-0.57,2020-21,1610612738
Marcus Smart,1581,1895,14.346,15.098,-0.75,2020-21,1610612738
Jeff Teague,616,2860,15.194,14.656,0.54,2020-21,1610612738
Grant Williams,1138,2338,14.681,14.784,-0.10,2020-21,1610612738
Javonte Green,345,3131,15.058,14.717,0.34,2020-21,1610612738
Aaron Nesmith,669,2807,14.780,14.743,0.04,2020-21,1610612738
Tremont Waters,238,3238,13.756,14.826,-1.07,2020-21,1610612738
Tacko Fall,136,3340,14.633,14.755,-0.12,2020-21,1610612738
Romeo Langford,283,3193,15.069,14.723,0.35,2020-21,1610612738
Kemba Walker,1369,2107,14.677,14.798,-0.12,2020-21,1610612738
Payton Pritchard,1268,2208,15.046,14.583,0.46,2020-21,1610612738
Robert Williams III,985,2491,14.985,14.659,0.33,2020-21,1610612738
Semi Ojeleye,950,2526,15.170,14.596,0.57,2020-21,1610612738
Carsen Edwards,276,3200,14.457,14.776,-0.32,2020-21,1610612738
Moritz Wagner,61,3415,14.875,14.748,0.13,2020-21,1610612738
Luke Kornet,254,3222,14.192,14.794,-0.60,2020-21,1610612738
Evan Fournier,472,3004,13.822,14.902,-1.08,2020-21,1610612738
Jabari Parker,138,3338,14.978,14.741,0.24,2020-21,1610612738
