PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Emanuel Terry,18,3928,14.050,14.274,-0.22,2021-22,1610612756
Gabriel Lundberg,44,3902,13.385,14.283,-0.90,2021-22,1610612756
MJ Walker,8,3938,13.800,14.274,-0.47,2021-22,1610612756
Bismack Biyombo,506,3440,14.743,14.205,0.54,2021-22,1610612756
Paris Bass,7,3939,14.056,14.273,-0.22,2021-22,1610612756
Justin Jackson,35,3911,15.408,14.263,1.15,2021-22,1610612756
Mikal Bridges,2854,1092,14.185,14.498,-0.31,2021-22,1610612756
Jae Crowder,1886,2060,14.118,14.414,-0.30,2021-22,1610612756
Deandre Ayton,1713,2233,14.059,14.437,-0.38,2021-22,1610612756
Landry Shamet,1437,2509,14.495,14.146,0.35,2021-22,1610612756
Elfrid Payton,549,3397,14.631,14.215,0.42,2021-22,1610612756
Frank Kaminsky,181,3765,13.789,14.297,-0.51,2021-22,1610612756
Jalen Smith,382,3564,14.646,14.233,0.41,2021-22,1610612756
Chandler Hutchison,22,3924,13.442,14.278,-0.84,2021-22,1610612756
Torrey Craig,562,3384,14.819,14.182,0.64,2021-22,1610612756
Devin Booker,2345,1601,14.048,14.606,-0.56,2021-22,1610612756
Chris Paul,2139,1807,14.225,14.329,-0.10,2021-22,1610612756
Cameron Payne,1278,2668,14.345,14.238,0.11,2021-22,1610612756
Cameron Johnson,1730,2216,14.199,14.331,-0.13,2021-22,1610612756
Abdel Nader,145,3801,13.927,14.287,-0.36,2021-22,1610612756
JaVale McGee,1172,2774,14.571,14.148,0.42,2021-22,1610612756
Aaron Holiday,358,3588,14.423,14.258,0.17,2021-22,1610612756
Ish Wainright,359,3587,14.694,14.230,0.46,2021-22,1610612756
Dario Saric,0,3946,0.000,14.273,-14.27,2021-22,1610612756
