PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Damion James,50,3901,15.150,15.085,0.07,2013-14,1610612759
Shannon Brown,103,3848,14.624,15.099,-0.47,2013-14,1610612759
Austin Daye,115,3836,15.770,15.065,0.70,2013-14,1610612759
Tim Duncan,2158,1793,15.315,14.816,0.50,2013-14,1610612759
Manu Ginobili,1551,2400,14.444,15.513,-1.07,2013-14,1610612759
Tiago Splitter,1271,2680,15.019,15.118,-0.10,2013-14,1610612759
Jeff Ayres,952,2999,14.905,15.144,-0.24,2013-14,1610612759
Marco Belinelli,2016,1935,15.116,15.056,0.06,2013-14,1610612759
Cory Joseph,936,3015,15.396,14.990,0.41,2013-14,1610612759
Matt Bonner,690,3261,15.233,15.055,0.18,2013-14,1610612759
Kawhi Leonard,1923,2028,15.081,15.091,-0.01,2013-14,1610612759
Patty Mills,1527,2424,14.765,15.289,-0.52,2013-14,1610612759
Boris Diaw,1974,1977,15.025,15.147,-0.12,2013-14,1610612759
Danny Green,1651,2300,15.053,15.110,-0.06,2013-14,1610612759
Tony Parker,1997,1954,15.409,14.758,0.65,2013-14,1610612759
Aron Baynes,491,3460,15.236,15.065,0.17,2013-14,1610612759
Othyus Jeffers,34,3917,15.984,15.079,0.91,2013-14,1610612759
Malcolm Thomas,15,3936,16.000,15.083,0.92,2013-14,1610612759
Nando De Colo,301,3650,15.803,15.027,0.78,2013-14,1610612759
