PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
P.J. Washington,1954,1517,14.522,14.439,0.08,2020-21,1610612766
Cody Zeller,1005,2466,14.540,14.464,0.08,2020-21,1610612766
Terry Rozier,2383,1088,14.460,14.543,-0.08,2020-21,1610612766
LaMelo Ball,1469,2002,13.916,14.929,-1.01,2020-21,1610612766
Miles Bridges,1932,1539,14.324,14.690,-0.37,2020-21,1610612766
Cody Martin,849,2622,14.641,14.437,0.20,2020-21,1610612766
Gordon Hayward,1496,1975,14.282,14.644,-0.36,2020-21,1610612766
Devonte' Graham,1659,1812,14.801,14.204,0.60,2020-21,1610612766
Jalen McDaniels,904,2567,14.892,14.348,0.55,2020-21,1610612766
Caleb Martin,818,2653,14.455,14.496,-0.04,2020-21,1610612766
Vernon Carey Jr.,115,3356,13.970,14.504,-0.53,2020-21,1610612766
Malik Monk,878,2593,14.282,14.557,-0.28,2020-21,1610612766
Grant Riller,27,3444,14.800,14.484,0.32,2020-21,1610612766
Nate Darling,26,3445,15.962,14.475,1.49,2020-21,1610612766
Nick Richards,63,3408,14.137,14.493,-0.35,2020-21,1610612766
Bismack Biyombo,1349,2122,14.850,14.262,0.59,2020-21,1610612766
Brad Wanamaker,428,3043,14.916,14.427,0.49,2020-21,1610612766
