PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Greg Monroe,2314,1652,15.110,15.018,0.09,2015-16,1610612749
Jabari Parker,2408,1558,14.964,15.240,-0.28,2015-16,1610612749
O.J. Mayo,1090,2876,14.734,15.202,-0.47,2015-16,1610612749
Khris Middleton,2852,1114,14.853,15.654,-0.80,2015-16,1610612749
Greivis Vasquez,460,3506,15.582,15.007,0.57,2015-16,1610612749
Giannis Antetokounmpo,2823,1143,14.986,15.285,-0.30,2015-16,1610612749
Jared Cunningham,55,3911,15.369,15.068,0.30,2015-16,1610612749
Steve Novak,20,3946,13.227,15.082,-1.85,2015-16,1610612749
Michael Carter-Williams,1649,2317,14.802,15.269,-0.47,2015-16,1610612749
Johnny O'Bryant III,857,3109,15.683,14.909,0.77,2015-16,1610612749
Tyler Ennis,654,3312,15.358,15.016,0.34,2015-16,1610612749
Miles Plumlee,870,3096,15.125,15.057,0.07,2015-16,1610612749
Chris Copeland,156,3810,15.767,15.044,0.72,2015-16,1610612749
Damien Inglis,156,3810,14.775,15.084,-0.31,2015-16,1610612749
Rashad Vaughn,1001,2965,15.339,14.982,0.36,2015-16,1610612749
John Henson,959,3007,15.078,15.070,0.01,2015-16,1610612749
Jerryd Bayless,1505,2461,15.471,14.833,0.64,2015-16,1610612749
