PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Elfrid Payton,1246,1947,14.722,14.782,-0.06,2019-20,1610612752
RJ Barrett,1704,1489,14.682,14.847,-0.16,2019-20,1610612752
Damyean Dotson,836,2357,14.423,14.879,-0.45,2019-20,1610612752
Ignas Brazdeikis,53,3140,14.725,14.759,-0.03,2019-20,1610612752
Reggie Bullock,684,2509,15.032,14.684,0.35,2019-20,1610612752
Wayne Ellington,558,2635,14.788,14.752,0.04,2019-20,1610612752
Dennis Smith Jr.,537,2656,14.732,14.764,-0.03,2019-20,1610612752
Taj Gibson,1025,2168,15.086,14.607,0.48,2019-20,1610612752
Bobby Portis,1393,1800,14.599,14.883,-0.28,2019-20,1610612752
Marcus Morris Sr.,1387,1806,15.099,14.502,0.60,2019-20,1610612752
Julius Randle,2080,1112,14.913,14.472,0.44,2019-20,1610612752
Mitchell Robinson,1412,1781,14.723,14.787,-0.06,2019-20,1610612752
Kadeem Allen,117,3076,14.253,14.778,-0.52,2019-20,1610612752
Allonzo Trier,291,2902,14.388,14.796,-0.41,2019-20,1610612752
Maurice Harkless,286,2907,14.570,14.777,-0.21,2019-20,1610612752
Kevin Knox II,1166,2027,14.288,15.037,-0.75,2019-20,1610612752
Frank Ntilikina,1187,2006,14.940,14.654,0.29,2019-20,1610612752
