PLAYER_NAME,MINUTES_ON,MINUTES_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,SECONDS_PER_POSS_OFFENSE_PLAYER_OFF,SECONDS_PER_POSS_OFFENSE_PLAYER_ON_OFF,SEASON,TEAM_ID
Manu Ginobili,1134,2807,15.217,16.123,-0.91,2015-16,1610612759
Patty Mills,1662,2279,15.341,16.242,-0.90,2015-16,1610612759
LaMarcus Aldridge,2261,1680,16.034,15.623,0.41,2015-16,1610612759
Jonathon Simmons,813,3128,15.767,15.880,-0.11,2015-16,1610612759
Matt Bonner,206,3735,16.592,15.816,0.78,2015-16,1610612759
Kevin Martin,261,3680,15.756,15.864,-0.11,2015-16,1610612759
Ray McCallum,256,3685,16.110,15.839,0.27,2015-16,1610612759
Andre Miller,181,3760,16.828,15.812,1.02,2015-16,1610612759
Rasual Butler,431,3510,15.841,15.858,-0.02,2015-16,1610612759
Tony Parker,1981,1960,16.212,15.504,0.71,2015-16,1610612759
Kawhi Leonard,2380,1561,15.909,15.777,0.13,2015-16,1610612759
Danny Green,2061,1880,16.033,15.667,0.37,2015-16,1610612759
Boris Diaw,1386,2555,15.398,16.112,-0.71,2015-16,1610612759
David West,1404,2537,15.633,15.981,-0.35,2015-16,1610612759
Kyle Anderson,1245,2696,15.936,15.820,0.12,2015-16,1610612759
Boban Marjanovic,508,3433,16.204,15.805,0.40,2015-16,1610612759
Tim Duncan,1537,2404,16.148,15.673,0.48,2015-16,1610612759
